from,to,share
EP10019,E100000002412,100.0
EP10020,E100000004062,100.0
EP10021,E100000000984,100.0
EP10022,E100000003087,42.0
EP10022,E100000004268,58.0
EP10023,E100000003087,42.0
EP10023,E100000004268,58.0
EP10024,E100001000493,
EP10025,E100001000493,
EP10026,E100000002264,100.0
EP10027,E100000002075,100.0
EP10028,E100000002075,100.0
EP10029,E100001011127,
EP10030,E100000001960,100.0
EP10031,E100000001960,100.0
EP10032,E100000001960,100.0
EP10033,E100000001960,100.0
EP10034,E100000001960,100.0
EP10035,E100000001960,100.0
EP10036,E100000000050,100.0
EP10037,E100000004066,100.0
EP10038,E100000000050,100.0
EP10039,E100000003729,100.0
EP10040,E100000003049,100.0
EP10041,E100000003049,100.0
EP10042,E100000000014,100.0
EP10043,E100000000014,100.0
EP10044,E100000000014,100.0
EP10045,E100000000014,100.0
EP10046,E100000002014,100.0
EP10047,E100000002916,100.0
EP10048,E100000002916,100.0
EP10049,E100000002916,100.0
EP10050,E100000002916,100.0
EP10051,E100000001696,100.0
EP10052,E100001011189,
EP10053,E100001011189,
EP10054,E100001011189,
EP10055,E100001011189,
EP10056,E100001011189,
EP10057,E100001011189,
EP10058,E100000003298,100.0
EP10059,E100000004107,50.0
EP10059,E100000001204,50.0
EP10060,E100000001305,100.0
EP10061,E100000001305,100.0
EP10062,E100000001305,100.0
EP10063,E100000003766,25.0
EP10063,E100000001870,37.0
EP10063,E100000000656,18.0
EP10063,E100000000648,18.0
EP10064,E100000000968,100.0
EP10065,E100000000968,100.0
EP10066,E100000001953,100.0
EP10067,E100000001953,100.0
EP10068,E100000001953,100.0
EP10069,E100000001953,100.0
EP10070,E100000002230,100.0
EP10071,E100000000606,100.0
EP10072,,
EP10073,E100000003683,100.0
EP10074,E100000002800,100.0
EP10075,E100000001971,100.0
EP10076,E100000003657,100.0
EP10077,E100000003657,100.0
EP10078,E100000003657,100.0
EP10079,E100000003657,100.0
EP10080,E100000002671,100.0
EP10081,E100000003437,100.0
EP10082,E100000003437,100.0
EP10083,E100000003437,100.0
EP10084,E100000003437,100.0
EP10085,E100000003437,100.0
EP10086,E100000001710,100.0
EP10087,E100000001710,100.0
EP10088,E100000001710,100.0
EP10089,E100000000834,100.0
EP10090,E100000000834,100.0
EP10091,E100000002137,100.0
EP10092,E100000002137,100.0
EP10093,E100000002137,100.0
EP10094,E100000002137,100.0
EP10095,E100000002137,100.0
EP10096,E100001014185,
EP10097,E100000001354,100.0
EP10098,E100000001354,100.0
EP10099,E100000001354,100.0
EP10100,E100000001354,100.0
EP10101,E100000001354,100.0
EP10102,E100000001354,100.0
EP10103,E100000002814,100.0
EP10104,E100000002129,100.0
EP10105,E100000002129,100.0
EP10106,E100000002129,100.0
EP10107,E100000002129,100.0
EP10108,E100000002129,100.0
EP10109,E100000002172,30.0
EP10109,E100000002198,70.0
EP10110,E100000001830,100.0
EP10111,E100000001830,100.0
EP10112,E100000001830,100.0
EP10113,E100000001830,100.0
EP10114,E100000003174,100.0
EP10115,E100000003174,100.0
EP10116,E100000003174,100.0
EP10117,E100000002705,100.0
EP10118,E100000002705,100.0
EP10119,E100000002705,100.0
EP10120,E100000002705,100.0
EP10121,E100000004073,100.0
EP10122,E100000004073,100.0
EP10123,E100000002340,100.0
EP10124,E100000004337,100.0
EP10125,E100000004337,100.0
EP10126,E100000002340,100.0
EP10127,E100000003005,100.0
EP10128,E100000003005,100.0
EP10129,E100000003005,100.0
EP10130,E100000001830,100.0
EP10131,E100000001865,100.0
EP10132,E100000001865,100.0
EP10133,E100000001865,100.0
EP10134,E100000002872,100.0
EP10135,E100000002872,100.0
EP10136,E100000004074,100.0
EP10137,E100000004074,100.0
EP10138,E100000004074,100.0
EP10139,E100000004074,100.0
EP10140,E100000004074,100.0
EP10141,E100000004074,100.0
EP10142,E100000003929,100.0
EP10143,E100000003788,100.0
EP10144,E100000003788,100.0
EP10145,E100000003788,100.0
EP10146,E100000003788,100.0
EP10147,E100000003788,100.0
EP10148,E100000003788,100.0
EP10149,E100000003788,100.0
EP10150,E100000003788,100.0
EP10151,E100000003788,100.0
EP10152,E100000004075,100.0
EP10153,E100000000476,
EP10154,E100000000476,
EP10155,E100000000476,
EP10156,E100000000476,
EP10157,E100000000476,
EP10158,E100000000476,
EP10159,E100000002005,100.0
EP10160,E100000002005,100.0
EP10161,E100000002005,100.0
EP10162,E100000002005,100.0
EP10163,E100000002005,100.0
EP10164,E100000002005,100.0
EP10165,E100000002005,100.0
EP10166,E100001000627,100.0
EP10167,E100001000627,100.0
EP10168,E100001000627,100.0
EP10169,E100001000627,100.0
EP10170,E100001000627,100.0
EP10171,E100000002259,100.0
EP10172,E100000002259,100.0
EP10173,E100000004067,100.0
EP10174,E100000004067,100.0
EP10175,E100000004067,100.0
EP10176,E100000004067,100.0
EP10177,E100000002316,100.0
EP10178,E100000003317,100.0
EP10179,E100000003317,100.0
EP10180,E100000002618,100.0
EP10181,E100000002618,100.0
EP10182,E100000003934,100.0
EP10183,E100000002210,100.0
EP10184,E100000002210,100.0
EP10185,E100000002586,100.0
EP10186,E100000002586,100.0
EP10187,E100000161167,100.0
EP10187,E100000156482,100.0
EP10188,E100000001423,100.0
EP10189,E100000001423,100.0
EP10190,E100000002694,100.0
EP10191,E100000002694,100.0
EP10192,E100000004110,100.0
EP10193,E100000004110,100.0
EP10194,E100000004110,100.0
EP10195,E100000004110,100.0
EP10196,E100000182202,100.0
EP10197,E100000182202,100.0
EP10198,E100000182202,100.0
EP10199,E100000182202,100.0
EP10200,E100000004111,100.0
EP10201,E100000004111,100.0
EP10202,E100000002829,100.0
EP10203,E100000002829,100.0
EP10204,E100000002695,100.0
EP10205,E100000002695,100.0
EP10206,E100000002695,100.0
EP10207,E100000002695,100.0
EP10208,E100000002695,100.0
EP10209,E100000002695,100.0
EP10210,E100000179837,100.0
EP10211,E100000179837,100.0
EP10212,E100000180904,100.0
EP10213,E100000180904,100.0
EP10214,E100000004113,100.0
EP10215,E100000004113,100.0
EP10216,E100000003937,100.0
EP10217,E100000003937,100.0
EP10218,E100000003937,100.0
EP10219,E100000003937,100.0
EP10220,E100000003320,100.0
EP10220,E100000138945,100.0
EP10221,E100000003320,100.0
EP10221,E100000138945,100.0
EP10222,E100000002183,100.0
EP10223,E100000002183,100.0
EP10224,E100000002262,100.0
EP10225,E100000001708,100.0
EP10226,E100000003002,100.0
EP10227,E100000003002,100.0
EP10228,E100000003002,100.0
EP10229,E100000003002,100.0
EP10230,E100001010543,100.0
EP10231,E100000004089,100.0
EP10232,E100000004089,100.0
EP10233,E100001000859,100.0
EP10234,E100001000859,100.0
EP10235,E100001000859,100.0
EP10236,E100001000859,100.0
EP10237,E100001000859,100.0
EP10238,E100001000859,100.0
EP10239,E100000120117,100.0
EP10240,E100000001029,100.0
EP10241,E100000004146,100.0
EP10242,E100000004146,100.0
EP10243,E100000002836,100.0
EP10244,E100000004093,100.0
EP10245,E100000004093,100.0
EP10246,E100000004099,100.0
EP10247,E100001000315,
EP10248,E100001000315,
EP10249,E100001000315,
EP10250,E100000003874,100.0
EP10251,E100000001464,100.0
EP10252,E100000002300,100.0
EP10253,E100000001101,
EP10254,E100000001101,
EP10255,E100000002254,7.0
EP10255,E100000001273,28.0
EP10255,E100000004104,65.0
EP10256,E100000001273,100.0
EP10257,E100000002254,23.0
EP10257,E100000002271,5.0
EP10257,E100000001273,71.0
EP10258,E100000001323,51.0
EP10258,E100000004319,49.0
EP10259,E100000001323,51.0
EP10259,E100000004319,49.0
EP10260,E100000004105,100.0
EP10261,E100000002581,100.0
EP10262,E100000002820,100.0
EP10263,E100000150460,100.0
EP10264,E100000150460,60.0
EP10264,E100000003002,40.0
EP10265,E100000004269,100.0
EP10266,E100000002087,100.0
EP10267,E100000002087,100.0
EP10268,E100000002087,100.0
EP10269,E100000002087,100.0
EP10270,E100000002087,100.0
EP10271,E100000002087,100.0
EP10272,E100000002087,100.0
EP10273,E100000002087,100.0
EP10274,E100000003874,100.0
EP10275,E100000003874,100.0
EP10276,E100000003874,100.0
EP10277,E100000003874,100.0
EP10278,E100000002262,100.0
EP10279,E100000002988,100.0
EP10280,E100000004091,100.0
EP10281,E100000004091,100.0
EP10282,E100000004115,100.0
EP10283,E100000004116,100.0
EP10284,E100000002988,100.0
EP10285,E100000003451,100.0
EP10286,E100000003451,100.0
EP10287,E100000003451,100.0
EP10288,E100000003451,100.0
EP10289,E100000003451,100.0
EP10290,E100000001722,100.0
EP10291,E100000002178,100.0
EP10292,E100000002178,100.0
EP10293,E100001011849,100.0
EP10294,E100000004092,100.0
EP10295,E100000003826,100.0
EP10296,E100000139788,90.0
EP10296,E100000004304,0.0
EP10296,E100000001229,8.0
EP10297,E100000139788,90.0
EP10297,E100000004304,0.0
EP10297,E100000001229,8.0
EP10298,E100000001229,8.0
EP10298,E100000004304,0.0
EP10298,E100000002280,90.0
EP10299,E100000002037,100.0
EP10300,E100000002037,100.0
EP10301,E100000002037,100.0
EP10302,E100000003498,100.0
EP10302,E100000186247,100.0
EP10303,E100000003498,100.0
EP10303,E100000186247,100.0
EP10304,E100000000407,100.0
EP10305,E100000003046,100.0
EP10306,E100000003706,100.0
EP10307,E100000004364,100.0
EP10308,E100000000176,37.0
EP10308,E100000002691,63.0
EP10309,E100000000176,37.0
EP10309,E100000002691,63.0
EP10310,E100000001859,100.0
EP10311,E100000003663,100.0
EP10312,E100000001941,100.0
EP10313,E100000001941,100.0
EP10314,E100000001941,100.0
EP10315,,
EP10316,,
EP10317,,
EP10318,E100000000666,100.0
EP10319,E100000000666,100.0
EP10320,E100000001096,100.0
EP10321,E100000001096,100.0
EP10322,E100000001096,100.0
EP10323,E100000001096,100.0
EP10324,E100000001981,100.0
EP10325,E100000120360,100.0
EP10325,E100000002933,100.0
EP10326,E100000003527,40.0
EP10326,E100000000706,60.0
EP10327,E100000003527,40.0
EP10327,E100000000706,60.0
EP10328,E100000002308,100.0
EP10329,E100000003764,100.0
EP10330,E100000003764,100.0
EP10331,E100000003764,100.0
EP10332,E100000000537,100.0
EP10332,E100000185999,100.0
EP10333,E100000001775,100.0
EP10334,E100000004124,100.0
EP10335,E100000004119,60.0
EP10335,E100000001691,
EP10336,E100000001691,20.0
EP10336,E100000004122,80.0
EP10337,E100000002396,64.0
EP10337,E100000001753,36.0
EP10338,E100000003424,82.0
EP10338,E100000001691,17.0
EP10339,E100001000645,100.0
EP10340,E100000001691,100.0
EP10341,E100000001691,49.0
EP10341,E100000001691,51.0
EP10342,E100000001691,49.0
EP10342,E100000001691,51.0
EP10343,E100000002345,100.0
EP10344,E100000002345,100.0
EP10345,E100000002345,100.0
EP10346,E100000002345,100.0
EP10347,E100000000135,100.0
EP10348,E100000000135,100.0
EP10349,E100000002459,100.0
EP10349,E100000138811,100.0
EP10350,E100000002459,100.0
EP10350,E100000138811,100.0
EP10351,E100000002459,100.0
EP10351,E100000138811,100.0
EP10352,E100000002459,100.0
EP10352,E100000138811,100.0
EP10353,E100000002459,100.0
EP10353,E100000138811,100.0
EP10354,E100000002459,100.0
EP10354,E100000138811,100.0
EP10355,E100000002459,100.0
EP10355,E100000138811,100.0
EP10356,E100000002459,100.0
EP10356,E100000138811,100.0
EP10357,E100000002459,100.0
EP10357,E100000138811,100.0
EP10358,E100000002459,100.0
EP10358,E100000138811,100.0
EP10359,E100000000537,100.0
EP10359,E100000185999,100.0
EP10360,E100000004127,100.0
EP10361,E100000004127,100.0
EP10362,E100000004128,100.0
EP10363,E100000001483,100.0
EP10364,E100000001483,100.0
EP10365,E100000002048,100.0
EP10366,E100000002048,100.0
EP10367,E100000002048,100.0
EP10368,E100000002048,100.0
EP10369,E100000002048,100.0
EP10370,E100000002129,100.0
EP10371,E100000002129,100.0
EP10372,E100000002087,100.0
EP10373,E100000002087,100.0
EP10374,E100000002087,100.0
EP10375,E100000002087,100.0
EP10376,E100000002087,100.0
EP10377,E100000002087,100.0
EP10378,E100000002087,100.0
EP10379,E100000002087,100.0
EP10380,E100000002087,100.0
EP10381,E100000002087,100.0
EP10382,E100000002087,100.0
EP10383,E100000002087,100.0
EP10384,E100000002087,100.0
EP10385,E100000002087,100.0
EP10386,E100000002087,100.0
EP10387,E100000002087,100.0
EP10388,E100000002550,100.0
EP10389,E100000002550,100.0
EP10390,E100000002550,100.0
EP10391,E100000002550,100.0
EP10392,E100000002550,100.0
EP10393,E100000002550,100.0
EP10394,E100000002550,100.0
EP10395,E100000002550,100.0
EP10396,E100000003816,100.0
EP10397,E100000003816,100.0
EP10398,E100000003816,100.0
EP10399,E100000001870,15.0
EP10399,E100000002036,25.0
EP10399,E100000001895,25.0
EP10399,E100000000841,35.0
EP10400,E100000002630,100.0
EP10401,E100000002622,100.0
EP10402,E100001010538,100.0
EP10403,E100000002839,100.0
EP10404,E100000002839,100.0
EP10405,E100000002839,100.0
EP10406,E100000003868,100.0
EP10407,E100000003868,100.0
EP10408,E100000002087,100.0
EP10409,E100000002087,100.0
EP10410,E100000001769,100.0
EP10411,E100001014106,
EP10412,E100000003940,100.0
EP10413,E100000003940,100.0
EP10414,E100000004133,100.0
EP10415,E100000004133,100.0
EP10416,E100000004133,100.0
EP10417,E100000004133,100.0
EP10418,E100000001637,100.0
EP10419,E100000004134,100.0
EP10420,E100000004134,100.0
EP10421,E100000004134,100.0
EP10422,E100000004134,100.0
EP10423,E100000003563,100.0
EP10424,E100000003563,100.0
EP10425,E100000003592,100.0
EP10426,E100000003592,100.0
EP10427,E100000003592,100.0
EP10428,E100000003592,100.0
EP10429,E100000003592,100.0
EP10430,E100000003592,100.0
EP10431,E100000003592,100.0
EP10432,E100000003592,100.0
EP10433,E100000000039,100.0
EP10434,E100000002169,100.0
EP10435,E100000002169,100.0
EP10436,E100001010679,100.0
EP10437,E100000001693,100.0
EP10438,E100000003449,14.0
EP10438,E100000000841,33.0
EP10438,E100000000656,19.0
EP10438,E100000001870,33.0
EP10439,E100000001840,49.0
EP10439,E100000137875,49.0
EP10439,E100000002365,51.0
EP10440,E100000001840,49.0
EP10440,E100000137875,49.0
EP10440,E100000002365,51.0
EP10441,E100000001331,100.0
EP10442,E100000001331,100.0
EP10443,E100000001331,100.0
EP10444,E100000001331,100.0
EP10445,E100000001331,100.0
EP10446,E100000001331,100.0
EP10447,E100000001331,100.0
EP10448,E100000001331,100.0
EP10449,E100000001331,100.0
EP10450,E100000001331,100.0
EP10451,E100000003955,100.0
EP10452,E100000003955,100.0
EP10453,E100000003357,100.0
EP10454,E100000001953,100.0
EP10455,E100000001953,100.0
EP10456,E100000000890,100.0
EP10457,E100000000890,100.0
EP10458,E100000000890,100.0
EP10459,E100000000890,100.0
EP10460,E100000000890,100.0
EP10461,E100000000890,100.0
EP10462,E100000000890,100.0
EP10463,E100000000890,100.0
EP10464,E100000000890,100.0
EP10465,E100000000890,100.0
EP10466,E100000000890,100.0
EP10467,E100000000890,100.0
EP10468,E100001011703,100.0
EP10469,E100000000890,100.0
EP10470,E100000000890,100.0
EP10471,E100000000890,100.0
EP10472,E100000000890,100.0
EP10473,E100000000890,100.0
EP10474,E100000000890,100.0
EP10475,E100000000890,100.0
EP10476,E100000000890,100.0
EP10477,E100000000890,100.0
EP10478,E100000000890,100.0
EP10479,E100000000890,100.0
EP10480,E100000000890,100.0
EP10481,E100000000890,100.0
EP10482,E100000000949,100.0
EP10483,E100000000949,100.0
EP10484,E100000000949,100.0
EP10485,E100000000949,100.0
EP10486,E100000000949,100.0
EP10487,E100000000949,100.0
EP10488,E100000003686,100.0
EP10489,E100000120969,100.0
EP10490,E100000002945,100.0
EP10491,E100000002945,100.0
EP10492,E100000002499,100.0
EP10493,E100000001481,
EP10494,E100000001481,
EP10495,E100001000147,100.0
EP10496,E100000003970,100.0
EP10497,E100000003970,100.0
EP10498,E100000002128,100.0
EP10499,E100000002128,100.0
EP10500,E100000002128,100.0
EP10501,E100000002128,100.0
EP10502,E100000002128,100.0
EP10503,E100000002128,100.0
EP10504,E100000002128,100.0
EP10505,E100000002128,100.0
EP10506,E100000002128,100.0
EP10507,E100000002128,100.0
EP10508,E100000001672,100.0
EP10509,E100000001672,100.0
EP10510,E100000001289,100.0
EP10511,E100000001289,100.0
EP10512,E100000001289,100.0
EP10513,E100000001289,100.0
EP10514,E100000001289,100.0
EP10515,E100000001289,100.0
EP10516,E100000001289,100.0
EP10517,E100000001354,100.0
EP10518,E100000001354,100.0
EP10519,E100000001354,100.0
EP10520,E100000001354,100.0
EP10521,E100000001354,100.0
EP10522,E100000001354,100.0
EP10523,E100000001354,100.0
EP10524,E100000001354,100.0
EP10525,E100000001354,100.0
EP10526,E100000001354,100.0
EP10527,E100000001354,100.0
EP10528,E100000001331,100.0
EP10529,E100000001331,100.0
EP10530,E100000001331,100.0
EP10531,E100000001331,100.0
EP10532,E100000004152,100.0
EP10533,E100000000467,100.0
EP10533,E100000133761,100.0
EP10534,E100000004151,100.0
EP10535,E100000003343,100.0
EP10536,E100000003343,100.0
EP10537,E100000002297,100.0
EP10538,E100000002297,100.0
EP10539,E100000002297,100.0
EP10540,E100000002297,100.0
EP10541,E100000002297,100.0
EP10542,E100000002297,100.0
EP10543,E100000003508,100.0
EP10544,E100000003508,100.0
EP10545,E100000001331,100.0
EP10546,E100000001331,100.0
EP10547,E100000001331,100.0
EP10548,E100000001331,100.0
EP10549,E100000001331,100.0
EP10550,E100000002411,100.0
EP10551,E100000002128,100.0
EP10552,E100000002128,100.0
EP10553,E100000002128,100.0
EP10554,E100000002958,100.0
EP10555,E100000002958,100.0
EP10556,E100001010494,100.0
EP10557,E100001010494,100.0
EP10558,E100000002936,100.0
EP10559,E100000002936,100.0
EP10560,E100000001755,100.0
EP10561,E100000001755,100.0
EP10562,E100000002379,100.0
EP10562,E100001016672,100.0
EP10563,E100000002379,100.0
EP10563,E100001016672,100.0
EP10564,E100000002379,100.0
EP10564,E100001016672,100.0
EP10565,E100000002379,100.0
EP10565,E100001016672,100.0
EP10566,E100000002379,100.0
EP10566,E100001016672,100.0
EP10567,E100000001982,100.0
EP10568,E100000001982,100.0
EP10569,E100000001982,100.0
EP10570,E100000002023,100.0
EP10571,E100000002023,100.0
EP10572,E100000002023,100.0
EP10573,E100000003758,100.0
EP10574,E100000003758,100.0
EP10575,E100000003758,100.0
EP10576,E100000003758,100.0
EP10577,E100000003758,100.0
EP10578,E100000003758,100.0
EP10579,E100000002556,100.0
EP10580,E100000003741,100.0
EP10581,E100000003741,100.0
EP10582,E100000003741,100.0
EP10583,E100000000649,30.0
EP10583,E100000000888,40.0
EP10583,E100000001078,29.0
EP10584,E100000123219,100.0
EP10585,E100000123219,100.0
EP10586,E100000123205,100.0
EP10587,E100000123205,100.0
EP10588,E100000123205,100.0
EP10589,E100000123206,100.0
EP10590,E100000123210,100.0
EP10591,E100000123207,100.0
EP10592,E100000123207,100.0
EP10593,E100000123207,100.0
EP10594,E100000123208,100.0
EP10595,E100000000537,100.0
EP10595,E100000185999,100.0
EP10596,E100000002011,100.0
EP10597,E100000002011,100.0
EP10598,E100000002011,100.0
EP10599,E100000003758,100.0
EP10600,E100000003758,100.0
EP10601,E100000003758,100.0
EP10602,E100000003758,100.0
EP10603,E100000134301,100.0
EP10603,E100000003763,100.0
EP10604,E100000002535,100.0
EP10605,E100000000724,100.0
EP10606,E100000001718,100.0
EP10607,E100000001718,100.0
EP10608,E100000001718,100.0
EP10609,E100000004159,100.0
EP10610,E100001011141,100.0
EP10611,E100000004160,100.0
EP10612,E100000004160,100.0
EP10613,E100000004160,100.0
EP10614,E100000004160,100.0
EP10615,E100000002978,100.0
EP10616,E100000002978,100.0
EP10617,E100000000551,100.0
EP10618,E100000000551,100.0
EP10619,E100000000551,100.0
EP10620,E100000000551,100.0
EP10621,E100000000551,100.0
EP10622,E100000000551,100.0
EP10623,E100000003865,100.0
EP10624,,
EP10625,E100000001652,
EP10626,E100000001652,
EP10627,E100000001652,
EP10628,E100000001652,
EP10629,E100000001652,
EP10630,E100000001652,
EP10631,E100000001652,
EP10632,E100000004162,100.0
EP10633,E100000000980,100.0
EP10634,E100000000014,100.0
EP10635,E100000002128,100.0
EP10636,E100000002128,100.0
EP10637,E100000002128,100.0
EP10638,E100000002128,100.0
EP10639,E100000002128,100.0
EP10640,E100000002128,100.0
EP10641,E100000002128,100.0
EP10642,E100000002128,100.0
EP10643,E100000002128,100.0
EP10644,E100000002411,100.0
EP10645,E100000002411,100.0
EP10646,E100000001331,100.0
EP10647,E100000001331,100.0
EP10648,E100000001331,100.0
EP10649,E100000001331,100.0
EP10650,E100000001331,100.0
EP10651,E100000001331,100.0
EP10652,E100000001331,100.0
EP10653,E100000001331,100.0
EP10654,E100000001331,100.0
EP10655,E100000001331,100.0
EP10656,E100000001331,100.0
EP10657,E100000001331,100.0
EP10658,E100000001331,100.0
EP10659,E100000001331,100.0
EP10660,E100000001331,100.0
EP10661,E100000001331,100.0
EP10662,E100000001331,100.0
EP10663,E100000001331,100.0
EP10664,E100000001331,100.0
EP10665,E100000001331,100.0
EP10666,E100000001331,100.0
EP10667,E100001010499,
EP10668,E100000134323,100.0
EP10669,E100000003839,100.0
EP10670,E100000000050,100.0
EP10671,E100000000050,100.0
EP10672,E100000000050,100.0
EP10673,E100000000050,100.0
EP10674,E100000002870,100.0
EP10675,E100000002870,100.0
EP10676,E100000002870,100.0
EP10677,E100000002870,100.0
EP10678,E100000004168,100.0
EP10679,E100000004168,100.0
EP10680,E100000004168,100.0
EP10681,E100000004237,100.0
EP10681,E100001014488,100.0
EP10682,E100000004167,100.0
EP10683,E100000004167,100.0
EP10684,E100000004167,100.0
EP10685,E100000004167,100.0
EP10686,E100000004167,100.0
EP10687,E100000004167,100.0
EP10688,E100000004167,100.0
EP10689,E100000004167,100.0
EP10690,E100000001652,100.0
EP10691,E100000001652,100.0
EP10692,E100000000457,100.0
EP10693,E100000000457,100.0
EP10694,E100000003318,100.0
EP10695,E100000003318,100.0
EP10696,E100000003603,100.0
EP10697,E100000002015,100.0
EP10698,E100000002720,100.0
EP10699,E100000132490,100.0
EP10700,E100000003981,100.0
EP10701,E100000003981,100.0
EP10702,E100001011780,70.0
EP10702,E100001011884,30.0
EP10703,,
EP10704,E100001010537,100.0
EP10705,E100001010537,100.0
EP10706,E100000000890,100.0
EP10707,E100000000890,100.0
EP10708,E100000000890,100.0
EP10709,E100000000890,100.0
EP10710,E100000000890,100.0
EP10711,E100000000890,100.0
EP10712,E100000000890,100.0
EP10713,E100000000890,100.0
EP10714,E100000000890,100.0
EP10715,E100000000890,100.0
EP10716,E100000000890,100.0
EP10717,E100000000890,100.0
EP10718,E100000000890,100.0
EP10719,E100000000890,100.0
EP10720,E100000000890,100.0
EP10721,E100000000890,100.0
EP10722,E100000000890,100.0
EP10723,E100000000890,100.0
EP10724,E100000000890,100.0
EP10725,E100000000890,100.0
EP10726,E100000000890,100.0
EP10727,E100000000890,100.0
EP10728,E100000000890,100.0
EP10729,E100000000890,100.0
EP10730,E100000148910,100.0
EP10731,E100000148910,100.0
EP10732,E100000148910,100.0
EP10733,E100000002641,100.0
EP10734,E100000002143,100.0
EP10735,E100000002143,100.0
EP10736,E100001000351,
EP10737,E100001000351,
EP10738,E100001000351,
EP10739,E100001011230,
EP10740,E100001011230,
EP10741,E100001011230,
EP10742,E100000003780,100.0
EP10743,E100000002573,100.0
EP10744,E100000004174,100.0
EP10745,E100000000467,100.0
EP10745,E100000133761,100.0
EP10746,E100000000467,100.0
EP10746,E100000133761,100.0
EP10747,E100000002771,100.0
EP10748,E100000002418,100.0
EP10749,E100000004177,100.0
EP10750,E100000003725,40.0
EP10750,E100000004178,60.0
EP10751,E100000004179,100.0
EP10752,E100000004179,100.0
EP10753,E100000004179,100.0
EP10754,E100000004179,100.0
EP10755,E100000004179,100.0
EP10756,E100000004179,100.0
EP10757,E100000004176,100.0
EP10758,E100000004181,100.0
EP10759,E100000004180,24.0
EP10759,E100000002760,50.0
EP10759,E100000003332,25.0
EP10760,E100000004182,100.0
EP10761,E100000004182,100.0
EP10762,E100000004182,100.0
EP10763,E100000004182,100.0
EP10764,E100000004182,100.0
EP10765,E100000004182,100.0
EP10766,E100000004182,100.0
EP10767,E100000002981,100.0
EP10768,E100000000337,
EP10769,E100000001204,
EP10769,E100001011220,
EP10770,E100000001388,100.0
EP10771,E100001000409,
EP10772,E100000003459,100.0
EP10773,E100000000074,100.0
EP10774,E100001012023,100.0
EP10775,E100001012023,100.0
EP10776,E100001012023,100.0
EP10777,E100000001975,40.0
EP10777,E100000000623,60.0
EP10778,E100000001758,100.0
EP10779,E100000000608,100.0
EP10780,E100000000608,100.0
EP10781,E100000000608,100.0
EP10782,E100000120009,100.0
EP10783,E100000001332,100.0
EP10784,E100000004186,100.0
EP10785,E100000004186,100.0
EP10786,E100000004186,100.0
EP10787,E100000004186,100.0
EP10788,E100000004186,100.0
EP10789,E100000004186,100.0
EP10790,E100000001845,100.0
EP10791,E100000004187,100.0
EP10792,E100000000084,100.0
EP10793,E100000000142,100.0
EP10794,E100000000084,100.0
EP10795,E100001010527,100.0
EP10796,E100000003088,100.0
EP10797,E100000001845,100.0
EP10798,E100000002667,100.0
EP10799,E100000002330,100.0
EP10800,E100000000330,100.0
EP10801,E100000000330,100.0
EP10802,E100000000330,100.0
EP10803,E100000004189,100.0
EP10804,E100000002970,100.0
EP10805,E100000002970,100.0
EP10806,E100000002970,100.0
EP10807,E100000002970,100.0
EP10808,E100000002970,100.0
EP10809,E100000001845,100.0
EP10810,E100000001857,100.0
EP10811,E100000001857,100.0
EP10812,E100000001857,100.0
EP10813,E100000001857,100.0
EP10814,E100000003316,100.0
EP10815,E100000001981,100.0
EP10816,E100000001981,100.0
EP10817,E100000000084,100.0
EP10818,E100000000084,100.0
EP10819,E100000000084,100.0
EP10820,E100000000084,100.0
EP10821,E100000000084,100.0
EP10822,E100000000084,100.0
EP10823,E100000000084,100.0
EP10824,E100000000084,100.0
EP10825,E100000000084,100.0
EP10826,E100000000084,100.0
EP10827,E100000000084,100.0
EP10828,E100000000084,100.0
EP10829,E100000000084,100.0
EP10830,E100000000084,100.0
EP10831,E100000000084,100.0
EP10832,E100000000084,100.0
EP10833,E100000000084,100.0
EP10834,E100000000084,100.0
EP10835,E100000000084,100.0
EP10836,E100000000084,100.0
EP10837,E100000001792,5.0
EP10837,E100000001794,95.0
EP10838,E100000002663,100.0
EP10839,E100001010541,100.0
EP10840,E100000001813,100.0
EP10841,E100000001813,100.0
EP10842,E100000003840,100.0
EP10843,E100000003840,100.0
EP10844,E100000003840,100.0
EP10845,E100000003840,100.0
EP10846,E100001010542,100.0
EP10847,E100000002663,100.0
EP10848,E100000001801,100.0
EP10849,E100000004190,100.0
EP10850,E100000150134,100.0
EP10851,E100001015072,100.0
EP10852,E100001015072,100.0
EP10853,E100000002970,100.0
EP10854,E100000001846,100.0
EP10855,E100000001846,100.0
EP10856,E100000001846,100.0
EP10857,E100000002347,100.0
EP10858,E100000002347,100.0
EP10859,E100000002899,100.0
EP10860,E100000004192,100.0
EP10861,E100000002275,100.0
EP10862,E100000002275,100.0
EP10863,E100000002125,100.0
EP10864,E100000002125,100.0
EP10865,E100000002125,100.0
EP10866,E100000002125,100.0
EP10867,E100000002125,100.0
EP10868,E100000002125,100.0
EP10869,E100000002125,100.0
EP10870,E100000001536,100.0
EP10871,E100000001536,100.0
EP10872,E100000120530,100.0
EP10873,E100000120530,100.0
EP10874,E100000001003,100.0
EP10875,E100000004198,100.0
EP10876,E100000001336,100.0
EP10877,E100000001336,100.0
EP10878,E100000002134,100.0
EP10879,E100000003605,100.0
EP10880,E100000004267,33.0
EP10880,E100001000259,33.0
EP10880,E100000002032,34.0
EP10881,E100000003605,100.0
EP10882,E100000000021,100.0
