from,to,share
EP4544,E100000002518,100.0
EP4545,E100000002706,100.0
EP4546,E100000002706,100.0
EP4547,E100000002706,100.0
EP4548,E100000002706,100.0
EP4549,E100000004216,100.0
EP4550,E100000004216,100.0
EP4551,E100000003185,100.0
EP4552,E100000003185,100.0
EP4553,E100000003122,100.0
EP4554,E100000003122,100.0
EP4555,E100000003122,100.0
EP4556,E100000003124,100.0
EP4557,E100000003124,100.0
EP4558,E100000003184,100.0
EP4559,E100000003184,100.0
EP4560,E100000003225,100.0
EP4561,E100000003225,100.0
EP4562,E100000003225,100.0
EP4563,E100000003225,100.0
EP4564,E100000003374,100.0
EP4565,E100000003374,100.0
EP4566,E100000003374,100.0
EP4567,E100000003374,100.0
EP4568,E100000003236,100.0
EP4569,E100000003236,100.0
EP4570,E100000003233,100.0
EP4571,E100000003233,100.0
EP4572,E100000003230,100.0
EP4573,E100000003230,100.0
EP4574,E100000003234,100.0
EP4575,E100000003234,100.0
EP4576,E100000156202,100.0
EP4577,E100000156202,100.0
EP4578,E100000003226,100.0
EP4579,E100000003226,100.0
EP4580,E100000003226,100.0
EP4581,E100000003226,100.0
EP4582,E100000003375,100.0
EP4583,E100000003375,100.0
EP4584,E100000003375,100.0
EP4585,E100000003375,100.0
EP4586,E100000003375,100.0
EP4587,E100000003375,100.0
EP4588,E100000003122,100.0
EP4589,E100000003122,100.0
EP4590,E100000004001,100.0
EP4591,E100000004001,100.0
EP4592,E100000004001,100.0
EP4593,E100000004001,100.0
EP4594,E100000004001,100.0
EP4595,E100000004001,100.0
EP4596,E100000160009,100.0
EP4597,E100000160009,100.0
EP4598,E100000003122,100.0
EP4599,E100000003122,100.0
EP4600,E100000162731,100.0
EP4601,E100000162731,100.0
EP4602,E100000004216,100.0
EP4603,E100000004216,100.0
EP4604,E100000004217,100.0
EP4605,E100000003262,100.0
EP4606,E100000003262,100.0
EP4607,E100000003378,100.0
EP4608,E100000003378,100.0
EP4609,E100000003231,100.0
EP4610,E100000003231,100.0
EP4611,E100000003231,100.0
EP4612,E100000003231,100.0
EP4613,E100000003263,100.0
EP4614,E100000003263,100.0
EP4615,E100000004353,100.0
EP4616,E100000004353,100.0
EP4617,E100000003379,100.0
EP4618,E100000003379,100.0
EP4619,E100000003379,100.0
EP4620,E100000003224,100.0
EP4621,E100000003224,100.0
EP4622,E100000003224,100.0
EP4623,E100000003224,100.0
EP4624,E100000003232,100.0
EP4625,E100000003232,100.0
EP4626,E100000003122,100.0
EP4627,E100000003122,100.0
EP4628,E100000003237,100.0
EP4629,E100000003237,100.0
EP4630,E100000004002,100.0
EP4631,E100000004002,100.0
EP4632,E100001012003,100.0
EP4633,E100000001842,100.0
EP4634,E100000001842,100.0
EP4635,E100000003240,100.0
EP4636,E100000003240,100.0
EP4637,E100000003241,100.0
EP4638,E100000003241,100.0
EP4639,E100000003241,100.0
EP4640,E100000003241,100.0
EP4641,E100000181489,100.0
EP4642,E100000181489,100.0
EP4643,E100000003242,100.0
EP4644,E100000003242,100.0
EP4645,E100000003242,100.0
EP4646,E100000003242,100.0
EP4647,E100000002693,100.0
EP4648,E100000002693,100.0
EP4649,E100000003243,100.0
EP4650,E100000003243,100.0
EP4651,E100000003243,100.0
EP4652,E100000003244,100.0
EP4653,E100000003244,100.0
EP4654,E100000003246,100.0
EP4655,E100000003246,100.0
EP4656,E100000003247,100.0
EP4657,E100000003247,100.0
EP4658,E100000002693,100.0
EP4659,E100000002693,100.0
EP4660,E100000161140,100.0
EP4661,E100000161140,100.0
EP4662,E100000161140,100.0
EP4663,E100000161140,100.0
EP4664,E100000003244,100.0
EP4665,E100000003244,100.0
EP4666,E100000003244,100.0
EP4667,E100000003244,100.0
EP4668,E100000181489,100.0
EP4669,E100000181489,100.0
EP4670,E100000123848,100.0
EP4671,E100000123848,100.0
EP4672,E100001015239,100.0
EP4673,E100001015239,100.0
EP4674,E100001015239,100.0
EP4675,E100001015239,100.0
EP4676,E100000003252,100.0
EP4677,E100000003252,100.0
EP4678,E100000003254,100.0
EP4679,E100000003254,100.0
EP4680,E100000003254,100.0
EP4681,E100000000171,100.0
EP4682,E100000000171,100.0
EP4683,E100000002517,100.0
EP4684,E100000002517,100.0
EP4685,E100000002517,100.0
EP4686,E100000002517,100.0
EP4687,E100000003255,100.0
EP4688,E100000003255,100.0
EP4689,E100000158260,100.0
EP4690,E100000158260,100.0
EP4691,E100000003249,100.0
EP4692,E100000003249,100.0
EP4693,E100000003257,100.0
EP4694,E100000003257,100.0
EP4695,E100000003257,100.0
EP4696,E100000003268,100.0
EP4697,E100000003268,100.0
EP4698,E100000003258,100.0
EP4699,E100000003258,100.0
EP4700,E100000003259,100.0
EP4701,E100000003259,100.0
EP4702,E100000181374,100.0
EP4702,E100000158024,100.0
EP4703,E100000181374,100.0
EP4703,E100000158024,100.0
EP4704,E100000003245,100.0
EP4705,E100000003245,100.0
EP4706,E100000003248,100.0
EP4707,E100000003248,100.0
EP4708,E100000003248,100.0
EP4709,E100000003248,100.0
EP4710,E100000180945,100.0
EP4711,E100000180945,100.0
EP4712,E100000179665,100.0
EP4712,E100000159715,100.0
EP4713,E100000179665,100.0
EP4713,E100000159715,100.0
EP4714,E100000003810,
EP4714,E100001015150,
EP4715,E100000003810,
EP4715,E100001015150,
EP4716,E100000003810,
EP4716,E100001015150,
EP4717,E100000123176,100.0
EP4718,E100000123176,100.0
EP4719,E100000002054,100.0
EP4720,E100000002054,100.0
EP4721,E100000002054,100.0
EP4722,E100000002054,100.0
EP4723,E100000003277,100.0
EP4724,E100000003277,100.0
EP4725,E100000002043,100.0
EP4726,E100000002016,100.0
EP4727,E100000002016,100.0
EP4728,E100000121780,100.0
EP4728,E100000003266,100.0
EP4729,E100000121780,100.0
EP4729,E100000003266,100.0
EP4730,E100000003130,100.0
EP4731,E100000003130,100.0
EP4732,E100000159521,100.0
EP4733,E100000159521,100.0
EP4734,E100001011218,100.0
EP4735,E100000002059,100.0
EP4736,E100000003769,100.0
EP4737,E100000004100,100.0
EP4737,E100000154383,100.0
EP4738,E100000123177,100.0
EP4739,E100000123177,100.0
EP4740,E100000123177,100.0
EP4741,E100000004256,100.0
EP4741,E100000138897,100.0
EP4742,E100000003421,100.0
EP4743,E100000002373,100.0
EP4744,E100000002374,65.0
EP4744,E100000004262,35.0
EP4745,E100000002038,100.0
EP4746,E100000002038,100.0
EP4747,E100000004269,100.0
EP4748,E100000003359,100.0
EP4749,E100000001474,100.0
EP4750,E100000001474,100.0
EP4751,E100000001474,100.0
EP4752,E100000001474,100.0
EP4753,E100000001474,100.0
EP4754,,
EP4755,,
EP4756,,
EP4757,,
EP4758,,
EP4759,,
EP4760,E100000001547,100.0
EP4761,E100000003002,100.0
EP4762,E100000003002,100.0
EP4763,E100000003002,100.0
EP4764,E100000003002,100.0
EP4765,E100000002266,100.0
EP4766,E100000001481,
EP4767,E100000001481,
EP4768,E100000001481,
EP4769,E100000001481,
EP4770,E100000001481,
EP4771,E100000001481,
EP4772,E100000003440,100.0
EP4773,E100000004251,100.0
EP4773,E100000139079,100.0
EP4774,E100000004251,100.0
EP4774,E100000139079,100.0
EP4775,E100000004251,100.0
EP4775,E100000139079,100.0
EP4776,E100000003874,100.0
EP4777,E100000001354,100.0
EP4778,E100000001354,100.0
EP4779,E100000001354,100.0
EP4780,E100000001354,100.0
EP4781,E100000001354,100.0
EP4782,E100000001354,100.0
EP4783,E100000001354,100.0
EP4784,E100000001354,100.0
EP4785,E100000001354,100.0
EP4786,E100000000942,100.0
EP4787,E100000002069,100.0
EP4788,E100000001984,100.0
EP4789,E100000001984,100.0
EP4790,E100000003976,
EP4791,E100000003283,100.0
EP4792,E100000003293,100.0
EP4793,E100000003293,100.0
EP4794,E100000003293,100.0
EP4795,E100000003293,100.0
EP4796,E100000002398,100.0
EP4797,E100000003069,100.0
EP4798,E100000001992,100.0
EP4799,E100000001753,3.0
EP4799,E100000001010,2.0
EP4799,E100000000387,30.0
EP4799,E100000000660,1.0
EP4799,E100000000638,62.0
EP4800,E100000002067,100.0
EP4801,E100000002067,100.0
EP4802,E100000002531,100.0
EP4803,E100000002531,100.0
EP4804,E100000002531,100.0
EP4805,E100000002531,100.0
EP4806,E100000002531,100.0
EP4807,E100000002531,100.0
EP4808,E100000001728,100.0
EP4809,E100000002044,100.0
EP4810,E100000002044,100.0
EP4811,E100000000555,100.0
EP4812,E100001011864,100.0
EP4813,E100000003272,100.0
EP4814,E100000003531,100.0
EP4815,E100000004076,100.0
EP4816,E100000004076,100.0
EP4817,E100000002868,100.0
EP4818,E100000002868,100.0
EP4819,E100000002868,100.0
EP4820,E100000002868,100.0
EP4821,E100000002868,100.0
EP4822,E100000002868,100.0
EP4823,E100000001171,100.0
EP4824,E100000000946,100.0
EP4825,E100000000946,100.0
EP4826,E100000001641,100.0
EP4827,E100000000547,100.0
EP4828,E100000004287,100.0
EP4829,E100000004287,100.0
EP4830,E100000004287,100.0
EP4831,E100000004287,100.0
EP4832,E100000004287,100.0
EP4833,E100001010492,100.0
EP4834,E100000003299,100.0
EP4835,E100000003389,50.0
EP4835,E100000001238,20.0
EP4835,E100000002762,30.0
EP4836,E100000003301,100.0
EP4837,E100000003302,100.0
EP4838,E100000003300,100.0
EP4839,E100000003303,100.0
EP4840,E100000003087,100.0
EP4841,E100000003087,100.0
EP4842,E100000003087,100.0
EP4843,E100000003087,100.0
EP4844,E100000121497,
EP4845,E100000121497,
EP4846,E100000004246,
EP4847,E100000002254,21.0
EP4847,E100000001273,79.0
EP4848,E100000002254,21.0
EP4848,E100000001273,79.0
EP4849,E100000002347,100.0
EP4850,E100000001445,100.0
EP4851,E100000001445,100.0
EP4852,E100000001445,100.0
EP4853,E100000001526,100.0
EP4854,E100000000537,100.0
EP4854,E100000185999,100.0
EP4855,E100000000520,100.0
EP4856,E100000001885,100.0
EP4857,E100000003307,100.0
EP4858,E100000003308,100.0
EP4859,E100001000239,100.0
EP4860,E100000001883,100.0
EP4861,E100000001883,100.0
EP4862,E100000001883,100.0
EP4863,E100000001883,100.0
EP4864,E100000004206,100.0
EP4865,E100000001763,100.0
EP4866,E100000003730,98.0
EP4866,E100000003309,2.0
EP4867,E100000003310,100.0
EP4868,,
EP4869,E100000003315,100.0
EP4870,E100000003315,100.0
EP4871,E100000123178,100.0
EP4872,E100000002839,100.0
EP4873,E100000002839,100.0
EP4874,E100000002839,66.0
EP4874,E100000003093,33.0
EP4875,E100000002839,100.0
EP4876,E100000002839,100.0
EP4877,E100000002839,100.0
EP4878,E100000002839,100.0
EP4879,E100000002839,100.0
EP4880,E100000002839,100.0
EP4881,E100000002839,100.0
EP4882,E100000002839,100.0
EP4883,E100000002839,100.0
EP4884,E100000002839,100.0
EP4885,E100000002839,100.0
EP4886,E100000002269,100.0
EP4887,E100000002269,100.0
EP4888,E100000001241,100.0
EP4889,E100000002229,100.0
EP4890,E100000001918,100.0
EP4891,E100000001918,100.0
EP4892,E100000002441,100.0
EP4893,E100001012151,100.0
EP4894,E100001010485,100.0
EP4895,E100001010989,100.0
EP4896,E100000004052,100.0
EP4897,E100000004052,100.0
EP4898,E100000004052,100.0
EP4899,E100000004052,100.0
EP4900,E100000004052,100.0
EP4901,E100000003343,100.0
EP4902,E100000003343,100.0
EP4903,E100000003343,100.0
EP4904,E100000003343,100.0
EP4905,E100000003343,100.0
EP4906,E100000003343,100.0
EP4907,E100000003343,100.0
EP4908,E100000003343,100.0
EP4909,E100000003326,100.0
EP4910,E100000003205,100.0
EP4911,E100000001831,100.0
EP4912,E100000120598,100.0
EP4913,E100000120598,100.0
EP4914,E100000004269,100.0
EP4915,E100000003083,100.0
EP4916,E100000004269,100.0
EP4917,E100000001473,100.0
EP4918,E100000000849,60.0
EP4919,E100000000849,60.0
EP4920,E100000001524,100.0
EP4921,E100000003328,100.0
EP4922,E100000003328,100.0
EP4923,E100000003328,100.0
EP4924,E100000003328,100.0
EP4925,E100000003328,100.0
EP4926,E100000001985,100.0
EP4927,E100000001985,100.0
EP4928,E100000001985,100.0
EP4929,E100000003694,100.0
EP4930,E100000003694,100.0
EP4931,E100000003220,100.0
EP4932,E100000003220,100.0
EP4933,E100000003220,100.0
EP4934,E100000003220,100.0
EP4935,E100000002644,100.0
EP4936,E100000002340,100.0
EP4937,E100000004183,100.0
EP4938,E100000004307,100.0
EP4939,E100000004307,100.0
EP4940,E100000004307,100.0
EP4941,E100000004307,100.0
EP4942,E100000000878,100.0
EP4943,E100001015378,
EP4944,E100000003343,100.0
EP4945,E100000003343,100.0
EP4946,E100000004064,100.0
EP4947,E100000004063,100.0
EP4948,E100000004065,100.0
EP4949,E100000001572,100.0
EP4950,E100000004261,100.0
EP4951,E100000004261,100.0
EP4952,E100000004261,100.0
EP4953,E100000004261,100.0
EP4954,E100000004261,100.0
EP4955,E100000004261,100.0
EP4956,E100001011233,100.0
EP4957,,
EP4958,E100000002986,100.0
EP4959,E100000002986,100.0
EP4960,E100000001946,100.0
EP4961,E100000001946,100.0
EP4962,,
EP4963,,
EP4964,E100000000069,100.0
EP4965,E100000002186,100.0
EP4966,E100000002186,100.0
EP4967,E100000002554,100.0
EP4968,E100000002747,100.0
EP4969,E100000003356,100.0
EP4970,E100000003356,100.0
EP4971,E100000003581,100.0
EP4971,E100000140079,100.0
EP4972,E100000003581,100.0
EP4972,E100000140079,100.0
EP4973,E100000120365,100.0
EP4974,E100000000888,100.0
EP4975,E100000002487,100.0
EP4976,E100000001956,100.0
EP4977,E100000001956,100.0
EP4978,E100000001956,100.0
EP4979,E100000003358,100.0
EP4980,E100000001265,100.0
EP4981,E100000002900,
EP4981,E100000001782,
EP4982,E100000002838,100.0
EP4983,E100000002199,100.0
EP4984,E100000002199,100.0
EP4985,E100000003360,100.0
EP4986,E100000003360,100.0
EP4987,E100001010497,100.0
EP4988,E100000001176,100.0
EP4989,E100000002125,100.0
EP4990,E100000002125,100.0
EP4991,E100000002125,100.0
EP4992,E100000002125,100.0
EP4993,E100001010443,100.0
EP4994,E100000003480,100.0
EP4995,E100000001775,100.0
EP4996,E100000001775,100.0
EP4997,E100000002555,100.0
EP4998,E100000001870,100.0
EP4999,E100000001870,100.0
EP5000,E100000001870,100.0
EP5001,E100000002818,100.0
EP5002,E100000001892,100.0
EP5003,E100000003764,100.0
EP5004,E100000000537,100.0
EP5004,E100000185999,100.0
EP5005,E100000001243,100.0
EP5006,E100000001243,100.0
EP5007,E100000002158,100.0
EP5008,E100000002158,100.0
EP5009,E100000002158,100.0
EP5010,E100000002158,100.0
EP5011,E100000002158,100.0
EP5012,E100000002158,100.0
EP5013,E100000002158,100.0
EP5014,E100000002158,100.0
EP5015,E100000002158,100.0
EP5016,E100000002158,100.0
EP5017,E100000002158,100.0
EP5018,E100000002158,100.0
EP5019,E100000000890,100.0
EP5020,E100000000890,100.0
EP5021,E100000000890,100.0
EP5022,E100000000890,100.0
EP5023,E100000000890,100.0
EP5024,E100000000890,100.0
EP5025,E100000000890,100.0
EP5026,E100000000890,100.0
EP5027,E100000000890,100.0
EP5028,E100000000890,100.0
EP5029,E100000000890,100.0
EP5030,E100000000890,100.0
EP5031,E100000000890,100.0
EP5032,E100000000890,100.0
EP5033,E100000000890,100.0
EP5034,E100000000890,100.0
EP5035,E100000000890,100.0
EP5036,E100000000890,100.0
EP5037,E100000000890,100.0
EP5038,E100000000890,100.0
EP5039,E100000000890,100.0
EP5040,E100000000890,100.0
EP5041,E100000000890,100.0
EP5042,E100000000890,100.0
EP5043,E100000000890,100.0
EP5044,E100000000890,100.0
EP5045,E100000000890,100.0
EP5046,E100000000890,100.0
EP5047,E100000000890,100.0
EP5048,E100000000890,100.0
EP5049,E100000000890,100.0
EP5050,E100000000890,100.0
EP5051,E100000000890,100.0
EP5052,E100000000890,100.0
EP5053,E100000000890,100.0
EP5054,E100000000890,100.0
EP5055,E100000000890,100.0
EP5056,E100000000890,100.0
EP5057,E100000000890,100.0
EP5058,E100000002956,100.0
EP5059,E100000002956,100.0
EP5060,E100000002956,100.0
EP5061,E100000002956,100.0
EP5062,E100000002956,100.0
EP5063,E100000002956,100.0
EP5064,E100000002956,100.0
EP5065,E100000003068,100.0
EP5066,E100000003068,100.0
EP5067,E100000003442,100.0
EP5068,E100000003442,100.0
EP5069,E100000001572,100.0
EP5070,E100000004211,100.0
EP5071,E100000004211,100.0
EP5072,E100000003773,100.0
EP5073,E100000003773,100.0
EP5074,E100000120530,100.0
EP5075,E100000002899,100.0
EP5076,E100000000084,100.0
EP5077,E100000000084,100.0
EP5078,E100000003335,100.0
EP5079,E100000003335,100.0
EP5080,E100000001926,100.0
EP5081,E100000002363,100.0
EP5082,E100000002363,100.0
EP5083,E100000002363,100.0
EP5084,E100000002694,100.0
EP5085,E100000002694,100.0
EP5086,E100000003363,100.0
EP5087,E100000003363,100.0
EP5088,,
EP5089,,
EP5090,E100000003364,100.0
EP5091,E100000003364,100.0
EP5092,E100000003364,100.0
EP5093,E100000001538,100.0
EP5094,E100000001538,100.0
EP5095,E100000002678,100.0
EP5096,E100000003376,100.0
EP5097,E100000003376,100.0
EP5098,E100000003238,100.0
EP5099,E100000003238,100.0
EP5100,E100000123180,100.0
EP5101,E100000123179,100.0
EP5102,E100000123179,100.0
EP5103,E100000123179,100.0
EP5104,E100000003381,100.0
EP5105,E100000003381,100.0
EP5106,E100000003382,100.0
EP5107,E100000003382,100.0
EP5108,E100000003382,100.0
EP5109,E100000003382,100.0
EP5110,E100000002003,100.0
EP5111,E100000002003,100.0
EP5112,E100000002003,100.0
EP5113,E100000002003,100.0
EP5114,E100000002003,100.0
EP5115,E100000002003,100.0
EP5116,E100000002003,100.0
EP5117,E100000002003,100.0
EP5118,E100000004059,100.0
EP5119,E100000004059,100.0
EP5120,E100000004059,100.0
EP5121,E100000123181,100.0
EP5122,E100000123181,100.0
EP5123,E100000123154,100.0
EP5124,E100000123154,100.0
EP5125,E100000186080,66.0
EP5125,E100000003765,66.0
EP5125,E100000003294,33.0
EP5126,E100000186080,66.0
EP5126,E100000003765,66.0
EP5126,E100000003294,33.0
EP5127,E100000000968,100.0
EP5128,E100000000968,100.0
EP5129,E100000000968,100.0
EP5130,E100000000968,100.0
EP5131,E100000000968,100.0
EP5132,E100000126505,100.0
EP5133,E100000126505,100.0
EP5134,E100000126505,100.0
EP5135,E100000126505,100.0
EP5136,E100000004112,100.0
EP5137,E100000004112,100.0
EP5138,E100000003048,100.0
EP5139,E100000003048,100.0
EP5140,E100000003048,100.0
EP5141,E100000003048,100.0
EP5142,E100000001015,100.0
EP5143,E100000001015,100.0
EP5144,E100000155892,100.0
EP5145,E100000123182,100.0
EP5146,E100000123182,100.0
EP5147,E100000123182,100.0
EP5148,E100000002824,100.0
EP5149,E100000002824,100.0
EP5150,E100000002824,100.0
EP5151,E100000002824,100.0
EP5152,E100000002824,100.0
EP5153,E100000003997,100.0
EP5154,E100000003997,100.0
EP5155,E100001010537,100.0
EP5156,E100000000890,100.0
EP5157,E100000000890,100.0
EP5158,E100000000890,100.0
EP5159,E100000000890,100.0
EP5160,E100000000890,100.0
EP5161,E100000000890,100.0
EP5162,E100000000890,100.0
EP5163,E100000000890,100.0
EP5164,E100000000890,100.0
EP5165,E100000000890,100.0
EP5166,E100000000890,100.0
EP5167,E100000000890,100.0
EP5168,E100000000890,100.0
EP5169,E100000000890,100.0
EP5170,E100000000890,100.0
EP5171,E100000000890,100.0
EP5172,E100000002406,9.0
EP5172,E100000000882,25.0
EP5172,E100000000888,20.0
EP5172,E100000001132,46.0
EP5173,E100000002406,9.0
EP5173,E100000000882,25.0
EP5173,E100000000888,20.0
EP5173,E100000001132,46.0
EP5174,E100000002406,9.0
EP5174,E100000000882,25.0
EP5174,E100000000888,20.0
EP5174,E100000001132,46.0
EP5175,E100000002406,9.0
EP5175,E100000000882,25.0
EP5175,E100000000888,20.0
EP5175,E100000001132,46.0
EP5176,E100000002406,9.0
EP5176,E100000000882,25.0
EP5176,E100000000888,20.0
EP5176,E100000001132,46.0
EP5177,E100000002243,100.0
EP5178,E100000002243,100.0
EP5179,E100000002243,100.0
EP5180,E100000002243,100.0
EP5181,E100000002243,100.0
EP5182,E100000002243,100.0
EP5183,E100000002243,100.0
EP5184,E100000002243,100.0
EP5185,E100000002243,100.0
EP5186,E100000002226,100.0
EP5187,E100000004084,100.0
EP5188,E100000004244,100.0
EP5189,E100000001990,100.0
EP5190,E100000000658,100.0
EP5191,E100000001533,100.0
EP5192,E100000001533,100.0
EP5193,E100000001533,100.0
EP5194,E100000001533,100.0
EP5195,E100000001370,40.0
EP5195,E100000001825,20.0
EP5195,E100000002644,40.0
EP5196,E100000002257,100.0
EP5197,E100000002329,100.0
EP5198,E100000002186,100.0
EP5199,E100000002329,100.0
EP5200,E100000002329,100.0
EP5201,E100000002329,100.0
EP5202,E100000002329,100.0
EP5203,E100000002329,100.0
EP5204,E100000002329,100.0
EP5205,E100000002329,100.0
EP5206,E100000002329,100.0
EP5207,E100000002329,100.0
EP5208,E100000002329,100.0
EP5209,E100000002329,100.0
EP5210,E100000002329,100.0
EP5211,E100000002329,100.0
EP5212,E100000002329,100.0
EP5213,E100000002329,100.0
EP5214,E100000002329,100.0
EP5215,E100000002329,100.0
EP5216,E100000002329,100.0
EP5217,E100000002329,100.0
EP5218,E100000002329,100.0
EP5219,E100000001294,100.0
EP5220,E100000001294,100.0
EP5221,E100000001294,100.0
EP5222,E100000001294,100.0
EP5223,E100000001294,100.0
EP5224,E100000001294,100.0
EP5225,E100000002199,100.0
EP5226,E100000002199,100.0
EP5227,E100000000684,100.0
EP5228,E100000000684,100.0
EP5229,E100000001181,100.0
EP5230,E100000001181,100.0
EP5231,E100000001181,100.0
EP5232,E100000004085,100.0
EP5233,E100000004085,100.0
EP5234,E100000004085,100.0
EP5235,E100000004085,100.0
EP5236,E100000002300,100.0
EP5237,E100000002300,100.0
EP5238,E100001011188,
EP5239,E100001011188,
EP5240,E100000000724,100.0
EP5241,E100000000724,100.0
EP5242,E100000002810,100.0
EP5243,E100000002016,100.0
EP5244,E100000002016,100.0
EP5245,E100000002016,100.0
EP5246,E100000002346,100.0
EP5247,E100000002347,100.0
EP5248,E100000002347,100.0
EP5249,E100000002347,100.0
EP5250,E100000002347,100.0
EP5251,E100000002347,100.0
EP5252,E100001010477,100.0
EP5253,E100000001983,100.0
EP5254,E100000001983,100.0
EP5255,E100000001983,100.0
EP5256,E100000001983,100.0
EP5257,E100000002219,100.0
EP5258,E100000002347,100.0
EP5259,E100000002016,100.0
EP5260,E100000002016,100.0
EP5261,E100000002347,100.0
EP5262,E100000004220,100.0
EP5263,E100000004220,100.0
EP5264,E100000004220,100.0
EP5265,E100000000890,100.0
EP5266,E100001011720,
EP5267,E100001011720,
EP5268,E100000001078,25.0
EP5268,E100000003631,75.0
EP5269,E100000001078,25.0
EP5269,E100000003631,75.0
EP5270,E100000002093,100.0
EP5271,E100000002093,100.0
EP5272,E100000002093,100.0
EP5273,E100000002093,100.0
EP5274,E100000002093,100.0
EP5275,E100000002093,100.0
EP5276,E100000002093,100.0
EP5277,E100000002093,100.0
EP5278,E100000002093,100.0
EP5279,E100000002093,100.0
EP5280,E100000002093,100.0
EP5281,E100000002093,100.0
EP5282,E100000002093,100.0
EP5283,E100000002093,100.0
EP5284,E100000002093,100.0
EP5285,E100000002093,100.0
EP5286,E100000000890,100.0
EP5287,E100000000890,100.0
EP5288,E100000000890,100.0
EP5289,E100000000890,100.0
EP5290,E100000000084,100.0
EP5291,E100000000084,100.0
EP5292,E100000004227,100.0
EP5293,E100000004227,100.0
EP5294,E100001015682,100.0
EP5295,E100000004219,100.0
EP5296,E100000003770,100.0
EP5297,E100000003770,100.0
EP5298,E100000003770,100.0
EP5299,E100000003770,100.0
EP5300,E100000004352,100.0
EP5301,E100000004352,100.0
EP5302,E100000000758,100.0
EP5303,E100000002130,50.0
EP5303,E100000003333,49.0
EP5303,E100000003584,1.0
EP5304,E100000002130,50.0
EP5304,E100000003333,49.0
EP5304,E100000003584,1.0
EP5305,E100000001866,100.0
EP5306,E100000001866,100.0
EP5307,E100000002249,
EP5307,E100000001023,
EP5307,E100000001895,
EP5308,E100001011744,100.0
EP5309,E100001011744,100.0
EP5310,E100001011744,100.0
EP5311,E100001011744,100.0
EP5312,E100001011744,100.0
EP5313,E100001011744,100.0
EP5314,E100000148910,100.0
EP5315,E100000148910,100.0
EP5316,E100000148910,100.0
EP5317,E100000003394,100.0
EP5318,E100000003394,100.0
EP5319,E100000003394,100.0
EP5320,E100000004059,100.0
EP5321,E100000004059,100.0
EP5322,E100001011787,100.0
EP5323,E100000002589,100.0
EP5324,E100000002161,100.0
EP5325,E100000002161,100.0
EP5326,E100000002161,100.0
EP5327,E100000002161,100.0
EP5328,E100000000537,100.0
EP5328,E100000185999,100.0
EP5329,E100000002411,
EP5330,E100000002411,
EP5331,E100000003343,100.0
EP5332,E100000003343,100.0
EP5333,E100000002281,100.0
EP5334,E100000003396,100.0
EP5335,,
EP5336,,
EP5337,,
EP5338,,
EP5339,E100000000537,100.0
EP5339,E100000185999,100.0
EP5340,E100000000537,100.0
EP5340,E100000185999,100.0
EP5341,E100000000537,100.0
EP5341,E100000185999,100.0
EP5342,E100000000537,100.0
EP5342,E100000185999,100.0
EP5343,E100000000537,100.0
EP5343,E100000185999,100.0
EP5344,E100000000537,100.0
EP5344,E100000185999,100.0
EP5345,E100001010454,100.0
EP5346,E100000002085,100.0
EP5347,E100000002085,100.0
EP5348,E100000002085,100.0
EP5349,E100000002085,100.0
EP5350,E100000002085,100.0
EP5351,E100001011783,
EP5352,E100001011783,
EP5353,E100001010498,100.0
EP5354,E100000001815,100.0
EP5355,E100000001815,100.0
EP5356,E100001011691,
EP5357,E100000000551,100.0
EP5358,E100000000551,100.0
EP5359,E100000000551,100.0
EP5360,E100000000551,100.0
EP5361,E100000000551,100.0
EP5362,E100000000551,100.0
EP5363,E100000000551,100.0
EP5364,E100000000758,100.0
EP5365,E100000000758,100.0
EP5366,E100000000758,100.0
EP5367,E100001011704,
EP5368,E100000002056,100.0
EP5369,E100000002056,100.0
EP5370,,
EP5371,E100001011112,100.0
EP5372,E100001011112,100.0
EP5373,E100001011112,100.0
EP5374,E100001014209,
EP5375,E100000002144,100.0
EP5376,E100000001059,100.0
EP5377,E100001016081,
EP5378,E100001016081,
EP5379,E100001016081,
EP5380,E100001016081,100.0
EP5381,E100001016081,100.0
EP5382,E100001016081,100.0
EP5383,E100001016081,100.0
EP5384,E100000000888,100.0
EP5385,E100000001922,100.0
EP5386,E100000003324,100.0
EP5387,E100000001354,100.0
EP5388,E100000001354,100.0
EP5389,E100000001354,100.0
EP5390,E100000000571,100.0
EP5391,E100000000571,100.0
EP5392,E100000000571,100.0
EP5393,E100000000571,100.0
EP5394,E100000001894,100.0
EP5395,E100000000476,100.0
EP5396,E100000003715,100.0
EP5397,E100000003715,100.0
EP5398,E100000003715,100.0
EP5399,E100000003715,100.0
EP5400,E100000003400,100.0
EP5401,E100000003400,100.0
EP5402,E100000000457,
EP5403,E100000000457,
EP5404,E100000000457,
EP5405,E100000002949,100.0
EP5406,E100000003451,100.0
EP5407,E100000003451,100.0
EP5408,E100000003451,100.0
EP5409,E100000003451,100.0
EP5410,E100000003451,100.0
EP5411,E100000003451,100.0
EP5412,E100001000102,100.0
EP5413,E100000003402,100.0
EP5414,E100000003399,100.0
EP5415,E100000003399,100.0
EP5416,E100000003399,100.0
EP5417,E100000003399,100.0
EP5418,E100000003402,100.0
EP5419,E100000003402,100.0
EP5420,E100000003399,100.0
EP5421,E100001000221,
EP5422,E100000001491,100.0
EP5423,E100000001491,100.0
EP5424,E100000003659,100.0
EP5425,E100000003659,100.0
EP5426,E100000000551,100.0
EP5427,E100000003403,100.0
