index,Energy_Project_Node_Name,Energy_Project_Type,Capacity (MW),Status,Country,Capacity (Mtpa),Nominal crude steel capacity (ttpa)
EP12757,Bitola power station Unit 2,Coal Plant,233.0,operating,North Macedonia,,
EP12758,Bitola power station Unit 3,Coal Plant,233.0,operating,North Macedonia,,
EP12759,Biysk-1 power station Unit 3,Coal Plant,50.0,operating,Russia,,
EP12760,Biysk-1 power station Unit 4,Coal Plant,60.0,operating,Russia,,
EP12761,Biysk-1 power station Unit 5,Coal Plant,50.0,operating,Russia,,
EP12762,Biysk-1 power station Unit 6,Coal Plant,114.9,operating,Russia,,
EP12763,Biysk-1 power station Unit 7,Coal Plant,114.9,operating,Russia,,
EP12764,Biysk-1 power station Unit 8,Coal Plant,115.0,operating,Russia,,
EP12765,"Blagoveshchensk power station Unit 1, timepoint 1",Coal Plant,60.0,operating,Russia,,
EP12766,"Blagoveshchensk power station Unit 2, timepoint 1",Coal Plant,110.0,operating,Russia,,
EP12767,"Blagoveshchensk power station Unit 3, timepoint 1",Coal Plant,110.0,operating,Russia,,
EP12768,"Blagoveshchensk power station Unit 4, timepoint 1",Coal Plant,124.0,operating,Russia,,
EP12769,Bluewaters power station Unit 1,Coal Plant,233.0,operating,Australia,,
EP12770,Bluewaters power station Unit 2,Coal Plant,233.0,operating,Australia,,
EP12771,Bobov Dol power station Unit 1,Coal Plant,210.0,operating,Bulgaria,,
EP12772,Bobov Dol power station Unit 2,Coal Plant,210.0,operating,Bulgaria,,
EP12773,Bobov Dol power station Unit 3,Coal Plant,210.0,operating,Bulgaria,,
EP12774,Bodal captive coal plant Unit 1,Coal Plant,60.0,construction,India,,
EP12775,Bodal captive coal plant Unit 2,Coal Plant,60.0,construction,India,,
EP12776,Bokaro Steel City Thermal Power Station Unit 2,Coal Plant,55.0,operating,India,,
EP12777,Bokaro Steel City Thermal Power Station Unit 3,Coal Plant,55.0,operating,India,,
EP12778,Bokaro Steel City Thermal Power Station Unit 4,Coal Plant,60.0,operating,India,,
EP12779,Bokaro Steel City Thermal Power Station Unit 5,Coal Plant,60.0,operating,India,,
EP12780,Bokaro Steel City Thermal Power Station Unit 6,Coal Plant,60.0,operating,India,,
EP12781,Bokaro Steel City Thermal Power Station Unit 7,Coal Plant,36.0,operating,India,,
EP12782,Bokaro Thermal Power Station Bokaro A Unit 5,Coal Plant,500.0,operating,India,,
EP12783,Bole Cogen power station Unit 1,Coal Plant,150.0,operating,China,,
EP12784,Bole Cogen power station Unit 2,Coal Plant,150.0,operating,China,,
EP12785,Bolu Göynük power station Unit 1,Coal Plant,135.0,operating,Türkiye,,
EP12786,Bolu Göynük power station Unit 2,Coal Plant,135.0,operating,Türkiye,,
EP12787,Bonanza power station Unit 1,Coal Plant,499.5,operating,United States,,
EP12788,Bongaigaon power station Unit 1,Coal Plant,250.0,operating,India,,
EP12789,Bongaigaon power station Unit 2,Coal Plant,250.0,operating,India,,
EP12790,Bongaigaon power station Unit 3,Coal Plant,250.0,operating,India,,
EP12791,Boryeong power station Unit 3,Coal Plant,550.0,operating,South Korea,,
EP12792,Boryeong power station Unit 4,Coal Plant,500.0,operating,South Korea,,
EP12793,Boryeong power station Unit 5,Coal Plant,500.0,operating,South Korea,,
EP12794,Boryeong power station Unit 6,Coal Plant,500.0,operating,South Korea,,
EP12795,Boryeong power station Unit 7,Coal Plant,500.0,operating,South Korea,,
EP12796,Boryeong power station Unit 8,Coal Plant,500.0,operating,South Korea,,
EP12797,Boswell Energy Center Unit 3,Coal Plant,364.5,operating,United States,,
EP12798,Boswell Energy Center Unit 4,Coal Plant,558.0,operating,United States,,
EP12799,Boualapha power station Unit 1,Coal Plant,1000.0,permitted,Laos,,
EP12800,Boualapha power station Unit 2,Coal Plant,1000.0,permitted,Laos,,
EP12801,Boundary Dam power station Unit 3,Coal Plant,110.0,operating,Canada,,
EP12802,Boundary Dam power station Unit 5,Coal Plant,150.0,operating,Canada,,
EP12803,Boundary Dam power station Unit 6,Coal Plant,293.0,operating,Canada,,
EP12804,Boxberg power station Unit N,Coal Plant,500.0,operating,Germany,,
EP12805,Boxberg power station Unit P,Coal Plant,500.0,operating,Germany,,
EP12806,Boxberg power station Unit Q,Coal Plant,907.0,operating,Germany,,
EP12807,Boxberg power station Unit R,Coal Plant,675.0,operating,Germany,,
EP12808,Brame Energy power station Unit 2,Coal Plant,558.0,operating,United States,,
EP12809,Brame Energy power station Unit 3,Coal Plant,704.0,operating,United States,,
EP12810,Brandon Shores Generating Station Unit 1,Coal Plant,685.0,operating,United States,,
EP12811,Brandon Shores Generating Station Unit 2,Coal Plant,685.0,operating,United States,,
EP12812,Brikel power station Unit 1,Coal Plant,50.0,operating,Bulgaria,,
EP12813,Brikel power station Unit 2,Coal Plant,50.0,operating,Bulgaria,,
EP12814,Brikel power station Unit 3,Coal Plant,50.0,operating,Bulgaria,,
EP12815,Brikel power station Unit 4,Coal Plant,50.0,operating,Bulgaria,,
EP12816,Brindisi Sud power station Unit 1,Coal Plant,660.0,operating,Italy,,
EP12817,Brindisi Sud power station Unit 3,Coal Plant,660.0,operating,Italy,,
EP12818,Brindisi Sud power station Unit 4,Coal Plant,660.0,operating,Italy,,
EP12819,"Brunner Island power station Unit 1, timepoint 1",Coal Plant,363.3,operating,United States,,
EP12820,"Brunner Island power station Unit 2, timepoint 1",Coal Plant,405.0,operating,United States,,
EP12821,"Brunner Island power station Unit 3, timepoint 1",Coal Plant,790.4,operating,United States,,
EP12822,Budge Budge Generating Station Unit 1,Coal Plant,250.0,operating,India,,
EP12823,Budge Budge Generating Station Unit 2,Coal Plant,250.0,operating,India,,
EP12824,Budge Budge Generating Station Unit 3,Coal Plant,250.0,operating,India,,
EP12825,Buer power station Unit 1,Coal Plant,76.0,operating,Germany,,
EP12826,Bukit Asam Muara Enim power station Unit 1,Coal Plant,65.0,operating,Indonesia,,
EP12827,Bukit Asam Muara Enim power station Unit 2,Coal Plant,65.0,operating,Indonesia,,
EP12828,Bukit Asam Muara Enim power station Unit 3,Coal Plant,65.0,operating,Indonesia,,
EP12829,Bukit Asam Muara Enim power station Unit 4,Coal Plant,65.0,operating,Indonesia,,
EP12830,Bukpyung power station Unit 1,Coal Plant,595.0,operating,South Korea,,
EP12831,Bukpyung power station Unit 2,Coal Plant,595.0,operating,South Korea,,
EP12832,Bulawayo power station Unit 1,Coal Plant,30.0,permitted,Zimbabwe,,
EP12833,Bulawayo power station Unit 2,Coal Plant,30.0,permitted,Zimbabwe,,
EP12834,Bulawayo power station Unit 3,Coal Plant,30.0,permitted,Zimbabwe,,
EP12835,Bulian power station Phase I Unit 1,Coal Plant,660.0,operating,China,,
EP12836,Bulian power station Phase I Unit 2,Coal Plant,660.0,operating,China,,
EP12837,Bundagul power station --,Coal Plant,84.0,operating,Philippines,,
EP12838,Butibori Power Project Unit 1,Coal Plant,300.0,operating,India,,
EP12839,Butibori Power Project Unit 2,Coal Plant,300.0,operating,India,,
EP12840,Buuruljuut power station Unit 1,Coal Plant,150.0,construction,Mongolia,,
EP12841,Buuruljuut power station Unit 2,Coal Plant,150.0,construction,Mongolia,,
EP12842,Buxar Thermal Power Station Unit 1,Coal Plant,660.0,construction,India,,
EP12843,Buxar Thermal Power Station Unit 2,Coal Plant,660.0,construction,India,,
EP12844,Buxar Thermal Power Station Unit 3,Coal Plant,660.0,pre-permit,India,,
EP12845,Bydgoszcz power station Phase 2 Unit 1,Coal Plant,55.0,operating,Poland,,
EP12846,Bydgoszcz power station Phase 2 Unit 2,Coal Plant,32.0,operating,Poland,,
EP12847,Bydgoszcz power station Phase 2 Unit 3,Coal Plant,55.0,operating,Poland,,
EP12848,Bydgoszcz power station Phase 2 Unit 4,Coal Plant,50.0,operating,Poland,,
EP12849,Calaca power station Unit 1,Coal Plant,300.0,operating,Philippines,,
EP12850,Calaca power station Unit 2,Coal Plant,300.0,operating,Philippines,,
EP12851,Calaca power station Unit 3,Coal Plant,150.0,operating,Philippines,,
EP12852,Calaca power station Unit 4,Coal Plant,150.0,operating,Philippines,,
EP12853,Callide power station Phase B Unit 1,Coal Plant,350.0,operating,Australia,,
EP12854,Callide power station Phase B Unit 2,Coal Plant,350.0,operating,Australia,,
EP12855,Callide power station Phase C Unit 1,Coal Plant,460.0,operating,Australia,,
EP12856,Camden power station Unit 1,Coal Plant,200.0,operating,South Africa,,
EP12857,Camden power station Unit 2,Coal Plant,200.0,operating,South Africa,,
EP12858,Camden power station Unit 3,Coal Plant,200.0,operating,South Africa,,
EP12859,Camden power station Unit 4,Coal Plant,200.0,operating,South Africa,,
EP12860,Camden power station Unit 5,Coal Plant,200.0,operating,South Africa,,
EP12861,Camden power station Unit 6,Coal Plant,200.0,operating,South Africa,,
EP12862,Camden power station Unit 7,Coal Plant,200.0,operating,South Africa,,
EP12863,Camden power station Unit 8,Coal Plant,200.0,operating,South Africa,,
EP12864,Campbell Generating Plant Unit 1,Coal Plant,265.0,operating,United States,,
EP12865,Campbell Generating Plant Unit 2,Coal Plant,404.0,operating,United States,,
EP12866,Campbell Generating Plant Unit 3,Coal Plant,871.0,operating,United States,,
EP12867,Cam Pha power station Phase I,Coal Plant,340.0,operating,Vietnam,,
EP12868,Cam Pha power station Phase II,Coal Plant,340.0,operating,Vietnam,,
EP12869,Çan (18 Mart) power station Unit 1,Coal Plant,160.0,operating,Türkiye,,
EP12870,Çan (18 Mart) power station Unit 2,Coal Plant,160.0,operating,Türkiye,,
EP12871,Çan-2 power station --,Coal Plant,330.0,operating,Türkiye,,
EP12872,Cangzhou Bohai power station Unit 1,Coal Plant,350.0,operating,China,,
EP12873,Cangzhou Bohai power station Unit 2,Coal Plant,350.0,operating,China,,
EP12874,Cangzhou power station Unit 1,Coal Plant,330.0,operating,China,,
EP12875,Cangzhou power station Unit 2,Coal Plant,330.0,operating,China,,
EP12876,Cangzhou Yundong Cogen power station Unit 1,Coal Plant,350.0,operating,China,,
EP12877,Cangzhou Yundong Cogen power station Unit 2,Coal Plant,350.0,operating,China,,
EP12878,Caofeidian Works power station Unit 1,Coal Plant,300.0,operating,China,,
EP12879,Caofeidian Works power station Unit 2,Coal Plant,300.0,operating,China,,
EP12880,Cao Ngan power station Unit 1,Coal Plant,57.5,operating,Vietnam,,
EP12881,Cao Ngan power station Unit 2,Coal Plant,57.5,operating,Vietnam,,
EP12882,Carbón II power station Unit 1,Coal Plant,350.0,operating,Mexico,,
EP12883,Carbón II power station Unit 2,Coal Plant,350.0,operating,Mexico,,
EP12884,Carbón II power station Unit 3,Coal Plant,350.0,operating,Mexico,,
EP12885,Carbón II power station Unit 4,Coal Plant,350.0,operating,Mexico,,
EP12886,Cardinal Plant Unit 1,Coal Plant,615.2,operating,United States,,
EP12887,Cardinal Plant Unit 2,Coal Plant,615.2,operating,United States,,
EP12888,Cardinal Plant Unit 3,Coal Plant,650.0,operating,United States,,
EP12889,Castle Peak power station Phase A Unit 2,Coal Plant,350.0,operating,Hong Kong,,
EP12890,Castle Peak power station Phase A Unit 3,Coal Plant,350.0,operating,Hong Kong,,
EP12891,Castle Peak power station Phase A Unit 4,Coal Plant,350.0,operating,Hong Kong,,
EP12892,Castle Peak power station Phase B Unit 1,Coal Plant,677.5,operating,Hong Kong,,
EP12893,Castle Peak power station Phase B Unit 2,Coal Plant,677.5,operating,Hong Kong,,
EP12894,Castle Peak power station Phase B Unit 3,Coal Plant,677.5,operating,Hong Kong,,
EP12895,Castle Peak power station Phase B Unit 4,Coal Plant,677.5,operating,Hong Kong,,
EP12896,Çatalağzı power station Unit B-1,Coal Plant,157.0,operating,Türkiye,,
EP12897,Çatalağzı power station Unit B-2,Coal Plant,157.0,operating,Türkiye,,
EP12898,Cauvery Power Gummidipoondi captive power station Unit 1,Coal Plant,63.0,operating,India,,
EP12899,Çayırhan power station Unit 1,Coal Plant,150.0,operating,Türkiye,,
EP12900,Çayırhan power station Unit 2,Coal Plant,150.0,operating,Türkiye,,
EP12901,Çayırhan power station Unit 3,Coal Plant,160.0,operating,Türkiye,,
EP12902,Çayırhan power station Unit 4,Coal Plant,160.0,operating,Türkiye,,
EP12903,Cayuga Generating Station Unit 1,Coal Plant,531.0,operating,United States,,
EP12904,Cayuga Generating Station Unit 2,Coal Plant,531.0,operating,United States,,
EP12905,Cebu Energy power station Unit 1,Coal Plant,82.0,operating,Philippines,,
EP12906,Cebu Energy power station Unit 2,Coal Plant,82.0,operating,Philippines,,
EP12907,Cebu Energy power station Unit 3,Coal Plant,82.0,operating,Philippines,,
EP12908,CEEC Chongzuo power station Phase II Unit 3,Coal Plant,660.0,announced,China,,
EP12909,CEEC Chongzuo power station Phase II Unit 4,Coal Plant,660.0,announced,China,,
EP12910,CEEC Chongzuo power station Unit 1,Coal Plant,660.0,construction,China,,
EP12911,CEEC Chongzuo power station Unit 2,Coal Plant,660.0,construction,China,,
EP12912,Celukan Bawang power station Unit 1,Coal Plant,142.0,operating,Indonesia,,
EP12913,Celukan Bawang power station Unit 2,Coal Plant,142.0,operating,Indonesia,,
EP12914,Celukan Bawang power station Unit 3,Coal Plant,142.0,operating,Indonesia,,
EP12915,Cemindo Gemilang power station --,Coal Plant,60.0,operating,Indonesia,,
EP12916,Cenal power station Unit 1,Coal Plant,660.0,operating,Türkiye,,
EP12917,Cenal power station Unit 2,Coal Plant,660.0,operating,Türkiye,,
EP12918,Centralia Power Plant Unit 2,Coal Plant,730.0,operating,United States,,
EP12919,Central Java Power Project Unit 1,Coal Plant,950.0,operating,Indonesia,,
EP12920,Central Java Power Project Unit 2,Coal Plant,950.0,operating,Indonesia,,
EP12921,Chakabura power station Unit 2,Coal Plant,30.0,operating,India,,
EP12922,CHALCO Shandong Branch Power Station Unit 6,Coal Plant,58.0,operating,China,,
EP12923,CHALCO Shandong Branch Power Station Unit 7,Coal Plant,58.0,operating,China,,
EP12924,Chanderiya Smelter power station Unit S1,Coal Plant,77.0,operating,India,,
EP12925,Chanderiya Smelter power station Unit S2,Coal Plant,77.0,operating,India,,
EP12926,Chanderiya Smelter power station Unit S3,Coal Plant,80.0,operating,India,,
EP12927,Chandrapura power station Unit 7,Coal Plant,250.0,operating,India,,
EP12928,Chandrapura power station Unit 8,Coal Plant,250.0,operating,India,,
EP12929,Chandrapur Thermal Power Station Unit 3,Coal Plant,210.0,operating,India,,
EP12930,Chandrapur Thermal Power Station Unit 4,Coal Plant,210.0,operating,India,,
EP12931,Chandrapur Thermal Power Station Unit 5,Coal Plant,500.0,operating,India,,
EP12932,Chandrapur Thermal Power Station Unit 6,Coal Plant,500.0,operating,India,,
EP12933,Chandrapur Thermal Power Station Unit 7,Coal Plant,500.0,operating,India,,
EP12934,Chandrapur Thermal Power Station Unit 8,Coal Plant,500.0,operating,India,,
EP12935,Chandrapur Thermal Power Station Unit 9,Coal Plant,500.0,operating,India,,
EP12936,Chandrapur Works power station Unit 1,Coal Plant,40.0,operating,India,,
EP12937,Changchun-2 power station Unit 1,Coal Plant,220.0,operating,China,,
EP12938,Changchun-2 power station Unit 2,Coal Plant,220.0,operating,China,,
EP12939,Changchun-2 power station Unit 3,Coal Plant,220.0,operating,China,,
EP12940,Changchun-2 power station Unit 4,Coal Plant,220.0,operating,China,,
EP12941,Changchun-2 power station Unit 5,Coal Plant,220.0,operating,China,,
EP12942,Changchun-2 power station Unit 6,Coal Plant,220.0,operating,China,,
EP12943,Changchun-2 power station Unit R1,Coal Plant,660.0,announced,China,,
EP12944,Changchun-2 power station Unit R2,Coal Plant,660.0,announced,China,,
EP12945,Changchun-3 power station Unit 1,Coal Plant,300.0,operating,China,,
EP12946,Changchun-3 power station Unit 2,Coal Plant,300.0,operating,China,,
EP12947,Changchun-3 power station Unit 3,Coal Plant,80.0,operating,China,,
EP12948,Changchun-3 power station Unit 4,Coal Plant,80.0,operating,China,,
EP12949,Changchun Southeast power station Unit 1,Coal Plant,350.0,operating,China,,
EP12950,Changchun Southeast power station Unit 2,Coal Plant,350.0,operating,China,,
EP12951,Changde power station Unit 1,Coal Plant,660.0,operating,China,,
EP12952,Changde power station Unit 2,Coal Plant,660.0,operating,China,,
EP12953,Changji Fukang power station Phase I Unit 1,Coal Plant,135.0,operating,China,,
EP12954,Changji Fukang power station Phase I Unit 2,Coal Plant,135.0,operating,China,,
EP12955,Changle Shengshi power station Unit 5,Coal Plant,30.0,operating,China,,
EP12956,Changle Shengshi power station Unit 6,Coal Plant,30.0,operating,China,,
EP12957,Changle Shengshi power station Unit 7,Coal Plant,30.0,operating,China,,
EP12958,Changle Shengshi power station Unit 8,Coal Plant,30.0,operating,China,,
EP12959,Changshan power station Unit 10,Coal Plant,660.0,operating,China,,
EP12960,Changshan power station Unit 11,Coal Plant,660.0,announced,China,,
EP12961,Changsha power station Unit 1,Coal Plant,600.0,operating,China,,
EP12962,Changsha power station Unit 2,Coal Plant,600.0,operating,China,,
EP12963,Changshou Enjili power station Unit 1,Coal Plant,30.0,operating,China,,
EP12964,Changshou Enjili power station Unit 2,Coal Plant,30.0,operating,China,,
EP12965,Changshu-1 power station Unit 1,Coal Plant,330.0,operating,China,,
EP12966,Changshu-1 power station Unit 2,Coal Plant,330.0,operating,China,,
EP12967,Changshu-1 power station Unit 3,Coal Plant,330.0,operating,China,,
EP12968,Changshu-1 power station Unit 4,Coal Plant,330.0,operating,China,,
EP12969,Changshu-1 power station Unit 5,Coal Plant,1000.0,operating,China,,
EP12970,Changshu-1 power station Unit 6,Coal Plant,1000.0,operating,China,,
EP12971,Changshu-1 power station Unit 7,Coal Plant,660.0,permitted,China,,
EP12972,Changshu-1 power station Unit 8,Coal Plant,660.0,permitted,China,,
EP12973,Changshu-1 power station Unit 9,Coal Plant,660.0,permitted,China,,
EP12974,Changshu-2 power station Unit 1,Coal Plant,650.0,operating,China,,
EP12975,Changshu-2 power station Unit 2,Coal Plant,650.0,operating,China,,
EP12976,Changshu-2 power station Unit 3,Coal Plant,650.0,operating,China,,
EP12977,Changtai Industial Park Cogen power station Unit 1,Coal Plant,45.0,construction,China,,
EP12978,Changtai Industial Park Cogen power station Unit 2,Coal Plant,45.0,construction,China,,
