from,to,share
E100000004344,E100000000711,60.0
E100000124710,E100000125698,100.0
E100000124812,E100000001683,100.0
E100000124708,E100000000291,100.0
E100000124007,E100000124812,100.0
E100000003383,E100000123261,100.0
E100000001296,E100000001272,100.0
E100000003189,E100000001296,100.0
E100000003190,E100000001242,51.0
E100000003190,E100000132388,
E100000002991,E100000001209,100.0
E100000002273,E100001001338,100.0
E100000003191,E100000000885,45.0
E100000003191,E100000000697,55.0
E100000002916,E100000000039,100.0
E100000002290,E100000000107,100.0
E100000002244,E100000123261,
E100000003188,E100000124191,100.0
E100000124191,E100000124527,60.41
E100000124191,E100000125870,39.59
E100001014654,E100000002158,51.0
E100001014654,E100000000882,26.95
E100001014654,E100000003188,14.7
E100001014654,E100001010605,7.35
E100000003940,E100000133003,100.0
E100000133003,E100000000406,100.0
E100000003794,E100000120142,100.0
E100000120142,E100000001454,100.0
E100001011986,E100001011987,99.0
E100000003004,E100000001210,100.0
E100000003194,E100000001322,100.0
E100000002996,E100000000510,100.0
E100000003149,E100000000516,100.0
E100000000189,E100000125508,100.0
E100000128905,E100000129075,28.12
E100000128905,E100000125681,71.88
E100000129075,E100000125508,100.0
E100000124528,E100000125664,100.0
E100000123169,E100000123542,69.1
E100000123169,E100000124082,30.9
E100000128825,E100000128826,66.67
E100000128825,E100000124528,33.33
E100000128826,E100000125782,95.29
E100000124529,E100000126011,100.0
E100000128826,E100000001753,4.71
E100000128538,E100000128824,41.53
E100000128538,E100000128825,28.36
E100000128538,E100000124529,25.02
E100000128824,E100000128905,21.58
E100000128824,E100000001753,4.0
E100000128824,E100000128904,51.0
E100000128824,E100000000189,23.42
E100000124082,E100000128538,99.92
E100000128538,E100000128826,5.0
E100000001607,E100001010913,50.1
E100000001607,E100001010914,5.0
E100000000743,E100000001175,
E100000003197,E100000000118,100.0
E100000000118,E100001014311,56.0
E100001014311,E100001010705,7.6
E100001014311,E100000000104,31.3
E100001014311,E100001014314,6.4
E100001014311,E100001014312,9.3
E100001014311,E100001014315,5.8
E100000000118,E100000132388,
E100000123162,E100000123261,100.0
E100000123170,E100000126002,38.0
E100000123170,E100000126003,57.21
E100000123170,E100000001753,4.79
E100000123223,E100000123261,100.0
E100000123544,E100000124529,100.0
E100000123222,E100000123544,51.0
E100000123222,E100000124065,49.0
E100000124065,E100000123261,100.0
E100000123221,E100000123261,100.0
E100000001749,E100000123261,100.0
E100000124753,E100000001749,90.0
E100000124753,E100000001405,10.0
E100000001405,E100000123261,100.0
E100000003201,E100000124062,100.0
E100000124062,E100000124753,100.0
E100000124071,E100000123261,100.0
E100000123220,E100000123261,27.44
E100000123220,E100000124071,72.56
E100000123172,E100000124067,26.04
E100000124067,E100000123261,48.63
E100000124066,E100000124686,100.0
E100000124067,E100000124707,51.0
E100000123172,E100000001753,3.96
E100000123172,E100000124066,70.0
E100000124707,E100000124066,60.0
E100000124686,E100000126029,100.0
E100000124067,E100000001753,0.37
E100000123173,E100000123261,100.0
E100000000852,E100001000090,100.0
E100000002909,E100000001753,45.0
E100000002909,E100001000090,49.79
E100000002909,E100000001107,5.0
E100000002587,E100000000483,100.0
E100000003878,E100001011229,
E100000127405,E100000123261,100.0
E100000124078,E100000123261,100.0
E100000124077,E100000001753,38.48
E100000123174,E100000124077,89.4
E100000124077,E100000123261,54.38
E100000123174,E100000124078,10.0
E100000123174,E100000001753,0.6
E100000124077,E100000126009,7.14
E100000003143,E100000000197,100.0
E100000003165,E100000002328,100.0
E100000003670,E100001011122,100.0
E100000003208,E100000000561,100.0
E100000003209,E100000000657,100.0
E100000003210,E100000001170,100.0
E100000003633,E100000000978,70.9
E100000003783,E100000000976,100.0
E100000003593,E100000001250,100.0
E100000001250,E100001010595,10.22
E100000001250,E100001000348,9.3
E100000001991,E100001015361,
E100000001720,E100000001237,100.0
E100000003211,E100000001720,50.0
E100001000301,E100000000436,100.0
E100000003211,E100001000301,20.0
E100000001237,E100001000178,16.09
E100000003211,E100000000646,30.0
E100000001237,E100001000179,5.3
E100000001237,E100001015587,57.69
E100000001237,E100001016127,9.04
E100000001237,E100000123261,11.88
E100000002626,E100000001170,100.0
E100000003214,E100000001018,100.0
E100000002576,E100000001212,100.0
E100000004094,E100001000214,100.0
E100000000348,E100001011562,100.0
E100000001384,E100001014141,8.54
E100000001384,E100001000348,6.4
E100000003215,E100000001383,41.9
E100000003215,E100000001582,
E100000003215,E100000001384,
E100000001384,E100001010595,8.83
E100000001384,E100001014140,43.06
E100000001384,E100001010705,6.0
E100000001294,E100001000097,100.0
E100000003216,E100000000654,100.0
E100000000362,E100001011616,100.0
E100001011071,E100000001636,51.0
E100001011071,E100000001030,49.0
E100001011877,E100001011879,100.0
E100001011879,E100001011878,100.0
E100000003217,E100000001104,100.0
E100000003481,E100000001143,100.0
E100000003170,E100000001325,100.0
E100000003171,E100000001325,100.0
E100000003586,E100000001248,
E100000003218,E100000001212,100.0
E100000003646,E100000000123,100.0
E100000002599,E100000000105,100.0
E100000003100,E100000000543,100.0
E100000001439,E100000001607,100.0
E100000002987,E100000001209,100.0
E100000003731,E100000001270,100.0
E100000001270,E100001015587,48.83
E100000001270,E100001010595,6.47
E100000001270,E100001015644,10.7
E100000001270,E100000001155,34.0
E100000003172,E100000001508,100.0
E100000002082,E100001000094,100.0
E100000002582,E100000001492,100.0
E100000003576,E100000000121,100.0
E100000000121,E100000123261,70.4
E100000000121,E100001015587,29.6
E100000003221,E100000000649,83.0
E100000003221,E100000001011,17.0
E100000004365,E100000003373,100.0
E100000124417,E100000125512,16.0
E100000124417,E100000001509,50.0
E100000124417,E100000125002,9.17
E100000124417,E100000125003,7.5
E100000124417,E100000001392,5.0
E100000124417,E100000001753,12.33
E100000123272,E100000123940,12.35
E100000123272,E100000123427,12.35
E100000123272,E100000000170,62.28
E100000123272,E100000124417,13.01
E100000123940,E100000000151,100.0
E100000003222,E100000123272,100.0
E100000124846,E100000001650,100.0
E100000125002,E100000125512,100.0
E100000001509,E100000125512,100.0
E100000001392,E100000124846,50.24
E100000001392,E100000001534,19.99
E100000001392,E100000125611,15.65
E100000125003,E100000125611,100.0
E100000001392,E100000001753,14.12
E100000002518,E100000123425,40.0
E100000002518,E100000123272,60.0
E100000123425,E100000000479,100.0
E100000004216,E100000000213,100.0
E100000124000,E100000124696,100.0
E100000000208,E100000001753,1.09
E100000000208,E100001000032,9.89
E100000003185,E100000000213,56.0
E100001000032,E100001000033,100.0
E100000000208,E100000125965,89.02
E100000003185,E100000124000,44.0
E100000124696,E100000000208,100.0
E100000003122,E100000000213,100.0
E100000003124,E100000000213,100.0
E100000000207,E100001000032,10.0
E100000000207,E100000125589,90.0
E100000003184,E100000000213,70.0
E100000003184,E100000000207,10.0
E100000003184,E100000124000,20.0
E100000003225,E100000121694,70.0
E100000003225,E100000000199,30.0
E100000000199,E100000123261,100.0
E100000123446,E100000000170,80.0
E100000123446,E100000000245,20.0
E100000000298,E100000125501,100.0
E100000003374,E100000000298,40.0
E100000003374,E100000123446,60.0
E100000003236,E100000000213,100.0
E100000003233,E100000121694,55.0
E100000000212,E100000123261,100.0
E100000003233,E100000000212,45.0
E100000003230,E100000000213,100.0
E100000003234,E100000000213,55.0
E100000003234,E100000123461,45.0
E100000123461,E100000000249,100.0
E100000000249,E100000125759,100.0
E100000003226,E100000121694,100.0
E100000124022,E100000125562,10.0
E100000123914,E100000123913,100.0
E100000123913,E100000125580,100.0
E100000003375,E100000124022,26.96
E100000003375,E100000001753,16.31
E100000003375,E100000123914,8.7
E100000124619,E100000125705,100.0
E100000124022,E100000125924,90.0
E100000124023,E100000124619,100.0
E100000003375,E100000123446,41.5
E100000003375,E100000124023,6.52
E100000004001,E100000123241,20.0
E100000004001,E100000001418,80.0
E100000123241,E100000000259,100.0
E100000001418,E100000000170,100.0
E100000004217,E100000123709,20.0
E100000004217,E100000000213,65.0
E100000123709,E100000123211,100.0
E100000000283,E100000124553,6.3
E100000000283,E100000125544,93.7
E100000124553,E100000125666,100.0
E100000004217,E100000000283,15.0
E100000123450,E100000001753,17.44
E100000123450,E100000000213,82.56
E100000003262,E100000123450,100.0
E100000123239,E100000123446,100.0
E100000000224,E100000123261,78.06
E100000000224,E100000001753,6.58
E100000000224,E100000125988,6.37
E100000000224,E100000125989,8.98
E100000003378,E100000000224,40.0
E100000003378,E100000123239,60.0
E100000003231,E100000000213,100.0
E100000000209,E100000125702,100.0
E100000003263,E100000123450,51.0
E100000003263,E100000124122,29.0
E100000124122,E100000000209,100.0
E100000124813,E100000000209,100.0
E100000124123,E100000123503,71.43
E100000124123,E100000124813,28.57
E100000003263,E100000124123,20.0
E100000004353,E100000123446,55.29
E100000004353,E100000124024,23.19
E100000004353,E100000124025,16.32
E100000004353,E100000001753,5.2
E100000001741,E100000125650,100.0
E100000124021,E100000001741,100.0
E100000000301,E100000124663,89.01
E100000124663,E100000125685,100.0
E100000000301,E100000124021,8.08
E100000000301,E100000001753,2.91
E100000003379,E100000123234,20.0
E100000003379,E100000000224,48.0
E100000003379,E100000000301,16.0
E100000003379,E100000124021,16.0
E100000121867,E100000000185,100.0
E100000003224,E100000121694,55.0
E100000003224,E100000123234,20.0
E100000003224,E100000121867,10.0
E100000003224,E100000000204,10.0
E100000003224,E100000123457,5.0
E100000000204,E100000125568,100.0
E100000003232,E100000000213,70.0
E100000003232,E100000123448,30.0
E100000123448,E100000000229,100.0
E100000000229,E100000125600,100.0
E100000003237,E100000000213,100.0
E100000004002,E100000121694,100.0
E100001012003,E100000000863,51.0
E100001012003,E100000000170,49.0
E100000001842,E100000000308,30.0
E100000001842,E100000124193,70.0
E100000124193,E100000123505,92.0
E100000124193,E100000000242,8.0
E100000003240,E100000000217,41.0
E100000003240,E100000000157,34.0
E100000003240,E100000001419,25.0
E100000003241,E100000123234,15.0
E100000003241,E100000000217,75.0
E100000003241,E100000000180,10.0
E100000003242,E100000003239,80.0
E100000003242,E100000123234,20.0
E100000003239,E100000000217,100.0
E100000002693,E100000000171,100.0
E100000003244,E100000001753,8.2
E100000003244,E100000000217,91.8
E100000003246,E100000123466,51.0
E100000123466,E100000000217,100.0
E100000003246,E100000123482,49.0
E100000000228,E100000125707,100.0
E100000123482,E100000000228,100.0
E100000003247,E100000000217,100.0
E100000123848,E100000000171,51.0
E100000123848,E100000000217,49.0
E100000003252,E100000000217,100.0
E100000003254,E100000000217,70.0
E100000003254,E100000000262,30.0
E100000002517,E100000123848,100.0
E100000122384,E100000123466,53.45
E100000124733,E100000125009,73.73
E100000124733,E100000000274,26.27
E100000125009,E100000001416,68.75
E100000125009,E100000125250,20.83
E100000125009,E100000125251,10.42
E100000003255,E100000122384,100.0
E100000122384,E100000123493,16.24
E100000122384,E100000000276,30.31
E100000123493,E100000124733,100.0
E100000125251,E100000123329,100.0
E100000003249,E100000000217,100.0
E100000003257,E100000000217,95.0
E100000003257,E100000000286,5.0
E100000000286,E100000125970,100.0
E100000003268,E100000000171,100.0
E100000003258,E100000000217,95.0
E100000000318,E100000125716,100.0
E100000123495,E100000000318,100.0
E100000003258,E100000123495,5.0
E100000003259,E100000000206,10.0
E100000000206,E100000125601,100.0
E100000003259,E100000003244,90.0
E100000003245,E100000000217,90.0
E100000003245,E100000123487,10.0
E100000000317,E100000001753,15.58
E100000000317,E100000123261,84.42
E100000123487,E100000000317,98.48
E100000123487,E100000001753,1.52
E100000003253,E100000000217,80.0
E100000003248,E100000123371,10.0
E100000003248,E100000003253,90.0
E100000001663,E100000125678,100.0
E100001000401,E100000001663,90.0
E100000123371,E100000001663,53.81
E100000123371,E100000123329,34.67
E100000123371,E100000125528,5.98
E100000123371,E100001000401,5.54
E100001000401,E100000125528,10.0
E100000003253,E100000000171,20.0
E100000124849,E100000123261,100.0
E100000123176,E100000124126,37.45
E100000123176,E100000123261,62.55
E100000124852,E100000123261,100.0
E100000124854,E100000123261,100.0
E100000124853,E100000123261,100.0
E100000124856,E100000123261,100.0
E100000124855,E100000123261,100.0
E100000124850,E100000123261,100.0
E100000124851,E100000123261,100.0
E100000124126,E100000124850,18.29
E100000124126,E100000124851,13.21
E100000124126,E100000124852,11.28
E100000124126,E100000124853,9.65
E100000124126,E100000124854,6.61
E100000124126,E100000124855,6.5
E100000124126,E100000124856,5.08
E100000124126,E100000001753,4.98
E100000124126,E100000124849,24.39
E100001010313,E100001010315,
E100000003277,E100001010323,20.0
E100000003277,E100001000542,50.0
E100001010323,E100001010324,100.0
E100001000542,E100000004212,100.0
E100001010315,E100001015587,38.4
E100001010315,E100001016140,26.5
E100001010315,E100001016139,25.1
E100000003277,E100001010313,30.0
E100001010324,E100001016206,28.38
E100001010324,E100001015587,
E100000121780,E100000000175,100.0
E100000003266,E100000000175,100.0
E100000003130,E100000000192,70.0
E100000003130,E100000001520,20.0
E100000003130,E100000001521,10.0
E100000001520,E100000125581,100.0
E100000001521,E100000001753,3.15
E100000001521,E100000125943,96.85
E100001011218,E100001011219,100.0
E100000004100,E100000000426,100.0
E100000123177,E100000124129,100.0
E100000004256,E100000001315,100.0
E100000003421,E100000001285,100.0
E100000002373,E100000001305,100.0
E100000002374,E100001000217,100.0
E100000002038,E100001011282,51.0
E100000001474,E100000001234,100.0
E100000001547,E100000000824,100.0
E100000002069,E100000000851,100.0
E100000003283,E100001011145,100.0
E100000003293,E100000000751,100.0
E100000002398,E100000000651,50.1
E100000002398,E100000000882,44.9
E100000002398,E100000000776,5.0
E100000003069,E100000000706,
E100000003069,E100000001056,
E100000001010,E100001011774,
E100000000638,E100001015051,21.19
E100000000638,E100001000178,13.79
E100000000638,E100001000179,5.16
E100000000638,E100000123261,8.81
E100000000638,E100001015587,51.05
E100000002067,E100001015587,30.0
E100000002067,E100000000851,70.0
E100000002531,E100000000757,100.0
E100001011864,E100001011865,17.0
E100001011864,E100001011866,51.0
E100001011864,E100001011867,7.0
E100000003531,E100000001712,100.0
E100000001648,E100000000815,100.0
E100000004076,E100000001648,100.0
E100000001641,E100000000681,49.72
E100000001641,E100000001753,0.55
E100000001641,E100000000682,49.73
E100000004287,E100000001006,
E100001010492,E100001011126,99.0
E100000003299,E100000001238,100.0
E100000003389,E100000002111,100.0
E100000002762,E100000000485,70.0
E100000002762,E100000001441,30.0
E100000003301,E100000001238,100.0
E100000003302,E100000001238,100.0
E100000003300,E100000001238,100.0
E100000003303,E100000001238,100.0
E100000004246,E100000001205,100.0
E100000001445,E100000000650,100.0
E100000001526,E100001016691,100.0
E100001016691,E100001016692,100.0
E100001016692,E100000120621,100.0
E100000000520,E100001001015,100.0
E100000003307,E100000001110,100.0
E100000003308,E100000001110,100.0
E100001000239,E100000001110,100.0
E100000001883,E100001011575,31.0
E100000001883,E100001011576,33.0
E100000001883,E100001011577,31.2
E100000004206,E100000001883,100.0
E100000003730,E100000001270,100.0
E100000003309,E100000001270,100.0
E100000003310,E100000001389,50.0
E100000003310,E100000000805,50.0
E100000003315,E100000123400,100.0
E100000123400,E100000001529,100.0
E100000001529,E100000125843,90.0
E100000001529,E100000001530,10.0
E100000001530,E100000125526,100.0
E100000123178,E100000123261,100.0
E100000002229,E100000132404,100.0
E100000002441,E100000000947,60.0
E100000002441,E100000000650,
E100000002441,E100000000773,
E100000000773,E100001016088,17.7
E100000000773,E100001015587,
E100000001364,E100000001305,100.0
E100001012151,E100000001364,
E100001012151,E100000000651,
E100001010485,E100001010549,51.0
E100001010549,E100001011202,69.71
E100001010549,E100001011203,7.58
E100001010989,E100001010518,100.0
E100000004052,E100000000556,100.0
E100000003326,E100000001122,100.0
E100000003205,E100000001248,100.0
E100000120598,E100001011131,48.99
E100000120598,E100000001029,51.0
E100000003083,E100000000457,50.2
E100000001889,E100000000450,60.2
E100000003083,E100000001889,25.2
E100000001889,E100001000203,39.8
E100000003083,E100000003523,15.6
E100000003083,E100000002985,9.0
E100000003523,E100001000203,24.5
E100000003523,E100000001753,0.3
E100000003523,E100000000443,75.2
E100000001473,E100000000358,100.0
E100000001524,E100000000504,100.0
E100000003328,E100000000551,100.0
E100000003694,E100000000653,100.0
E100000004183,E100000000073,50.0
E100000004183,E100000001006,50.0
E100000004307,E100000000878,100.0
E100000004064,E100000001161,
E100000004064,E100000001262,
E100000004064,E100000001137,
E100000004063,E100000001161,
E100000004063,E100000001262,
E100000004063,E100000001137,
E100000004065,E100000001161,
E100000004065,E100000001262,
E100000004065,E100000001137,
E100000004261,E100000000878,100.0
E100001011233,E100001011711,45.43
E100001011233,E100001011712,12.0
E100001011233,E100001011713,5.26
E100000002986,E100000001063,100.0
E100000002554,E100000001170,100.0
E100000003356,E100000000641,100.0
E100000002487,E100000000067,100.0
E100000003358,E100000001480,100.0
E100000003360,E100000000794,100.0
E100001010443,E100000003471,100.0
E100000002555,E100000001176,100.0
E100000004211,E100000000416,82.1
E100000004211,E100001000203,15.2
E100000004211,E100000001753,2.7
E100000120530,E100000000327,100.0
E100000003335,E100000000643,100.0
E100000000643,E100001000178,13.84
E100000000643,E100001015587,80.09
E100000000643,E100001000179,6.48
E100000002694,E100000000483,100.0
E100000124050,E100000000191,49.0
E100000124740,E100000000221,51.0
E100000124738,E100000125150,50.0
E100000000222,E100000125564,44.35
E100000000221,E100000125564,100.0
E100000124051,E100000124740,100.0
E100000124050,E100000124742,51.0
E100000000222,E100000001537,46.28
E100000001537,E100000125780,100.0
E100000003363,E100000124050,51.0
E100000124052,E100000124738,100.0
E100000003363,E100000124052,19.0
E100000000222,E100000125780,7.05
E100000000222,E100000001753,2.33
E100000003363,E100000124051,30.0
E100000124740,E100000000222,49.0
E100000124738,E100000001372,50.0
E100000124742,E100000000221,100.0
E100000124054,E100000000233,93.33
E100000124054,E100000001753,6.67
E100000003364,E100000124054,100.0
E100000000233,E100000123261,100.0
E100000001538,E100000123261,100.0
E100000000160,E100000123261,100.0
E100000123850,E100000000302,100.0
E100000000302,E100000125130,100.0
E100000002678,E100000001676,25.0
E100000002678,E100000000160,22.0
E100000002678,E100000123850,18.0
E100000002678,E100000000224,35.0
E100000003376,E100000000298,35.0
E100000003376,E100000123446,65.0
E100000003238,E100000000214,100.0
E100000124038,E100000123261,77.89
E100000124037,E100000123261,50.01
E100000124037,E100000001753,1.72
E100000124037,E100000124036,48.27
E100000124727,E100000122410,100.0
E100000123180,E100000124018,75.0
E100000124018,E100000124727,36.21
E100000124018,E100000124726,63.79
E100000124036,E100000125940,100.0
E100000123180,E100000125981,15.0
E100000123180,E100000125980,10.0
E100000122410,E100000123261,29.32
E100000122410,E100000124036,29.1
E100000122410,E100000124037,17.67
E100000122410,E100000001753,16.76
E100000122410,E100000124038,7.14
E100000124038,E100000001753,22.11
E100000124040,E100000123261,100.0
E100000123179,E100000124040,87.37
E100000123179,E100000123261,12.63
E100000124041,E100000123261,45.0
E100000000260,E100000001753,1.0
E100000000260,E100000123261,99.0
E100000124041,E100000000260,55.0
E100000003381,E100000001662,60.0
E100000003381,E100000123234,30.0
E100000003381,E100000124041,10.0
E100000001662,E100000000260,55.0
E100000001662,E100000123261,45.0
E100000124383,E100000123261,68.3
E100000124055,E100000124381,27.04
E100000124055,E100000124382,14.44
E100000124055,E100000124383,10.61
E100000124055,E100000124384,9.81
E100000124387,E100000001753,51.69
E100000124388,E100000001753,33.1
E100000124384,E100000123261,41.88
E100000124385,E100000123261,63.8
E100000124386,E100000001753,46.61
E100000124389,E100000123261,38.64
E100000124382,E100000001753,29.83
E100000122359,E100000123482,50.0
E100000124385,E100000001753,36.2
E100000122359,E100000000293,50.0
E100000124382,E100000123261,70.17
E100000124381,E100000001753,40.39
E100000124387,E100000123261,48.31
E100000124381,E100000123261,59.61
E100000003382,E100000124055,15.0
E100000124384,E100000001753,58.12
E100000124389,E100000001753,61.36
E100000124386,E100000123261,53.39
E100000124388,E100000123261,66.9
E100000124383,E100000001753,31.7
E100000003382,E100000122359,85.0
E100000124055,E100000124385,9.81
E100000124055,E100000124386,8.55
E100000124055,E100000124387,7.17
E100000124055,E100000124388,6.57
E100000124055,E100000124389,6.0
E100000123181,E100000123534,60.03
E100000123534,E100000123261,100.0
E100000123181,E100000123535,17.15
E100000123181,E100000123261,18.71
E100000123181,E100000001753,4.11
E100000123535,E100000123261,100.0
E100000123154,E100000122447,100.0
E100000126505,E100000123261,100.0
E100000004112,E100000123581,90.0
E100000001404,E100000123261,99.92
E100000123581,E100000000483,100.0
E100000004112,E100000001404,10.0
E100000003048,E100000000186,75.0
E100000123663,E100000124693,100.0
E100000001634,E100000125774,100.0
E100000124693,E100000001634,95.0
E100000124693,E100000001753,5.0
E100000003048,E100000123663,25.0
E100000123335,E100000124737,7.32
E100000125213,E100000123261,100.0
E100000123335,E100000001753,20.97
E100000123335,E100000123261,10.3
E100000123335,E100000124735,51.9
E100000123335,E100000124736,9.52
E100000124735,E100000124736,100.0
E100000124736,E100000001753,0.8
E100000124736,E100000125213,99.2
E100000123182,E100000123335,100.0
E100000124737,E100000123261,99.9
E100000002824,E100000124156,100.0
E100000124156,E100000000491,100.0
E100000122871,E100000000229,100.0
E100000003997,E100000122871,100.0
E100001010537,E100000001358,37.43
E100000002406,E100000000893,50.0
E100000002406,E100000001132,50.0
E100000001132,E100001010595,9.43
E100000001132,E100001011551,6.05
E100000001132,E100001000348,6.8
E100000001132,E100001015587,77.72
E100000001825,E100000001086,100.0
E100000000684,E100001015375,
E100000002810,E100000000064,100.0
E100000002346,E100001011277,
E100000004220,E100000000382,60.0
E100000004220,E100000000891,40.0
E100000003631,E100000001468,50.0
E100000003631,E100000001374,50.0
E100000004227,E100000000750,100.0
E100000004219,E100000123396,49.0
E100000004219,E100000123272,51.0
E100000003770,E100000000486,
E100000003770,E100000000813,
E100000004352,E100000000707,100.0
E100000003584,E100000000651,100.0
E100000003394,E100001001012,100.0
E100001011787,E100000001231,
E100000002589,E100000001164,100.0
E100000003396,E100000000140,100.0
E100001011107,E100000000864,87.72
E100001011107,E100001011108,12.27
E100000002085,E100001011107,
E100001011785,E100000001119,45.0
E100001000636,E100001010595,10.06
E100001000636,E100001000348,12.1
E100001011783,E100001011738,49.0
E100001011783,E100001011784,51.0
E100001011784,E100001011785,100.0
E100001011785,E100001000636,45.0
E100001011785,E100001011786,10.0
E100001011704,E100001011705,100.0
E100000002056,E100001015587,
E100001011112,E100001011113,100.0
E100001011113,E100001000197,100.0
E100001014209,E100000000610,29.25
E100000000669,E100001015201,9.58
E100001014209,E100000000669,10.0
E100001014209,E100000000746,29.25
E100001014209,E100000001179,18.0
E100000000669,E100000000671,87.42
E100001014209,E100000000869,13.5
E100000001922,E100000123261,
E100000003715,E100000000878,100.0
E100000003400,E100000001060,100.0
E100000001060,E100000001059,100.0
E100000002949,E100000000441,100.0
E100000003451,E100000000868,100.0
E100000002504,E100000001753,49.0
E100001000102,E100000002504,51.0
E100000002504,E100000001397,51.0
E100001000102,E100000001487,22.17
E100001000102,E100000001397,25.0
E100001000102,E100000001753,1.83
E100000003402,E100000003399,100.0
E100001000221,E100000000101,100.0
E100000001491,E100000000771,46.67
E100000001491,E100000000767,15.55
E100000001491,E100000001001,26.32
E100000001491,E100000000394,6.43
E100000001491,E100000000766,5.0
E100000000771,E100001000085,100.0
E100000000394,E100001000348,6.99
E100000000394,E100001015587,
E100000003659,E100000001213,16.81
E100000003659,E100000000387,16.81
E100000003659,E100000000638,7.56
E100000003659,E100000000245,8.33
E100000003659,E100000000610,16.81
E100000003659,E100000000746,16.81
E100000003659,E100000000669,16.88
E100000003403,E100000000659,50.0
E100000003403,E100000000657,50.0
E100000003070,E100000000525,100.0
E100000004090,E100000000529,100.0
E100000004118,E100000000419,100.0
E100001010536,E100001011920,
E100000003063,E100000000814,100.0
E100000000635,E100001000178,18.33
E100000000635,E100001000179,6.79
E100000003406,E100000000660,
E100000003406,E100000000635,
E100001011922,E100000133932,44.0
E100001011922,E100001011924,
E100001011922,E100001011149,
E100001011922,E100001011150,
E100001000307,E100001000306,100.0
E100000002073,E100001000307,51.0
E100000002073,E100001000306,49.0
E100000003677,E100000000879,100.0
E100000003410,E100000001052,100.0
E100001011743,E100001011744,100.0
E100000002874,E100000002248,53.0
E100000002874,E100000000374,17.0
E100000002874,E100000001753,30.0
E100000004155,E100000000015,100.0
E100000000015,E100001000348,6.9
E100000000015,E100001016392,6.3
E100000000015,E100001010595,5.36
E100000000015,E100001010596,5.08
E100000000015,E100001015587,
E100001000068,E100000000388,100.0
E100000001408,E100001001032,95.62
E100001001032,E100001000068,51.0
E100000001408,E100000132388,
E100000003411,E100001011217,100.0
E100000000361,E100001000914,100.0
E100000000922,E100000000920,100.0
E100000003863,E100000001636,100.0
E100000002846,E100000001322,100.0
E100000003412,E100000001379,100.0
E100000003415,E100000000904,100.0
E100000003416,E100000000904,100.0
E100000003417,E100000004166,100.0
E100000003419,E100000001180,
E100000003419,E100000001198,
E100000003420,E100000001585,53.0
E100000003420,E100000001753,47.0
E100000003099,E100000000543,100.0
E100000003422,E100000001753,4.0
E100000003422,E100000000542,10.0
E100000003422,E100000000546,86.0
E100000003386,E100000000036,100.0
E100000003789,E100000000556,
E100000000545,E100001000255,100.0
E100000003789,E100000000545,
E100000003789,E100000000553,
E100000003789,E100000000562,
E100000003789,E100000000563,
E100000001550,E100000001705,
E100000001550,E100000001720,
E100000001550,E100000001533,
E100001010474,E100001011117,100.0
E100000000703,E100000000702,100.0
E100000003427,E100000000708,40.0
E100000003427,E100000000703,60.0
E100000000702,E100001010643,100.0
E100000003428,E100000000652,50.0
E100000003428,E100000001533,50.0
E100001000315,E100001000082,
E100000003431,E100000151565,
E100000002634,E100000001170,100.0
E100001011736,E100001011738,
E100000002950,E100000000430,20.43
E100000002950,E100000000425,6.03
E100000002950,E100000001753,54.0
E100000002950,E100000000413,19.51
E100000003432,E100000000878,100.0
E100000002427,E100000001753,12.4
E100000002427,E100000000585,87.6
E100000120861,E100000120433,
E100000002420,E100000001048,100.0
E100000000683,E100000123261,
E100000002481,E100000001149,100.0
E100000003433,E100000001982,16.2
E100000003433,E100000000654,24.3
E100000003433,E100000000648,20.25
E100000003433,E100000001143,20.25
E100000003433,E100000001753,19.0
E100000003658,E100000001753,5.1
E100000003658,E100000000429,83.8
E100000003658,E100000000456,11.1
E100000002399,E100000001021,100.0
E100000001725,E100000120368,100.0
E100001001050,E100000000339,69.0
E100001010590,E100001010591,
E100001001050,E100001010590,31.0
E100000120368,E100001001050,100.0
E100001011898,E100001011899,100.0
E100001000859,E100000000869,56.44
E100001000859,E100001001047,5.54
E100001000859,E100000001723,7.4
E100000003438,E100000000532,100.0
E100000003477,E100000001922,100.0
E100000120734,E100001000400,
E100000001553,E100000000475,100.0
E100000001460,E100000000021,100.0
E100000001382,E100000000818,100.0
E100000001554,E100000000367,52.0
E100000001554,E100000001753,48.0
E100000002552,E100000000858,100.0
E100001012024,E100000001755,
E100001012024,E100000000003,
E100000003459,E100000001073,100.0
E100000001456,E100001000012,100.0
E100001000012,E100001001041,52.29
E100000002661,E100000000753,
E100000002661,E100000000657,
E100000002661,E100000000465,
E100000002661,E100000000925,
E100000002661,E100000000922,
E100000002661,E100000000740,
E100000001702,E100000000831,100.0
E100000003461,E100000000869,100.0
E100001000157,E100001011622,100.0
E100000004342,E100000000701,100.0
E100000003446,E100000004342,25.0
E100000003446,E100000000697,75.0
E100000003347,E100000000868,100.0
E100000120747,E100000120746,90.0
E100000120747,E100001010920,10.0
E100000003454,E100000000859,100.0
E100000003448,E100000000042,100.0
E100000004157,E100001011249,
E100001011249,E100001011250,
E100000003644,E100000000657,
E100000003644,E100000000017,
E100000004327,E100000000014,100.0
E100000004129,E100000000731,100.0
E100000004050,E100000000246,100.0
E100001000235,E100000001385,100.0
E100000001707,E100000000341,100.0
E100000003029,E100000001548,
E100000001561,E100000000024,100.0
E100000003577,E100000000718,100.0
