company_id,plant_id,powerplant_unit_id,share
E100000135147,,G100000910251,100.0
E100000001267,,G100000909331,100.0
E100000150410,,G100000927275,100.0
E100000179563,,G100000923592,100.0
E100000000107,,G100000909713,100.0
E100000150290,,G100000910181,100.0
E100000150359,,G100000909586,50.0
E100000002260,,G100000909215,100.0
E100000150087,,G100000909481,100.0
E100000004082,,G100000909760,100.0
E100000000107,,G100000908998,100.0
E100000133519,,G100000909255,100.0
E100000002169,,G100000101021,100.0
E100000150321,,G100000910289,100.0
E100000001267,,G100000909928,100.0
E100000181461,,G100000902079,100.0
E100000150419,,G100000927283,
E100000001242,,G100000909646,100.0
E100000001242,,G100000909367,100.0
E100000001214,,G100000910146,100.0
E100000001242,,G100000909027,100.0
E100000001267,,G100000910121,100.0
E100000150425,,G100000908697,100.0
E100000001267,,G100000910270,100.0
E100000150294,,G100000909507,100.0
E100000003765,,G100000909480,100.0
E100000150417,,G100000909146,100.0
E100000150321,,G100000909775,100.0
E100000001194,,G100000908825,100.0
E100000149719,,G100000910074,50.0
E100000150286,,G100000909176,100.0
E100000150304,,G100000909981,100.0
E100000150304,,G100000909858,100.0
E100000135759,,G100000910130,100.0
E100000150423,,G100000909927,80.0
E100000150304,,G100000910044,100.0
E100000180514,,G100000922543,50.0
E100000002747,,G100000909690,100.0
E100000150424,,G100000927284,100.0
E100000150281,,G100000909256,100.0
E100000001329,,G100000909561,100.0
E100000003765,,G100000909366,100.0
E100000001329,,G100000909925,100.0
E100000004082,,G100000909665,100.0
E100000150290,,G100000927285,100.0
E100000149202,,G100000909430,100.0
E100000002939,,G100000909927,20.0
E100000001329,,G100000909429,100.0
E100000001267,,G100000927282,100.0
E100000001135,,G100000909902,100.0
E100000150417,,G100000909254,100.0
E100000001135,,G100000909365,100.0
E100000001242,,G100000909552,100.0
E100000179302,,G100000921528,75.0
E100000150420,,G100000908589,100.0
E100000150290,,G100000910072,100.0
E100000150012,,G100000921360,100.0
E100000003765,,G100000927279,100.0
E100000150290,,G100000910215,100.0
E100000150375,,G100000908513,100.0
E100000150411,,G100000909837,100.0
E100000001194,,G100000910269,100.0
E100000180935,,G100000905347,60.0
E100000150373,,G100000909868,100.0
E100000149983,,G100000909854,
E100000132584,,G100000909714,100.0
E100000001272,,G100000909028,100.0
E100000180871,,G100000902990,70.0
E100000001267,,G100000909529,100.0
E100000149971,,G100000910076,100.0
E100000149719,,G100000910051,100.0
E100000001267,,G100000909583,100.0
E100000150286,,G100000909996,100.0
E100000179318,,G100000905823,100.0
E100000150426,,G100000927286,100.0
E100000149971,,G100000908755,100.0
E100000180515,,G100000922543,50.0
E100000000964,,G100000909512,100.0
E100000150415,,G100000909854,
E100000180936,,G100000905347,40.0
E100000001329,,G100000910308,100.0
E100000180872,,G100000902990,30.0
E100000001194,,G100000909901,100.0
E100000004082,,G100000909543,100.0
E100000149719,,G100000909903,50.0
E100001011362,L100001000210,,100.0
E100000001607,,G100000910184,100.0
E100000002939,,G100000909855,100.0
E100000002747,,G100000921362,100.0
E100000181347,,G100000905395,95.5
E100000150286,,G100000908634,100.0
E100000149202,,G100000909018,100.0
E100001010927,,G100000909081,100.0
E100000149747,,G100000909067,100.0
E100000150321,,G100000909042,100.0
E100000150432,,G100000910304,100.0
E100000150434,,G100000909502,50.0
E100000149202,,G100000910241,100.0
E100000001607,,G100000910157,100.0
E100001010862,,G100000909107,100.0
E100000150398,,G100000908891,100.0
E100000179600,,G100000921588,100.0
E100000001242,,G100000910131,100.0
E100000179667,,G100000921761,100.0
E100001010927,,G100000910023,100.0
E100000149202,,G100000910007,100.0
E100000135759,,G100000910263,100.0
E100000001267,,G100000927289,100.0
E100000150439,,G100000908643,100.0
E100000149202,,G100000909930,100.0
E100000150435,,G100000927287,
E100000150444,,G100000908722,
E100000150304,,G100000927294,100.0
E100000001267,,G100000909284,100.0
E100000001226,,G100000910369,
E100001010927,,G100000927295,100.0
E100000179833,,G100000921935,100.0
E100000150286,,G100000908813,100.0
E100000150419,,G100000910369,
E100000002939,,G100000910273,100.0
E100000149202,,G100000909931,100.0
E100000135147,,G100000927287,
E100000150446,,G100000921366,100.0
E100000179500,,G100000921528,25.0
E100000150445,,G100000908722,
E100000135759,,G100000910275,100.0
E100000001267,,G100000910039,100.0
E100000150290,,G100000909852,100.0
E100000179600,,G100000921589,100.0
E100000150394,,G100000910091,51.0
E100000139164,,G100000909079,100.0
E100000150433,,G100000910328,100.0
E100000150440,,G100000909000,100.0
E100000149719,,G100000909502,50.0
E100000149202,,G100000909126,100.0
E100000149719,,G100000908569,100.0
E100000150286,,G100000910326,100.0
E100000001830,,G100000909933,100.0
E100000150326,,G100000921364,100.0
E100000150428,,G100000909342,30.0
E100000003765,,G100000927290,100.0
E100001010927,,G100000910174,100.0
E100000001267,,G100000909932,100.0
E100000149747,,G100000909039,100.0
E100000002939,,G100000910152,100.0
E100000000345,,G100000910365,100.0
E100000003563,,G100000910011,100.0
E100000001267,,G100000909403,100.0
E100000135759,,G100000909834,100.0
E100000001242,,G100000909532,100.0
E100001010927,,G100000910173,100.0
E100000150257,,G100000921363,100.0
E100000139164,,G100000908810,100.0
E100000150429,,G100000909342,30.0
E100000150286,,G100000909443,100.0
E100000150051,,G100000909332,100.0
E100000150290,,G100000910218,100.0
E100000001267,,G100000910071,100.0
E100000149202,,G100000909717,100.0
E100000149202,,G100000909401,100.0
E100000001267,,G100000927298,100.0
E100000179571,,G100000923601,100.0
E100000150286,,G100000909661,100.0
E100000150316,,G100000909190,100.0
E100000139164,,G100000908698,100.0
E100000135147,,G100000909453,100.0
E100000179448,,G100000921785,100.0
E100000180036,,G100000903795,100.0
E100000150434,,G100000909903,50.0
E100000150281,,G100000910370,100.0
E100000150430,,G100000909342,20.0
E100000150450,,G100000908518,100.0
E100000149202,,G100000910018,100.0
E100000135147,,G100000927300,100.0
E100000002289,,G100000909277,76.0
E100000149719,,G100000909849,100.0
E100000000964,,G100000909882,100.0
E100000003563,,G100000908587,100.0
E100000150286,,G100000909647,100.0
E100000135918,,G100000909808,50.0
E100000150450,,G100000908519,100.0
E100000150450,,G100000908520,100.0
E100000150286,,G100000909803,100.0
E100000150321,,G100000910200,100.0
E100000003563,,G100000927249,100.0
E100000150455,,G100000909761,100.0
E100000179318,,G100000905832,100.0
E100000150453,,G100000921367,100.0
E100000150290,,G100000910219,100.0
E100000150448,,G100000910182,100.0
E100000136314,,G100000908723,100.0
E100000150456,,G100000908566,100.0
E100000001329,,G100000909508,100.0
E100000001267,,G100000909483,100.0
E100000149719,,G100000910033,100.0
E100001010927,,G100000908529,100.0
E100000136039,,G100000909259,100.0
E100000001329,,G100000909422,100.0
E100000150303,,G100000909143,100.0
E100000001267,,G100000910297,100.0
E100000150343,,G100000908526,100.0
E100000150343,,G100000908527,100.0
E100000150343,,G100000909232,100.0
E100000150343,,G100000908521,100.0
E100000150343,,G100000908522,100.0
E100000150343,,G100000908523,100.0
E100000150343,,G100000908524,100.0
E100000150343,,G100000908525,100.0
E100000150303,,G100000908528,100.0
E100000150340,,G100000910185,100.0
E100000150286,,G100000910333,100.0
E100000180599,,G100000922860,100.0
E100000150286,,G100000910249,100.0
E100000001229,,G100000909110,100.0
E100000002939,,G100000910264,100.0
E100000135954,,G100000910040,100.0
E100000179929,,G100000904996,55.0
E100000150447,,G100000908565,100.0
E100000181030,,G100000921619,100.0
E100000150286,,G100000910343,100.0
E100000001184,,G100000909277,
E100000003563,,G100000908613,100.0
E100000149202,,G100000909210,100.0
E100000150454,,G100000908581,100.0
E100000136314,,G100000908844,100.0
E100000149719,,G100000910027,100.0
E100000150447,,G100000908564,100.0
E100000180526,,G100000922581,100.0
E100000180961,,G100000922811,50.0
E100000001267,,G100000910166,100.0
E100000001267,,G100000909546,100.0
E100000001267,,G100000910238,100.0
E100000149719,,G100000909850,100.0
E100000136314,,G100000908846,100.0
E100000001194,,G100000909808,50.0
E100000150374,,G100000910329,
E100000150460,,G100000909684,100.0
E100000150322,,G100000909864,
E100000179890,,G100000905041,70.0
E100000001194,,G100000909029,100.0
E100000181029,,G100000905041,30.0
E100000150449,,G100000909258,100.0
E100000001267,,G100000910122,100.0
E100000001267,,G100000908920,100.0
E100000001267,,G100000927304,100.0
E100000001248,,G100000908605,100.0
E100000150458,,G100000910329,
E100000001248,,G100000909127,100.0
E100000003563,,G100000909782,100.0
E100000001248,,G100000909128,100.0
E100000150286,,G100000909757,100.0
E100000001830,,G100000908973,100.0
E100000003563,,G100000909824,100.0
E100000180526,,G100000922582,100.0
E100000180526,,G100000922583,100.0
E100000181766,,G100000903126,100.0
E100000001267,,G100000910029,100.0
E100000181466,,G100000904996,45.0
E100000179661,,G100000904061,100.0
E100000136684,,G100000924435,100.0
E100000001135,,G100000909765,100.0
E100000003729,,G100000908919,100.0
E100000180979,,G100000922811,50.0
E100000003563,,G100000909309,100.0
E100000001267,,G100000909273,100.0
E100000001295,,G100000909003,100.0
E100000003765,,G100000909154,100.0
E100000149719,,G100000910148,100.0
E100000135609,,G100000909104,100.0
E100000149920,,G100000909262,100.0
E100000149202,,G100000909939,100.0
E100000150340,,G100000909551,100.0
E100000003765,,G100000927314,100.0
E100000001267,,G100000910132,100.0
E100000001267,,G100000909938,100.0
E100000149971,,G100000908756,62.0
E100000003765,,G100000910055,100.0
E100000150012,,G100000910310,
E100000150474,,G100000910310,
E100000001194,,G100000909847,100.0
E100000135147,,G100000909673,100.0
E100000003705,,G100000921376,100.0
E100000150286,,G100000909859,100.0
E100000179286,,G100000905229,100.0
E100000149202,,G100000909940,100.0
E100000150290,,G100000909944,100.0
E100000150464,,G100000908652,100.0
E100000001267,,G100000927313,100.0
E100000002332,,G100000402355,30.0
E100000150471,,G100000909766,
E100000150465,,G100000927305,
E100000149077,,G100000921372,100.0
E100000179580,,G100000922555,100.0
E100000001194,,G100000927309,100.0
E100000003563,,G100000909770,100.0
E100000149202,,G100000909633,50.0
E100000150473,,G100000910116,100.0
E100000179439,,G100000905313,100.0
E100000001242,,G100000908635,100.0
E100000150286,,G100000908797,100.0
E100000150471,,G100000910043,
E100000150301,,G100000910043,
E100000001194,,G100000909144,100.0
E100000150304,,G100000909234,100.0
E100000150321,,G100000910093,100.0
E100000150468,,G100000908925,100.0
E100000149719,,G100000927308,100.0
E100000001607,,G100000910220,100.0
E100000003729,,G100000927311,100.0
E100000135147,,G100000909973,100.0
E100000150293,,G100000910170,100.0
E100000149202,,G100000909263,100.0
E100000003563,,G100000909549,100.0
E100000001305,,G100000909330,100.0
E100000001184,,G100000908893,100.0
E100000002332,,G100000402356,30.0
E100000150286,,G100000909997,100.0
E100000001607,,G100000909848,100.0
E100000001267,,G100000909495,100.0
E100000001267,,G100000909886,100.0
E100000150286,,G100000909633,50.0
E100000150286,,G100000909082,100.0
E100000001248,,G100000910353,100.0
E100000150290,,G100000909936,100.0
E100000150281,,G100000909296,100.0
E100000150286,,G100000909853,50.0
E100000000107,,G100000909019,100.0
E100000150469,,G100000927312,100.0
E100000150351,,G100000921375,100.0
E100000003563,,G100000910144,100.0
E100000002939,,G100000909177,100.0
E100000003563,,G100000909548,100.0
E100000003765,,G100000908814,100.0
E100000180703,,G100000904567,100.0
E100000003765,,G100000909643,100.0
E100000149202,,G100000909853,50.0
E100000136314,,G100000908936,100.0
E100000001267,,G100000909937,100.0
E100000149202,,G100000909441,100.0
E100000001267,,G100000910060,100.0
E100000150301,,G100000909766,
E100000003765,,G100000909433,100.0
E100000179580,,G100000922556,100.0
E100000003765,,G100000927306,100.0
E100000149077,,G100000921371,100.0
E100000149202,,G100000910054,100.0
E100000135824,,G100000908756,37.0
E100000001242,,G100000909727,100.0
E100000150286,,G100000910366,50.0
E100000001267,,G100000909225,100.0
E100000149719,,G100000910107,100.0
E100000150434,,G100000909941,50.0
E100000149719,,G100000909941,50.0
E100000150286,,G100000909466,100.0
E100000150308,,G100000909838,100.0
E100000001194,,G100000910045,100.0
E100000150304,,G100000908590,
E100000001267,,G100000909382,100.0
E100000150434,,G100000908992,50.0
E100000001184,,G100000910261,100.0
E100000001242,,G100000910171,100.0
E100000003563,,G100000909455,100.0
E100000135147,,G100000910354,100.0
E100000135759,,G100000909839,100.0
E100000003563,,G100000921378,100.0
E100000150281,,G100000909822,100.0
E100000150286,,G100000909409,100.0
E100000150375,,G100000927320,100.0
E100000000112,,G100000909475,100.0
E100000001305,,G100000908808,100.0
E100000179675,,G100000905643,100.0
E100000150304,,G100000908879,100.0
E100000150479,,G100000909172,100.0
E100000135954,,G100000909772,100.0
E100000001184,,G100000909095,100.0
E100000001184,,G100000910299,100.0
E100000150286,,G100000909325,100.0
E100000001329,,G100000909344,100.0
E100000135954,,G100000909194,100.0
E100000180816,,G100000928372,100.0
E100000150460,,G100000910240,100.0
E100000001267,,G100000909216,100.0
E100000150478,,G100000908615,100.0
E100000001267,,G100000921382,100.0
E100000149982,,G100000921380,
E100000179645,,G100000921631,100.0
E100000001329,,G100000909343,100.0
E100000149983,,G100000909819,
E100000000107,,G100000909420,100.0
E100000150281,,G100000909204,100.0
E100000001175,,G100000909799,100.0
E100000149719,,G100000908992,50.0
E100000150374,,G100000910016,100.0
E100000150286,,G100000909986,100.0
E100000180186,,G100000905158,60.0
E100000149202,,G100000909405,100.0
E100000150476,,G100000908851,100.0
E100000001184,,G100000909233,100.0
E100000001267,,G100000908889,100.0
E100000150479,,G100000909130,100.0
E100000150473,,G100000910298,100.0
E100000150374,,G100000909467,100.0
E100000150374,,G100000909406,100.0
E100000150290,,G100000910276,100.0
E100000150286,,G100000909540,100.0
E100000001267,,G100000910019,100.0
E100000001194,,G100000910001,100.0
E100000149747,,G100000909145,100.0
E100000149747,,G100000908937,100.0
E100000150473,,G100000910279,100.0
E100000002975,,G100000909826,100.0
E100000002939,,G100000910221,100.0
E100000003729,,G100000909728,100.0
E100000150483,,G100000908590,
E100000179343,,G100000927947,100.0
E100000180793,,G100000923068,100.0
E100000001267,,G100000921381,100.0
E100000150286,,G100000910346,50.0
E100000001305,,G100000908740,100.0
E100000149202,,G100000909335,100.0
E100000150359,,G100000909645,
E100000001242,,G100000927319,100.0
E100000136106,,G100000921380,
E100000004336,,G100000908852,100.0
E100000001305,,G100000908940,100.0
E100000151738,,G100000908853,100.0
E100000150286,,G100000908743,100.0
E100000001305,,G100000908982,100.0
E100000135954,,G100000909291,100.0
E100000149202,,G100000909324,100.0
E100000150281,,G100000909004,100.0
E100000150340,,G100000908674,100.0
E100000179322,,G100000921860,100.0
E100000001262,,G100000909658,100.0
E100000150354,,G100000909819,
E100001010927,,G100000908849,100.0
E100001010927,,G100000908850,100.0
E100000150477,,G100000909797,100.0
E100000150286,,G100000909030,100.0
E100000180187,,G100000905158,26.15
E100000180188,,G100000905158,13.85
E100000149982,,G100000909945,100.0
E100000001175,,G100000909408,100.0
E100000150308,,G100000910253,100.0
E100000122576,,G100000109239,100.0
E100000122576,,G100000109240,100.0
E100000150343,,G100000909131,100.0
E100000000345,,G100000910346,50.0
E100000150286,,G100000910363,50.0
E100000000345,,G100000910363,50.0
E100000149719,,G100000909733,100.0
E100000149719,,G100000909989,
E100000001705,,G100000910140,
E100000179546,,G100000922740,100.0
E100000150485,,G100000908724,100.0
E100000180429,,G100000903815,100.0
E100000003563,,G100000909948,100.0
E100000001267,,G100000908745,100.0
E100000001267,,G100000909032,100.0
E100000001194,,G100000909061,100.0
E100000150356,,G100000927332,100.0
E100000001607,,G100000910358,100.0
E100000150310,,G100000908786,100.0
E100000133263,,G100001005897,100.0
E100000003563,,G100000909468,100.0
E100000001267,,G100000909893,100.0
E100000001305,,G100000927322,100.0
E100000001305,,G100000927323,100.0
E100000001305,,G100000909329,100.0
E100000148932,,G100000908966,100.0
E100000001267,,G100000909947,100.0
E100000135954,,G100000909062,100.0
E100000150286,,G100000909776,100.0
E100000002939,,G100000909732,100.0
E100000003563,,G100000910280,100.0
E100000001305,,G100000927326,100.0
E100000001753,,G100000902613,3.59
E100000003563,,G100000909640,100.0
E100000001305,,G100000909593,100.0
E100000135954,,G100000909161,100.0
E100000001267,,G100000909987,100.0
E100000001242,,G100000909290,100.0
E100000179649,,G100000905558,100.0
E100000003563,,G100000909513,100.0
E100000003563,,G100000909229,100.0
E100000003563,,G100000909167,100.0
E100000003563,,G100000909168,100.0
E100000003563,,G100000909169,100.0
E100000001305,,G100000909437,100.0
E100000180937,,G100000922760,100.0
E100000150293,,G100000909645,
E100000150493,,G100000908758,100.0
E100000181377,,G100000905391,49.0
E100000001267,,G100000908725,100.0
E100000150489,,G100000909497,100.0
E100000003563,,G100000910134,100.0
E100000150490,,G100000909594,100.0
E100000001305,,G100000927321,100.0
E100000001194,,G100000909150,100.0
E100000001267,,G100000910032,100.0
E100000150484,,G100000908627,100.0
E100000150488,,G100000910265,100.0
E100000150484,,G100000908869,100.0
E100000001184,,G100000908700,100.0
E100000179305,,G100000922300,51.0
E100000001305,,G100000927324,100.0
E100000122519,L100000101181,,100.0
E100000000361,L100001000061,,
E100000001267,,G100000909762,100.0
E100000150290,,G100000910272,100.0
E100000002224,L100000401802,,100.0
E100000150303,,G100000908536,100.0
E100000150484,,G100000908978,100.0
E100000001329,,G100000909989,
E100000149719,,G100000909650,100.0
E100000135873,,G100000909667,100.0
E100000150497,,G100000908726,40.0
E100000150340,,G100000908599,100.0
E100000001305,,G100000927325,100.0
E100000149982,,G100000909950,100.0
E100000150494,,G100000909564,100.0
E100000150492,,G100000909641,100.0
E100000001267,,G100000909031,100.0
E100000150436,,G100000910188,100.0
E100000001267,,G100000908921,100.0
E100000002282,,G100000908944,100.0
E100000003563,,G100000909102,100.0
E100000150496,,G100000908726,60.0
E100000001305,,G100000909436,100.0
E100000179546,,G100000922741,100.0
E100000179439,,G100000905354,100.0
E100000135954,,G100000908899,100.0
E100000150460,,G100000909685,100.0
E100000135954,,G100000908607,100.0
E100000000457,L100001000044,,
E100000179649,,G100000921635,100.0
E100000150464,,G100000908653,100.0
E100000001305,,G100000909505,100.0
E100000137293,,G100000806337,100.0
E100000181219,,G100000904312,100.0
E100000001305,,G100000909278,100.0
E100000180425,,G100000922300,49.0
E100000149202,,G100000910133,100.0
E100000001186,,G100000908675,100.0
E100000001607,,G100000910359,100.0
E100000150503,,G100000909174,90.1
E100000150290,,G100000909565,49.0
E100000150286,,G100000910002,100.0
E100000152024,,G100001005900,100.0
E100000150304,,G100000909833,100.0
E100000150304,,G100000909975,100.0
E100000179305,,G100000927945,95.0
E100000179336,,G100000927945,5.0
E100000150321,,G100000909810,100.0
E100000150303,,G100000908748,100.0
E100000135954,,G100000909664,100.0
E100000004082,,G100000908943,100.0
E100000001267,,G100000910017,100.0
E100000135147,,G100000909846,100.0
E100000001272,,G100000909489,100.0
E100000001267,,G100000927335,100.0
E100000150290,,G100000909840,100.0
E100000179330,,G100000905287,100.0
E100000150498,,G100000908577,100.0
E100000181045,,G100000902768,100.0
E100000001607,,G100000910094,100.0
E100000181443,,G100000923210,100.0
E100000135147,,G100000910062,100.0
E100000149202,,G100000909952,100.0
E100000135147,,G100000909991,100.0
E100000150286,,G100000910077,100.0
E100000150321,,G100000909617,100.0
E100000003563,,G100000909173,100.0
E100000003563,,G100000909800,100.0
E100000179443,,G100000903576,100.0
E100000149202,,G100000909891,20.0
E100000001267,,G100000909182,100.0
E100000003563,,G100000909060,100.0
E100000135609,,G100000909264,100.0
E100000135954,,G100000908826,100.0
E100000149202,,G100000909878,100.0
E100000001267,,G100000909383,100.0
E100000150500,,G100000921385,100.0
E100000003563,,G100000908829,100.0
E100000001242,,G100000909953,100.0
E100000150341,,G100000910295,100.0
E100000149202,,G100000909471,100.0
E100000003563,,G100000927339,100.0
E100000135954,,G100000909118,100.0
E100000150420,,G100000908727,100.0
E100000150501,,G100000909567,100.0
E100000000345,,G100000910294,100.0
E100000150505,,G100000927343,100.0
E100000135609,,G100000910058,100.0
E100000002183,,G100000909542,100.0
E100000135609,,G100000910066,100.0
E100000179757,,G100000922221,100.0
E100000001267,,G100000908981,100.0
E100000001210,,G100000909883,100.0
E100000150413,,G100000908963,100.0
E100000149719,,G100000909827,100.0
E100000001184,,G100000909050,100.0
E100000150304,,G100000909649,100.0
E100000150501,,G100000921387,100.0
E100000135183,,G100000909891,80.0
E100000001830,,G100000927342,100.0
E100000003765,,G100000910104,100.0
E100000149510,,G100001005905,100.0
E100000150303,,G100000908541,100.0
E100000150377,,G100000909094,100.0
E100000150304,,G100000909541,100.0
E100000001267,,G100000910112,100.0
E100000001242,,G100000921389,100.0
E100000150304,,G100000909896,100.0
E100000149395,,G100001005917,100.0
E100000001267,,G100000927337,100.0
E100000002939,,G100000909904,51.0
E100000122576,,G100000109241,100.0
E100000150499,,G100000909565,51.0
E100000003563,,G100000909581,100.0
E100000001267,,G100000909476,100.0
E100000001184,,G100000909049,100.0
E100000001194,,G100000927333,100.0
E100000001242,,G100000909985,100.0
E100000150304,,G100000909266,100.0
E100000001329,,G100000909951,100.0
E100000150316,,G100000908855,100.0
E100000150303,,G100000908747,100.0
E100000150304,,G100000910151,100.0
E100000001267,,G100000910067,100.0
E100000149971,,G100000908759,62.0
E100000180413,,G100000922601,100.0
E100000150502,,G100000908543,100.0
E100000149719,,G100000909956,50.0
E100000001267,,G100000909289,100.0
E100000004082,,G100000909976,100.0
E100000002939,,G100000909538,100.0
E100000135824,,G100000908759,37.0
E100000150290,,G100000909196,100.0
E100000150303,,G100000908856,100.0
E100000135147,,G100000910266,100.0
E100000180212,,G100000905169,100.0
E100000002939,,G100000909669,100.0
E100000150510,,G100000909024,100.0
E100000150304,,G100000927344,100.0
E100000150516,,G100000910024,100.0
E100000150304,,G100000927349,100.0
E100000179466,,G100000922569,100.0
E100001000173,,G100000909955,24.0
E100000150419,,G100000927346,
E100000149719,,G100000921394,100.0
E100000149202,,G100000910035,100.0
E100000001242,,G100000910030,10.0
E100000150511,,G100000909956,50.0
E100000150507,,G100000908542,100.0
E100000135954,,G100000908819,100.0
E100000150423,,G100000909677,80.0
E100000149202,,G100000909595,100.0
E100000136314,,G100000910030,90.0
E100000149982,,G100000909955,51.0
E100000149982,,G100000910103,51.0
E100000150304,,G100000910103,25.0
E100000001184,,G100000909692,100.0
E100000135954,,G100000908967,100.0
E100000181507,,G100000905008,5.0
E100000179728,,G100000921862,100.0
E100000150308,,G100000910281,100.0
E100000150409,,G100000908573,100.0
E100000150290,,G100000909879,100.0
E100001000612,L100000102577,,100.0
E100000149202,,G100000909414,100.0
E100000150286,,G100000909680,100.0
E100000003765,,G100000927348,100.0
E100000001272,,G100000909737,100.0
E100000149202,,G100000909221,100.0
E100000150294,,G100000909314,100.0
E100000150506,,G100000908702,50.0
E100000001267,,G100000927345,100.0
E100000150087,,G100000909861,100.0
E100000150500,,G100000908670,50.0
E100000150286,,G100000909230,100.0
E100000003563,,G100000910301,100.0
E100000149202,,G100000909087,100.0
E100000150511,,G100000909771,50.0
E100000001267,,G100000909474,100.0
E100000000964,,G100000909582,100.0
E100000002875,,G100000909008,50.0
E100000149202,,G100000909381,100.0
E100000149719,,G100000909771,50.0
E100000002939,,G100000910195,100.0
E100000179302,,G100000905802,100.0
E100000150290,,G100000910225,100.0
E100000150304,,G100000910247,100.0
E100000149202,,G100000909479,100.0
E100000150434,,G100000910135,50.0
E100000133719,,G100000927346,
E100000139716,,G100000927346,
E100000149719,,G100000910135,50.0
E100000135147,,G100000909195,100.0
E100000150500,,G100000908702,50.0
E100000150435,,G100000910324,100.0
E100000136314,,G100000909088,100.0
E100000001607,,G100000910336,50.0
E100000180060,,G100000923365,70.0
E100000135759,,G100000910224,100.0
E100000181592,,G100000901719,75.0
E100000001242,,G100000927347,100.0
E100000156457,,G100000905485,100.0
E100000181593,,G100000901719,25.0
E100000179564,,G100000903879,100.0
E100000002939,,G100000910252,100.0
E100000002939,,G100000910296,100.0
E100000149719,,G100000921391,100.0
E100000001267,,G100000910078,100.0
E100000003765,,G100000909377,100.0
E100000150514,,G100000908793,100.0
E100000179322,,G100000921878,100.0
E100000150515,,G100000908905,100.0
E100000002939,,G100000909677,20.0
E100000150398,,G100000908624,100.0
E100000180061,,G100000923365,8.21
E100000180062,,G100000923365,6.4
E100000149202,,G100000909333,100.0
E100000150304,,G100000909197,100.0
E100000003765,,G100000908676,100.0
E100000002939,,G100000909448,100.0
E100000002939,,G100000909674,100.0
E100000150330,,G100000910020,50.0
E100000003765,,G100000927358,100.0
E100000135609,,G100000908644,100.0
E100000136106,,G100000909519,100.0
E100000150321,,G100000910227,100.0
E100000004082,,G100000909632,51.0
E100000136314,,G100000908915,100.0
E100000001267,,G100000909092,100.0
E100000001184,,G100000909320,100.0
E100000002939,,G100000909112,100.0
E100000001607,,G100000910341,100.0
E100000149982,,G100000909009,100.0
E100000002939,,G100000910113,100.0
E100000135609,,G100000908655,100.0
E100000150526,,G100000909599,49.9
E100000002939,,G100000910228,100.0
E100000150425,,G100000908595,100.0
E100000150293,,G100000910243,75.0
E100000181099,,G100000922920,100.0
E100000001194,,G100000908703,100.0
E100000150521,,G100000927355,
E100000179787,,G100000921813,100.0
E100000150304,,G100000910124,100.0
E100000135873,,G100000910237,100.0
E100000135183,,G100000909743,50.0
E100000149747,,G100000909486,100.0
E100000001267,,G100000909781,100.0
E100000150525,,G100000909740,50.1
E100000000107,,G100000909959,100.0
E100000181065,,G100000922882,100.0
E100000150290,,G100000909960,100.0
E100000150520,,G100000927355,
E100000150304,,G100000909752,100.0
E100000150523,,G100000910020,50.0
E100000136106,,G100000909545,100.0
E100000149982,,G100000909270,100.0
E100000135147,,G100000908929,100.0
E100000135759,,G100000910230,100.0
E100000149719,,G100000909742,100.0
E100000150294,,G100000909235,100.0
E100000179473,,G100000923543,100.0
E100000150409,,G100000909132,100.0
E100000150413,,G100000908742,100.0
E100000002939,,G100000927362,100.0
E100000135759,,G100000910231,100.0
E100000150420,,G100000908729,100.0
E100000181424,,G100000901990,100.0
E100000150522,,G100000927357,100.0
E100000150528,,G100000908776,100.0
E100000150528,,G100000909601,100.0
E100000150528,,G100000910248,100.0
E100000001753,,G100000905217,0.9
E100000135742,,G100000838655,100.0
E100000001194,,G100000908938,100.0
E100000004082,,G100000909823,100.0
E100000001267,,G100000909207,100.0
E100000001607,,G100000909618,50.0
E100000150286,,G100000908962,100.0
E100000149719,,G100000909477,100.0
E100000001267,,G100000909423,100.0
E100000150524,,G100000908584,100.0
E100000001267,,G100000910239,100.0
E100000002939,,G100000910153,100.0
E100000150322,,G100000910097,100.0
E100000136106,,G100000909738,100.0
E100000150525,,G100000909599,50.1
E100000001267,,G100000909887,100.0
E100000150454,,G100000908863,100.0
E100000001607,,G100000909569,100.0
E100000149719,,G100000909743,50.0
E100000135609,,G100000909269,100.0
E100000149202,,G100000909447,100.0
E100000150304,,G100000927360,100.0
E100000149747,,G100000909214,100.0
E100000150286,,G100000909741,100.0
E100000135954,,G100000927356,100.0
E100000150528,,G100000908570,100.0
E100000001242,,G100000910243,25.0
E100000001267,,G100000910143,100.0
E100000150528,,G100000909113,100.0
E100000150304,,G100000909304,100.0
E100000003765,,G100000909378,100.0
E100000001607,,G100000910256,100.0
E100000001830,,G100000909632,49.0
E100000001329,,G100000910325,100.0
E100001010927,,G100000909055,100.0
E100000004047,L100000406490,,
E100000179540,,G100000904397,100.0
E100000001297,,G100000909801,100.0
E100000135083,,G100000837204,100.0
E100000150290,,G100000910305,49.0
E100000135147,,G100000910162,100.0
E100000135759,,G100000909964,100.0
E100000156457,,G100000922468,100.0
E100000001242,,G100000909091,100.0
E100000181351,,G100000923153,100.0
E100000150298,,G100000910345,
E100000149203,,G100000909305,100.0
E100000180604,,G100000928374,100.0
E100000150322,,G100000909769,85.0
E100000135083,,G100000837205,100.0
E100000001184,,G100000927364,100.0
