census_tract_2010_id,county_name,state_territory,percent_black_or_african_american_alone,percent_american_indian___alaska_native,percent_asian,percent_native_hawaiian_or_pacific,percent_two_or_more_races,percent_white,percent_hispanic_or_latino,percent_other_races,percent_age_under_10,percent_age_10_to_64,percent_age_over_64,total_threshold_criteria_exceeded,total_categories_exceeded,identified_as_disadvantaged_without_considering_neighbors,identified_as_disadvantaged_based_on_neighbors_and_relaxed_low_income_threshold_only,identified_as_disadvantaged,total_population,adjusted_percent_of_individuals_below_200pct_federal_poverty_line_percentile,adjusted_percent_of_individuals_below_200pct_federal_poverty_line,is_low_income,expected_agricultural_loss_rate_natural_hazards_risk_index,expected_building_loss_rate_natural_hazards_risk_index,expected_population_loss_rate_natural_hazards_risk_index,share_of_properties_at_risk_of_fire_in_30_years,energy_burden,housing_burden_percent,median_value_usd_of_owner-occupied_housing_units,share_of_the_tract's_land_area_that_is_covered_by_impervious_surface_or_cropland_as_a_percent,share_of_the_tract's_land_area_that_is_covered_by_impervious_surface_or_cropland_as_a_percent_percentile,does_the_tract_have_at_least_35_acres_in_it,current_asthma_among_adults_aged_greater_than_or_equal_to_18_years,diagnosed_diabetes_among_adults_aged_greater_than_or_equal_to_18_years,coronary_heart_disease_among_adults_aged_greater_than_or_equal_to_18_years,life_expectancy_years,unemployment_percent,percent_of_individuals_below_200pct_federal_poverty_line,percent_of_individuals_below_100pct_federal_poverty_line
6065040503,Riverside County,California,0.1,0.02,0.02,0.0,0.08,0.25,0.62,0.26,0.07,0.62,0.3,7,5.0,True,False,True,4155.0,0.72,0.35,True,0.0047,0.0045,0.0,91.0,2.0,48.0,334000.0,6447.0,84.0,True,910.0,1560.0,819.0,75.2,7.0,39.0,11.0
6065040603,Riverside County,California,0.0,0.0,0.1,0.0,0.01,0.11,0.77,0.28,0.14,0.78,0.07,0,0.0,False,False,False,3346.0,0.44,0.19,False,0.03,0.0381,0.0,100.0,1.0,19.0,406700.0,1859.0,23.0,True,860.0,960.0,440.0,,5.0,26.0,3.0
6065040604,Riverside County,California,0.0,0.02,0.01,0.0,0.05,0.38,0.56,0.15,0.09,0.73,0.17,0,0.0,False,False,False,5363.0,0.43,0.19,False,0.0054,0.0037,0.0,45.0,1.0,19.0,473500.0,4000.0,52.0,True,880.0,910.0,440.0,77.9,5.0,28.0,7.0
6065040605,Riverside County,California,0.0,0.01,0.0,0.0,0.01,0.1,0.88,0.48,0.16,0.79,0.04,2,2.0,True,False,True,3208.0,0.67,0.32,True,0.0032,0.0008,0.0,0.0,2.0,40.0,332000.0,3452.0,44.0,True,910.0,1110.0,490.0,77.0,8.0,42.0,19.0
6065040606,Riverside County,California,0.01,0.0,0.01,0.0,0.0,0.1,0.86,0.5,0.15,0.79,0.05,0,0.0,False,False,False,3746.0,0.62,0.29,False,0.0067,0.0092,0.0,79.0,2.0,41.0,412500.0,3427.0,44.0,True,940.0,1060.0,480.0,76.09,10.0,40.0,21.0
6065040607,Riverside County,California,0.07,0.0,0.18,0.0,0.07,0.21,0.5,0.2,0.13,0.76,0.09,0,0.0,False,False,False,12853.0,0.4,0.17,False,0.0393,0.0049,0.0,90.0,1.0,16.0,539200.0,5872.0,78.0,True,850.0,810.0,320.0,81.9,7.0,28.0,11.0
6065040609,Riverside County,California,0.07,0.0,0.35,0.0,0.07,0.23,0.3,0.08,0.25,0.67,0.07,0,0.0,False,False,False,14774.0,0.12,0.04,False,0.1232,0.0318,0.0,99.0,1.0,11.0,585300.0,1569.0,20.0,True,710.0,650.0,240.0,78.2,2.0,15.0,5.0
6065040611,Riverside County,California,0.08,0.0,0.2,0.0,0.06,0.24,0.42,0.12,0.14,0.8,0.05,0,0.0,False,False,False,8054.0,0.09,0.02,False,0.0031,0.0008,0.0,99.0,1.0,13.0,588200.0,5849.0,77.0,True,760.0,730.0,260.0,81.09,5.0,12.0,4.0
6065040613,Riverside County,California,0.06,0.0,0.26,0.0,0.1,0.2,0.41,0.12,0.14,0.77,0.07,0,0.0,False,False,False,11946.0,0.02,0.0,False,0.0022,0.0008,0.0,100.0,1.0,13.0,585300.0,5958.0,79.0,True,750.0,700.0,260.0,82.0,3.0,8.0,4.0
6065040615,Riverside County,California,0.08,0.0,0.2,0.0,0.1,0.24,0.37,0.09,0.17,0.74,0.08,0,0.0,False,False,False,10810.0,0.08,0.01,False,0.0049,0.0008,0.0,78.0,1.0,7.0,551400.0,5759.0,76.0,True,760.0,710.0,260.0,81.09,3.0,10.0,6.0
6065040616,Riverside County,California,0.12,0.0,0.31,0.0,0.06,0.17,0.36,0.14,0.13,0.78,0.08,0,0.0,False,False,False,8333.0,0.18,0.06,False,0.2798,0.0407,0.0001,92.0,1.0,14.0,600700.0,2244.0,28.0,True,740.0,770.0,280.0,81.2,4.0,16.0,1.0
6065040701,Riverside County,California,0.04,0.01,0.04,0.0,0.03,0.63,0.26,0.04,0.07,0.74,0.17,0,0.0,False,False,False,2417.0,0.02,0.0,False,0.0154,0.0139,0.0,99.0,1.0,8.0,557100.0,1921.0,24.0,True,869.0,770.0,430.0,76.09,4.0,10.0,4.0
6065040702,Riverside County,California,0.0,0.0,0.01,0.0,0.04,0.62,0.34,0.15,0.1,0.74,0.15,0,0.0,False,False,False,2614.0,0.06,0.0,False,0.0552,0.0075,0.0,100.0,1.0,11.0,484200.0,2922.0,37.0,True,880.0,840.0,450.0,78.2,4.0,10.0,3.0
6065040703,Riverside County,California,0.0,0.0,0.02,0.0,0.02,0.61,0.33,0.1,0.09,0.75,0.15,0,0.0,False,False,False,2643.0,0.39,0.17,False,0.0242,0.0112,0.0,99.0,1.0,21.0,489300.0,2201.0,27.0,True,930.0,969.0,560.0,75.59,5.0,24.0,7.0
6065040806,Riverside County,California,0.03,0.02,0.04,0.0,0.04,0.54,0.38,0.13,0.09,0.77,0.13,0,0.0,False,False,False,3202.0,0.22,0.09,False,0.0173,0.0204,0.0,100.0,1.0,13.0,495600.0,2509.0,31.0,True,869.0,790.0,390.0,82.6,0.0,16.0,6.0
6065040807,Riverside County,California,0.03,0.02,0.03,0.01,0.08,0.36,0.51,0.18,0.16,0.7,0.12,0,0.0,False,False,False,3543.0,0.2,0.07,False,0.0397,0.0196,0.0,99.0,1.0,14.0,454100.0,3466.0,44.0,True,880.0,819.0,409.0,84.3,3.0,16.0,6.0
6065040808,Riverside County,California,0.08,0.0,0.06,0.0,0.06,0.2,0.61,0.3,0.19,0.71,0.08,1,1.0,True,False,True,8774.0,0.67,0.32,True,0.0268,0.0063,0.0,82.0,2.0,31.0,383800.0,4944.0,66.0,True,950.0,1210.0,580.0,83.9,10.0,47.0,13.0
6065040809,Riverside County,California,0.06,0.0,0.14,0.0,0.0,0.24,0.53,0.19,0.14,0.76,0.08,1,1.0,True,False,True,4262.0,0.37,0.16,False,0.0049,0.005,0.0,42.0,1.0,19.0,447300.0,5531.0,73.0,True,880.0,990.0,440.0,79.9,3.0,28.0,19.0
6065040812,Riverside County,California,0.0,0.0,0.0,0.0,0.01,0.56,0.41,0.04,0.14,0.73,0.11,0,0.0,False,False,False,4059.0,0.52,0.23,False,0.0205,0.007,0.0,98.0,2.0,24.0,440500.0,3569.0,46.0,True,919.0,1010.0,540.0,79.4,4.0,34.0,18.0
6065040813,Riverside County,California,0.02,0.0,0.12,0.0,0.01,0.55,0.28,0.03,0.08,0.76,0.15,0,0.0,False,False,False,6377.0,0.27,0.11,False,0.0393,0.0293,0.0,97.0,1.0,13.0,615300.0,2274.0,28.0,True,850.0,860.0,430.0,83.4,2.0,18.0,6.0
6065040814,Riverside County,California,0.07,0.0,0.14,0.0,0.06,0.31,0.43,0.18,0.19,0.75,0.05,0,0.0,False,False,False,5152.0,0.62,0.29,False,0.0006,0.0008,0.0,100.0,2.0,28.0,384800.0,4851.0,64.0,True,930.0,880.0,370.0,80.09,3.0,42.0,15.0
6065040815,Riverside County,California,0.13,0.0,0.24,0.0,0.03,0.23,0.35,0.11,0.11,0.8,0.08,0,0.0,False,False,False,3960.0,0.02,0.0,False,0.0,0.0008,0.0,100.0,2.0,19.0,448200.0,5728.0,76.0,True,800.0,770.0,310.0,81.09,5.0,10.0,4.0
6065040816,Riverside County,California,0.11,0.0,0.15,0.0,0.05,0.32,0.35,0.07,0.08,0.82,0.09,0,0.0,False,False,False,2446.0,0.16,0.05,False,0.0027,0.0015,0.0,100.0,1.0,11.0,442600.0,3479.0,44.0,True,840.0,780.0,320.0,81.09,5.0,13.0,6.0
6065040821,Riverside County,California,0.09,0.03,0.15,0.0,0.06,0.34,0.35,0.14,0.14,0.78,0.07,0,0.0,False,False,False,5973.0,0.34,0.15,False,0.0032,0.0008,0.0,74.0,2.0,24.0,450900.0,5534.0,73.0,True,890.0,810.0,330.0,80.3,4.0,27.0,12.0
6065040901,Riverside County,California,0.07,0.0,0.17,0.0,0.06,0.21,0.5,0.07,0.14,0.77,0.08,0,0.0,False,False,False,8029.0,0.36,0.15,False,0.0004,0.0008,0.0,75.0,1.0,26.0,367500.0,5437.0,72.0,True,840.0,780.0,320.0,80.09,5.0,25.0,9.0
6065040902,Riverside County,California,0.02,0.0,0.1,0.01,0.11,0.31,0.5,0.15,0.11,0.71,0.17,0,0.0,False,False,False,6486.0,0.21,0.08,False,0.0375,0.0351,0.0,99.0,1.0,21.0,361500.0,1930.0,24.0,True,860.0,940.0,500.0,81.09,5.0,26.0,13.0
6065040903,Riverside County,California,0.08,0.0,0.03,0.0,0.07,0.25,0.6,0.05,0.16,0.71,0.12,0,0.0,False,False,False,2889.0,0.58,0.27,False,0.0,0.0073,0.0,100.0,2.0,32.0,344600.0,4849.0,64.0,True,910.0,1100.0,550.0,80.59,2.0,39.0,11.0
6065040904,Riverside County,California,0.03,0.0,0.04,0.0,0.03,0.26,0.64,0.15,0.12,0.76,0.11,1,1.0,True,False,True,4365.0,0.37,0.16,False,0.0008,0.007,0.0,100.0,1.0,13.0,368200.0,4391.0,58.0,True,890.0,1070.0,500.0,79.8,2.0,27.0,12.0
6065041001,Riverside County,California,0.1,0.01,0.0,0.0,0.0,0.21,0.65,0.32,0.16,0.77,0.05,4,4.0,True,False,True,2750.0,0.78,0.4,True,0.0,0.0008,0.0,100.0,2.0,47.0,276900.0,5240.0,70.0,True,960.0,1080.0,459.0,,7.0,48.0,25.0
6065041002,Riverside County,California,0.04,0.03,0.01,0.0,0.01,0.1,0.82,0.25,0.15,0.77,0.07,0,0.0,False,False,False,3551.0,0.59,0.27,False,0.0,0.0008,0.0,100.0,2.0,28.0,307800.0,4840.0,64.0,True,860.0,930.0,390.0,80.09,10.0,37.0,6.0
6065041003,Riverside County,California,0.04,0.0,0.04,0.0,0.05,0.23,0.66,0.32,0.09,0.8,0.09,0,0.0,False,False,False,2814.0,0.36,0.15,False,0.0066,0.0008,0.0,100.0,1.0,13.0,349800.0,2994.0,38.0,True,850.0,930.0,459.0,78.3,8.0,26.0,10.0
6065041004,Riverside County,California,0.05,0.0,0.05,0.0,0.1,0.18,0.66,0.29,0.15,0.76,0.08,4,4.0,True,False,True,4798.0,0.66,0.31,True,0.0933,0.0231,0.0,99.0,2.0,32.0,346700.0,818.0,11.0,True,900.0,840.0,370.0,80.8,3.0,40.0,8.0
6065041101,Riverside County,California,0.01,0.0,0.0,0.0,0.01,0.07,0.9,0.4,0.26,0.66,0.06,8,7.0,True,False,True,6247.0,0.96,0.64,True,0.0007,0.0008,0.0,64.0,2.0,58.0,274100.0,6029.0,79.0,True,1010.0,1090.0,420.0,76.3,3.0,67.0,30.0
6065041102,Riverside County,California,0.01,0.0,0.04,0.0,0.03,0.17,0.74,0.33,0.11,0.81,0.06,2,2.0,True,False,True,4689.0,0.82,0.43,True,0.01,0.0008,0.0,94.0,2.0,28.0,371700.0,3203.0,41.0,True,960.0,1180.0,520.0,78.3,10.0,49.0,18.0
6065041201,Riverside County,California,0.05,0.0,0.07,0.0,0.0,0.18,0.68,0.25,0.1,0.78,0.11,0,0.0,False,False,False,4370.0,0.61,0.28,False,0.0137,0.0008,0.0,2.0,2.0,35.0,330400.0,3764.0,49.0,True,900.0,1120.0,530.0,75.5,11.0,36.0,16.0
6065041202,Riverside County,California,0.0,0.0,0.02,0.0,0.02,0.13,0.82,0.3,0.13,0.76,0.1,2,2.0,True,False,True,4683.0,0.72,0.36,True,0.0017,0.0008,0.0,3.0,2.0,27.0,290900.0,4433.0,58.0,True,869.0,1019.0,430.0,78.5,5.0,46.0,3.0
6065041203,Riverside County,California,0.02,0.0,0.06,0.0,0.03,0.09,0.8,0.31,0.14,0.8,0.05,4,4.0,True,False,True,3499.0,0.69,0.33,True,0.0,0.0008,0.0,0.0,2.0,36.0,284900.0,5002.0,66.0,True,940.0,940.0,380.0,77.2,8.0,42.0,18.0
6065041301,Riverside County,California,0.01,0.0,0.04,0.0,0.01,0.09,0.83,0.33,0.2,0.72,0.06,1,1.0,True,True,True,3902.0,0.73,0.36,True,0.0095,0.0008,0.0,62.0,2.0,27.0,337000.0,3021.0,38.0,True,910.0,1070.0,459.0,78.5,4.0,48.0,19.0
6065041302,Riverside County,California,0.02,0.01,0.04,0.0,0.03,0.08,0.85,0.25,0.14,0.79,0.05,1,1.0,True,False,True,4786.0,0.51,0.23,False,0.0019,0.0008,0.0,24.0,2.0,44.0,316500.0,4396.0,58.0,True,840.0,990.0,390.0,81.2,8.0,35.0,14.0
6065041403,Riverside County,California,0.06,0.0,0.16,0.0,0.04,0.3,0.44,0.16,0.1,0.71,0.17,0,0.0,False,False,False,4106.0,0.29,0.12,False,0.0119,0.0047,0.0,74.0,1.0,28.0,401300.0,4834.0,64.0,True,850.0,1019.0,509.0,78.2,7.0,23.0,4.0
6065041404,Riverside County,California,0.06,0.0,0.07,0.0,0.08,0.25,0.55,0.24,0.12,0.77,0.1,0,0.0,False,False,False,3927.0,0.32,0.13,False,0.0008,0.0008,0.0,99.0,2.0,20.0,376400.0,5299.0,70.0,True,840.0,869.0,370.0,80.09,5.0,26.0,5.0
6065041405,Riverside County,California,0.06,0.01,0.06,0.0,0.02,0.26,0.56,0.24,0.1,0.79,0.09,0,0.0,False,False,False,4478.0,0.3,0.12,False,0.0024,0.0018,0.0,100.0,1.0,31.0,236300.0,6219.0,82.0,True,880.0,910.0,430.0,77.4,2.0,25.0,8.0
6065041406,Riverside County,California,0.09,0.0,0.09,0.01,0.05,0.26,0.51,0.17,0.12,0.8,0.06,0,0.0,False,False,False,5974.0,0.22,0.09,False,0.0008,0.0008,0.0,76.0,1.0,26.0,391300.0,5523.0,73.0,True,869.0,730.0,300.0,81.9,5.0,20.0,5.0
6065041407,Riverside County,California,0.06,0.02,0.05,0.01,0.06,0.19,0.66,0.21,0.13,0.75,0.11,0,0.0,False,False,False,5873.0,0.57,0.26,False,0.002,0.0008,0.0,1.0,2.0,32.0,326300.0,5560.0,74.0,True,910.0,1000.0,459.0,78.9,5.0,34.0,9.0
6065041408,Riverside County,California,0.06,0.0,0.05,0.0,0.01,0.21,0.62,0.34,0.1,0.82,0.06,0,0.0,False,False,False,4581.0,0.62,0.29,False,0.0,0.0008,0.0,40.0,2.0,39.0,,6311.0,83.0,True,940.0,760.0,340.0,74.09,6.0,38.0,14.0
6065041409,Riverside County,California,0.06,0.01,0.17,0.0,0.01,0.41,0.33,0.08,0.13,0.77,0.08,0,0.0,False,False,False,16512.0,0.02,0.0,False,0.0411,0.0807,0.0,97.0,1.0,8.0,529300.0,1658.0,21.0,True,819.0,810.0,360.0,80.8,4.0,11.0,5.0
6065041410,Riverside County,California,0.0,0.02,0.0,0.0,0.01,0.02,0.95,0.38,0.17,0.75,0.07,5,4.0,True,False,True,2949.0,0.75,0.38,True,0.001,0.0011,0.0,97.0,3.0,50.0,334300.0,6987.0,88.0,True,940.0,1250.0,500.0,74.4,5.0,49.0,34.0
6065041411,Riverside County,California,0.02,0.0,0.02,0.0,0.04,0.19,0.74,0.19,0.13,0.7,0.16,0,0.0,False,False,False,2697.0,0.63,0.3,False,0.0,0.0008,0.0,100.0,2.0,40.0,306400.0,6190.0,81.0,True,850.0,1160.0,530.0,77.9,10.0,38.0,11.0
6065041412,Riverside County,California,0.06,0.01,0.09,0.0,0.02,0.24,0.58,0.19,0.07,0.76,0.16,0,0.0,False,False,False,5542.0,0.45,0.2,False,0.0039,0.0039,0.0,99.0,2.0,22.0,327100.0,6960.0,88.0,True,860.0,1140.0,580.0,79.3,7.0,30.0,13.0
6065041500,Riverside County,California,0.06,0.01,0.04,0.0,0.01,0.2,0.65,0.21,0.13,0.79,0.06,6,5.0,True,False,True,3263.0,0.76,0.38,True,0.2838,0.0165,0.0,60.0,2.0,43.0,253600.0,4468.0,59.0,True,830.0,1050.0,420.0,76.09,7.0,50.0,16.0
6065041600,Riverside County,California,0.01,0.0,0.02,0.0,0.02,0.07,0.86,0.4,0.17,0.78,0.04,5,5.0,True,False,True,6511.0,0.85,0.47,True,0.0002,0.0013,0.0,4.0,2.0,51.0,310700.0,6887.0,88.0,True,950.0,1110.0,459.0,80.3,3.0,55.0,19.0
6065041702,Riverside County,California,0.02,0.0,0.01,0.0,0.06,0.31,0.63,0.1,0.12,0.75,0.11,0,0.0,False,False,False,5185.0,0.36,0.15,False,0.0007,0.0015,0.0,0.0,2.0,20.0,411200.0,5088.0,68.0,True,830.0,919.0,430.0,79.8,3.0,28.0,11.0
6065041703,Riverside County,California,0.05,0.0,0.0,0.0,0.03,0.15,0.77,0.33,0.16,0.75,0.07,5,5.0,True,False,True,6378.0,0.84,0.45,True,0.0002,0.0018,0.0,46.0,2.0,53.0,49800.0,7028.0,89.0,True,950.0,1160.0,490.0,79.4,3.0,56.0,22.0
6065041704,Riverside County,California,0.01,0.0,0.03,0.0,0.03,0.08,0.86,0.41,0.14,0.8,0.05,6,6.0,True,False,True,3815.0,0.84,0.46,True,0.0,0.0008,0.0,0.0,3.0,48.0,348400.0,6586.0,85.0,True,940.0,1190.0,470.0,80.4,7.0,53.0,18.0
6065041803,Riverside County,California,0.04,0.0,0.17,0.0,0.06,0.44,0.28,0.1,0.13,0.76,0.09,0,0.0,False,False,False,7092.0,0.14,0.05,False,0.0054,0.031,0.0,100.0,1.0,7.0,549000.0,4826.0,64.0,True,790.0,680.0,300.0,82.3,4.0,13.0,4.0
6065041804,Riverside County,California,0.03,0.0,0.11,0.0,0.02,0.49,0.34,0.07,0.09,0.77,0.12,0,0.0,False,False,False,4826.0,0.13,0.04,False,0.0274,0.0255,0.0,100.0,1.0,7.0,563900.0,3977.0,52.0,True,850.0,819.0,390.0,80.2,4.0,14.0,3.0
6065041805,Riverside County,California,0.05,0.0,0.08,0.0,0.06,0.29,0.53,0.2,0.13,0.79,0.07,0,0.0,False,False,False,6205.0,0.22,0.08,False,0.0002,0.0026,0.0,55.0,1.0,15.0,410500.0,5340.0,71.0,True,840.0,710.0,310.0,76.7,6.0,19.0,8.0
6065041806,Riverside County,California,0.1,0.0,0.13,0.03,0.03,0.36,0.33,0.02,0.14,0.76,0.09,0,0.0,False,False,False,4858.0,0.02,0.0,False,0.0,0.0008,0.0,100.0,1.0,3.0,543300.0,5668.0,75.0,True,810.0,720.0,320.0,81.09,2.0,5.0,4.0
6065041807,Riverside County,California,0.02,0.0,0.03,0.0,0.03,0.43,0.48,0.17,0.09,0.77,0.13,0,0.0,False,False,False,2329.0,0.09,0.02,False,0.0002,0.0008,0.0,3.0,1.0,14.0,432200.0,5045.0,67.0,True,830.0,810.0,390.0,80.59,4.0,8.0,3.0
6065041808,Riverside County,California,0.04,0.0,0.16,0.0,0.04,0.46,0.31,0.09,0.09,0.74,0.16,0,0.0,False,False,False,6728.0,0.02,0.0,False,0.0012,0.0015,0.0,78.0,1.0,16.0,606400.0,5922.0,78.0,True,810.0,819.0,400.0,81.0,5.0,10.0,6.0
6065041809,Riverside County,California,0.07,0.0,0.03,0.0,0.05,0.5,0.35,0.1,0.09,0.81,0.09,0,0.0,False,False,False,5815.0,0.35,0.15,False,0.0014,0.0008,0.0,78.0,2.0,32.0,364500.0,6657.0,86.0,True,900.0,960.0,490.0,80.8,8.0,21.0,6.0
6065041810,Riverside County,California,0.06,0.0,0.11,0.0,0.05,0.47,0.31,0.09,0.11,0.8,0.08,0,0.0,False,False,False,6192.0,0.13,0.04,False,0.0037,0.0008,0.0,52.0,1.0,14.0,583400.0,5431.0,72.0,True,830.0,770.0,370.0,79.0,4.0,13.0,8.0
6065041812,Riverside County,California,0.04,0.0,0.08,0.0,0.02,0.43,0.44,0.16,0.12,0.72,0.15,0,0.0,False,False,False,3336.0,0.27,0.11,False,0.0,0.0015,0.0,0.0,2.0,15.0,428400.0,5349.0,71.0,True,840.0,890.0,470.0,77.4,3.0,17.0,4.0
6065041813,Riverside County,California,0.04,0.0,0.04,0.0,0.03,0.28,0.63,0.25,0.13,0.72,0.13,4,4.0,True,False,True,7165.0,0.77,0.39,True,0.0001,0.0014,0.0,46.0,2.0,41.0,372900.0,5449.0,72.0,True,900.0,1150.0,580.0,77.7,8.0,48.0,18.0
6065041904,Riverside County,California,0.01,0.0,0.08,0.0,0.01,0.4,0.48,0.22,0.09,0.8,0.09,0,0.0,False,False,False,5391.0,0.05,0.0,False,0.0438,0.044,0.0001,99.0,1.0,11.0,413100.0,4506.0,59.0,True,840.0,819.0,409.0,84.5,6.0,15.0,4.0
6065041905,Riverside County,California,0.07,0.01,0.02,0.0,0.05,0.27,0.58,0.29,0.14,0.76,0.08,0,0.0,False,False,False,3391.0,0.57,0.26,False,0.0002,0.0022,0.0,100.0,2.0,35.0,390600.0,4582.0,61.0,True,869.0,850.0,370.0,79.2,3.0,36.0,16.0
6065041906,Riverside County,California,0.02,0.0,0.03,0.0,0.03,0.25,0.65,0.24,0.13,0.75,0.1,1,1.0,True,False,True,6583.0,0.65,0.31,True,0.0,0.0027,0.0,72.0,2.0,36.0,329900.0,5834.0,77.0,True,890.0,930.0,440.0,80.5,8.0,42.0,10.0
6065041909,Riverside County,California,0.01,0.01,0.06,0.0,0.04,0.34,0.55,0.17,0.11,0.75,0.13,0,0.0,False,False,False,5622.0,0.41,0.18,False,0.0286,0.0227,0.0,97.0,2.0,26.0,462000.0,2724.0,34.0,True,890.0,1030.0,520.0,83.1,4.0,30.0,12.0
6065041910,Riverside County,California,0.12,0.0,0.08,0.0,0.02,0.41,0.37,0.1,0.1,0.67,0.21,0,0.0,False,False,False,7685.0,0.28,0.11,False,0.0538,0.0473,0.0,96.0,1.0,15.0,425900.0,3107.0,39.0,True,840.0,919.0,490.0,80.0,2.0,17.0,3.0
6065041911,Riverside County,California,0.09,0.0,0.15,0.0,0.07,0.4,0.29,0.05,0.16,0.69,0.13,0,0.0,False,False,False,13750.0,0.17,0.06,False,0.0376,0.1317,0.0,97.0,1.0,15.0,480700.0,570.0,8.0,True,819.0,840.0,409.0,86.1,7.0,15.0,5.0
6065041912,Riverside County,California,0.01,0.0,0.23,0.0,0.06,0.44,0.25,0.08,0.12,0.76,0.11,0,0.0,False,False,False,6797.0,0.12,0.04,False,0.0022,0.1023,0.0,99.0,1.0,11.0,571700.0,3204.0,41.0,True,800.0,780.0,350.0,79.3,6.0,19.0,6.0
6065041913,Riverside County,California,0.05,0.0,0.12,0.01,0.03,0.47,0.32,0.08,0.12,0.76,0.11,0,0.0,False,False,False,5414.0,0.09,0.02,False,0.004,0.0835,0.0,99.0,1.0,22.0,470200.0,3049.0,39.0,True,819.0,740.0,340.0,84.0,5.0,14.0,7.0
6065042003,Riverside County,California,0.06,0.0,0.1,0.0,0.05,0.44,0.36,0.04,0.13,0.74,0.12,0,0.0,False,False,False,6776.0,0.13,0.04,False,0.0373,0.2462,0.0,98.0,1.0,12.0,559900.0,1845.0,23.0,True,850.0,860.0,430.0,80.7,4.0,14.0,5.0
6065042004,Riverside County,California,0.05,0.0,0.01,0.0,0.01,0.54,0.36,0.14,0.07,0.72,0.2,0,0.0,False,False,False,3722.0,0.1,0.03,False,0.017,0.0102,0.0,99.0,1.0,9.0,521200.0,2584.0,32.0,True,860.0,919.0,509.0,80.09,1.0,11.0,5.0
6065042005,Riverside County,California,0.06,0.0,0.14,0.0,0.04,0.42,0.32,0.14,0.08,0.79,0.12,0,0.0,False,False,False,5821.0,0.1,0.03,False,0.0371,0.0446,0.0,99.0,1.0,11.0,534500.0,2605.0,33.0,True,830.0,840.0,420.0,84.1,4.0,13.0,7.0
6065042007,Riverside County,California,0.07,0.02,0.03,0.0,0.05,0.61,0.22,0.11,0.12,0.71,0.16,0,0.0,False,False,False,5058.0,0.33,0.14,False,0.0386,1.0588,0.0,89.0,3.0,18.0,470900.0,235.0,4.0,True,880.0,1000.0,550.0,75.59,4.0,22.0,11.0
6065042008,Riverside County,California,0.05,0.0,0.05,0.0,0.04,0.42,0.43,0.19,0.14,0.7,0.14,0,0.0,False,False,False,8902.0,0.06,0.0,False,0.0424,0.339,0.0,97.0,1.0,9.0,486000.0,815.0,11.0,True,830.0,840.0,420.0,83.8,2.0,10.0,4.0
6065042009,Riverside County,California,0.07,0.0,0.06,0.0,0.03,0.23,0.61,0.34,0.14,0.72,0.12,5,4.0,True,False,True,8126.0,0.73,0.36,True,0.042,0.1973,0.0,99.0,2.0,24.0,433700.0,1199.0,15.0,True,960.0,1210.0,560.0,81.2,11.0,44.0,24.0
6065042010,Riverside County,California,0.11,0.0,0.0,0.0,0.01,0.08,0.79,0.52,0.15,0.72,0.11,4,3.0,True,False,True,6179.0,0.8,0.42,True,0.038,0.2277,0.0,96.0,3.0,45.0,215400.0,1603.0,20.0,True,980.0,1320.0,580.0,79.8,6.0,51.0,27.0
6065042012,Riverside County,California,0.1,0.0,0.07,0.0,0.06,0.39,0.36,0.18,0.15,0.77,0.07,0,0.0,False,False,False,6956.0,0.23,0.09,False,0.0043,0.0016,0.0,99.0,1.0,17.0,408900.0,5043.0,67.0,True,869.0,730.0,320.0,83.4,5.0,18.0,6.0
6065042013,Riverside County,California,0.06,0.0,0.18,0.0,0.09,0.51,0.16,0.05,0.09,0.79,0.1,0,0.0,False,False,False,7811.0,0.02,0.0,False,0.0029,0.0029,0.0,100.0,1.0,9.0,456300.0,4974.0,66.0,True,830.0,740.0,330.0,78.7,6.0,14.0,5.0
6065042014,Riverside County,California,0.11,0.0,0.09,0.0,0.04,0.4,0.35,0.1,0.12,0.79,0.08,0,0.0,False,False,False,11624.0,0.02,0.0,False,0.0017,0.0009,0.0,100.0,1.0,13.0,452400.0,5384.0,72.0,True,850.0,720.0,310.0,81.09,3.0,14.0,8.0
6065042206,Riverside County,California,0.09,0.01,0.06,0.0,0.06,0.47,0.31,0.14,0.1,0.78,0.1,0,0.0,False,False,False,5820.0,0.45,0.2,False,0.0212,0.007,0.0,95.0,2.0,24.0,394400.0,4290.0,56.0,True,869.0,670.0,340.0,80.7,3.0,34.0,11.0
6065042207,Riverside County,California,0.05,0.0,0.07,0.0,0.04,0.57,0.24,0.06,0.06,0.71,0.21,0,0.0,False,False,False,2889.0,0.14,0.05,False,0.0176,0.0188,0.0,100.0,1.0,7.0,503200.0,3564.0,46.0,True,810.0,840.0,480.0,80.8,4.0,12.0,6.0
6065042208,Riverside County,California,0.02,0.0,0.07,0.0,0.07,0.58,0.26,0.06,0.13,0.65,0.2,0,0.0,False,False,False,2635.0,0.02,0.0,False,0.0015,0.0015,0.0,100.0,1.0,7.0,479700.0,3938.0,51.0,True,810.0,900.0,560.0,80.59,2.0,7.0,5.0
6065042209,Riverside County,California,0.11,0.03,0.17,0.0,0.04,0.19,0.47,0.27,0.16,0.78,0.04,9,5.0,True,False,True,5439.0,0.68,0.33,True,0.0058,0.004,0.0,83.0,3.0,46.0,83100.0,6519.0,85.0,True,1010.0,770.0,360.0,75.8,14.0,72.0,30.0
