census_tract_2010_id,county_name,state_territory,percent_black_or_african_american_alone,percent_american_indian___alaska_native,percent_asian,percent_native_hawaiian_or_pacific,percent_two_or_more_races,percent_white,percent_hispanic_or_latino,percent_other_races,percent_age_under_10,percent_age_10_to_64,percent_age_over_64,total_threshold_criteria_exceeded,total_categories_exceeded,identified_as_disadvantaged_without_considering_neighbors,identified_as_disadvantaged_based_on_neighbors_and_relaxed_low_income_threshold_only,identified_as_disadvantaged,total_population,adjusted_percent_of_individuals_below_200pct_federal_poverty_line_percentile,adjusted_percent_of_individuals_below_200pct_federal_poverty_line,is_low_income,expected_agricultural_loss_rate_natural_hazards_risk_index,expected_building_loss_rate_natural_hazards_risk_index,expected_population_loss_rate_natural_hazards_risk_index,share_of_properties_at_risk_of_fire_in_30_years,energy_burden,housing_burden_percent,median_value_usd_of_owner-occupied_housing_units,share_of_the_tract's_land_area_that_is_covered_by_impervious_surface_or_cropland_as_a_percent,share_of_the_tract's_land_area_that_is_covered_by_impervious_surface_or_cropland_as_a_percent_percentile,does_the_tract_have_at_least_35_acres_in_it,current_asthma_among_adults_aged_greater_than_or_equal_to_18_years,diagnosed_diabetes_among_adults_aged_greater_than_or_equal_to_18_years,coronary_heart_disease_among_adults_aged_greater_than_or_equal_to_18_years,life_expectancy_years,unemployment_percent,percent_of_individuals_below_200pct_federal_poverty_line,percent_of_individuals_below_100pct_federal_poverty_line
6001441924,Alameda County,California,0.02,0.0,0.62,0.0,0.06,0.18,0.11,0.08,0.14,0.74,0.1,0,0.0,False,False,False,7481.0,0.05,0.0,False,0.0,0.0006,0.0,93.0,1.0,15.0,809800.0,5747.0,76.0,True,670.0,620.0,260.0,83.5,3.0,6.0,2.0
6001441925,Alameda County,California,0.06,0.0,0.68,0.0,0.03,0.14,0.07,0.06,0.1,0.84,0.04,0,0.0,False,False,False,7291.0,0.05,0.0,False,1.2425,0.0007,0.0,61.0,0.0,18.0,563100.0,4137.0,54.0,True,650.0,430.0,170.0,81.3,1.0,8.0,6.0
6001441926,Alameda County,California,0.03,0.0,0.49,0.01,0.07,0.08,0.32,0.22,0.18,0.77,0.03,0,0.0,False,False,False,4595.0,0.24,0.09,False,0.0,0.0005,0.0,0.0,1.0,19.0,701900.0,6072.0,80.0,True,750.0,610.0,260.0,80.5,4.0,16.0,6.0
6001441927,Alameda County,California,0.03,0.0,0.65,0.01,0.06,0.13,0.09,0.07,0.17,0.72,0.09,0,0.0,False,False,False,4492.0,0.18,0.06,False,0.0,0.0005,0.0,0.0,0.0,21.0,767100.0,7134.0,89.0,True,660.0,560.0,280.0,79.8,3.0,11.0,4.0
6001442000,Alameda County,California,0.0,0.0,0.73,0.0,0.02,0.15,0.07,0.0,0.09,0.74,0.15,0,0.0,False,False,False,3419.0,0.02,0.0,False,17.1512,0.0061,0.0,99.0,1.0,9.0,1651400.0,1091.0,14.0,True,640.0,869.0,360.0,89.1,2.0,2.0,1.0
6001442100,Alameda County,California,0.01,0.0,0.8,0.0,0.02,0.13,0.0,0.0,0.08,0.75,0.16,0,0.0,False,False,False,5462.0,0.02,0.0,False,0.0266,0.0005,0.0,98.0,1.0,7.0,1226700.0,5335.0,71.0,True,600.0,860.0,370.0,88.6,3.0,5.0,2.0
6001442200,Alameda County,California,0.01,0.0,0.7,0.0,0.02,0.19,0.05,0.02,0.11,0.7,0.17,0,0.0,False,False,False,7473.0,0.09,0.02,False,0.0567,0.0007,0.0,81.0,1.0,6.0,1452600.0,5379.0,71.0,True,650.0,850.0,390.0,,2.0,8.0,0.0
6001442301,Alameda County,California,0.03,0.0,0.54,0.0,0.05,0.17,0.18,0.1,0.09,0.79,0.1,0,0.0,False,False,False,5496.0,0.08,0.01,False,0.0,0.0015,0.0001,0.0,1.0,25.0,861500.0,5872.0,78.0,True,760.0,819.0,370.0,80.09,3.0,12.0,6.0
6001442302,Alameda County,California,0.05,0.0,0.6,0.0,0.04,0.17,0.11,0.09,0.14,0.73,0.11,0,0.0,False,False,False,6366.0,0.2,0.08,False,0.0239,0.001,0.0,5.0,1.0,36.0,823200.0,6432.0,84.0,True,780.0,770.0,350.0,81.2,3.0,21.0,9.0
6001442400,Alameda County,California,0.04,0.0,0.48,0.0,0.02,0.2,0.24,0.15,0.08,0.8,0.11,0,0.0,False,False,False,6822.0,0.11,0.03,False,0.0,0.0005,0.0,0.0,1.0,11.0,787400.0,6034.0,79.0,True,780.0,780.0,370.0,83.7,0.0,13.0,5.0
6001442500,Alameda County,California,0.03,0.01,0.48,0.01,0.1,0.16,0.23,0.12,0.09,0.76,0.14,1,1.0,True,False,True,7374.0,0.12,0.04,False,0.0,0.0007,0.0,10.0,1.0,19.0,799500.0,5962.0,79.0,True,760.0,880.0,409.0,84.6,2.0,10.0,6.0
6001442601,Alameda County,California,0.0,0.0,0.4,0.0,0.04,0.35,0.2,0.12,0.08,0.76,0.15,0,0.0,False,False,False,4160.0,0.15,0.05,False,0.0,0.0008,0.0,0.0,1.0,13.0,934600.0,5632.0,75.0,True,760.0,780.0,420.0,84.7,3.0,11.0,3.0
6001442602,Alameda County,California,0.03,0.0,0.3,0.0,0.04,0.33,0.27,0.2,0.14,0.75,0.1,0,0.0,False,False,False,5059.0,0.13,0.04,False,0.0,0.0006,0.0,0.0,1.0,21.0,974200.0,5458.0,73.0,True,810.0,750.0,390.0,83.0,2.0,14.0,2.0
6001442700,Alameda County,California,0.05,0.0,0.39,0.0,0.06,0.36,0.15,0.03,0.12,0.71,0.15,0,0.0,False,False,False,3048.0,0.02,0.0,False,0.0,0.0006,0.0,1.0,1.0,9.0,892200.0,5626.0,75.0,True,770.0,760.0,440.0,84.4,3.0,5.0,2.0
6001442800,Alameda County,California,0.01,0.0,0.46,0.0,0.04,0.3,0.16,0.1,0.09,0.74,0.16,0,0.0,False,False,False,2952.0,0.02,0.0,False,0.0,0.0007,0.0,93.0,1.0,12.0,733400.0,6548.0,85.0,True,780.0,850.0,400.0,86.4,4.0,10.0,2.0
6001442900,Alameda County,California,0.03,0.01,0.46,0.02,0.05,0.26,0.17,0.1,0.12,0.74,0.12,0,0.0,False,False,False,7761.0,0.16,0.06,False,0.015,0.0008,0.0,21.0,1.0,17.0,806200.0,6186.0,81.0,True,750.0,770.0,360.0,84.6,2.0,10.0,1.0
6001443001,Alameda County,California,0.04,0.0,0.3,0.04,0.08,0.22,0.35,0.23,0.1,0.8,0.08,0,0.0,False,False,False,2891.0,0.1,0.02,False,0.0,0.0066,0.0004,0.0,1.0,17.0,808800.0,5903.0,78.0,True,760.0,790.0,330.0,78.59,3.0,11.0,5.0
6001443002,Alameda County,California,0.02,0.0,0.58,0.0,0.04,0.17,0.17,0.12,0.09,0.77,0.12,1,1.0,True,False,True,6930.0,0.2,0.07,False,0.0207,0.0005,0.0,0.0,1.0,25.0,858500.0,5944.0,78.0,True,750.0,819.0,360.0,79.4,7.0,15.0,2.0
6001443102,Alameda County,California,0.0,0.0,0.76,0.0,0.04,0.14,0.05,0.01,0.1,0.73,0.15,0,0.0,False,False,False,5065.0,0.02,0.0,False,0.1166,0.0005,0.0,13.0,0.0,6.0,1381200.0,4935.0,66.0,True,610.0,790.0,320.0,81.8,3.0,3.0,1.0
6001443103,Alameda County,California,0.0,0.0,0.81,0.0,0.04,0.11,0.03,0.0,0.1,0.72,0.17,0,0.0,False,False,False,4107.0,0.05,0.0,False,17.9919,0.0212,0.0,97.0,0.0,14.0,1921100.0,1007.0,13.0,True,570.0,860.0,330.0,90.0,6.0,9.0,3.0
6001443104,Alameda County,California,0.0,0.0,0.76,0.0,0.03,0.17,0.01,0.0,0.11,0.76,0.12,0,0.0,False,False,False,5620.0,0.02,0.0,False,0.0487,0.0007,0.0,100.0,1.0,15.0,1422300.0,5135.0,68.0,True,620.0,740.0,300.0,,5.0,5.0,3.0
6001443105,Alameda County,California,0.01,0.0,0.78,0.0,0.02,0.13,0.02,0.02,0.08,0.75,0.15,0,0.0,False,False,False,4785.0,0.02,0.0,False,1.0115,0.0006,0.0,73.0,1.0,13.0,1507700.0,3371.0,43.0,True,590.0,830.0,320.0,81.8,4.0,5.0,3.0
6001443200,Alameda County,California,0.0,0.0,0.75,0.01,0.04,0.18,0.0,0.0,0.05,0.73,0.2,0,0.0,False,False,False,4053.0,0.02,0.0,False,17.9902,0.014,0.0,99.0,0.0,14.0,2000001.0,1216.0,15.0,True,620.0,880.0,360.0,,5.0,6.0,3.0
6001443301,Alameda County,California,0.02,0.0,0.59,0.0,0.05,0.25,0.08,0.03,0.12,0.74,0.13,0,0.0,False,False,False,4355.0,0.02,0.0,False,0.0386,0.0008,0.0,75.0,1.0,7.0,1151400.0,5233.0,70.0,True,650.0,740.0,320.0,81.3,5.0,1.0,0.0
6001443321,Alameda County,California,0.03,0.0,0.79,0.0,0.03,0.05,0.09,0.04,0.19,0.74,0.05,0,0.0,False,False,False,3368.0,0.02,0.0,False,0.0,0.0005,0.0,15.0,1.0,10.0,677000.0,6119.0,80.0,True,620.0,630.0,229.0,84.0,2.0,7.0,5.0
6001443322,Alameda County,California,0.01,0.0,0.7,0.0,0.04,0.19,0.04,0.0,0.14,0.72,0.12,0,0.0,False,False,False,3308.0,0.02,0.0,False,0.0,0.0007,0.0,41.0,1.0,6.0,1180100.0,5380.0,72.0,True,660.0,730.0,330.0,81.8,3.0,4.0,3.0
6001444100,Alameda County,California,0.01,0.0,0.27,0.0,0.03,0.39,0.28,0.19,0.06,0.72,0.2,0,0.0,False,False,False,7556.0,0.06,0.0,False,0.0029,0.0005,0.0,0.0,1.0,15.0,784800.0,5564.0,74.0,True,819.0,990.0,509.0,85.9,3.0,9.0,4.0
6001444200,Alameda County,California,0.05,0.0,0.35,0.01,0.06,0.19,0.33,0.23,0.1,0.77,0.12,0,0.0,False,False,False,7112.0,0.13,0.04,False,0.0,0.0009,0.0,0.0,1.0,9.0,683300.0,5880.0,78.0,True,819.0,900.0,409.0,82.9,3.0,12.0,5.0
6001444301,Alameda County,California,0.04,0.02,0.28,0.0,0.08,0.32,0.32,0.16,0.1,0.75,0.13,0,0.0,False,False,False,3973.0,0.19,0.07,False,0.0208,0.0047,0.0002,0.0,1.0,11.0,845800.0,5127.0,68.0,True,810.0,860.0,400.0,83.0,4.0,15.0,7.0
6001444302,Alameda County,California,0.04,0.01,0.36,0.01,0.02,0.14,0.39,0.33,0.11,0.78,0.09,0,0.0,False,False,False,5185.0,0.2,0.08,False,0.4272,0.0043,0.0,0.0,1.0,31.0,780900.0,1439.0,18.0,True,800.0,819.0,340.0,81.3,2.0,20.0,3.0
6001444400,Alameda County,California,0.04,0.0,0.2,0.0,0.09,0.14,0.53,0.42,0.14,0.76,0.09,0,0.0,False,False,False,5477.0,0.23,0.09,False,0.0,0.0005,0.0,0.0,1.0,21.0,626500.0,6302.0,82.0,True,830.0,869.0,380.0,83.6,4.0,17.0,7.0
6001444500,Alameda County,California,0.04,0.0,0.25,0.01,0.06,0.18,0.47,0.33,0.12,0.79,0.08,0,0.0,False,False,False,7518.0,0.13,0.04,False,0.0,0.001,0.0,0.0,1.0,23.0,740700.0,6827.0,87.0,True,780.0,780.0,330.0,84.0,4.0,13.0,4.0
6001444601,Alameda County,California,0.01,0.0,0.37,0.0,0.06,0.31,0.25,0.11,0.11,0.7,0.17,0,0.0,False,False,False,5787.0,0.11,0.03,False,0.0,0.0007,0.0,52.0,1.0,11.0,840100.0,7081.0,89.0,True,780.0,869.0,409.0,80.7,6.0,6.0,3.0
6001444602,Alameda County,California,0.05,0.0,0.62,0.01,0.06,0.15,0.11,0.01,0.14,0.76,0.08,0,0.0,False,False,False,4563.0,0.02,0.0,False,7.3822,0.0007,0.0,76.0,1.0,12.0,598400.0,6209.0,81.0,True,690.0,640.0,250.0,81.3,3.0,4.0,2.0
6001450101,Alameda County,California,0.04,0.0,0.47,0.0,0.08,0.31,0.08,0.02,0.17,0.77,0.04,0,0.0,False,False,False,5750.0,0.12,0.04,False,0.2824,0.0008,0.0,91.0,1.0,15.0,678400.0,7133.0,89.0,True,740.0,459.0,190.0,,3.0,8.0,6.0
6001450102,Alameda County,California,0.06,0.01,0.41,0.0,0.09,0.24,0.17,0.05,0.14,0.78,0.07,0,0.0,False,False,False,5664.0,0.07,0.01,False,17.6163,0.0014,0.0,65.0,1.0,7.0,932500.0,2755.0,35.0,True,780.0,580.0,240.0,80.4,1.0,9.0,3.0
6001450200,Alameda County,California,0.03,0.0,0.38,0.0,0.06,0.41,0.1,0.0,0.17,0.73,0.09,0,0.0,False,False,False,5244.0,0.08,0.02,False,0.6294,0.0043,0.0001,100.0,1.0,12.0,640200.0,3631.0,47.0,True,840.0,530.0,250.0,82.2,5.0,12.0,8.0
6001450300,Alameda County,California,0.04,0.0,0.23,0.0,0.04,0.49,0.2,0.02,0.14,0.74,0.1,0,0.0,False,False,False,5212.0,0.24,0.09,False,0.0604,0.002,0.0,99.0,1.0,13.0,722800.0,6441.0,84.0,True,840.0,660.0,350.0,83.6,2.0,12.0,4.0
6001450400,Alameda County,California,0.03,0.01,0.28,0.0,0.06,0.48,0.13,0.02,0.13,0.74,0.12,0,0.0,False,False,False,7286.0,0.15,0.05,False,0.0377,0.0027,0.0,100.0,1.0,17.0,728000.0,6404.0,83.0,True,830.0,680.0,360.0,81.09,5.0,11.0,2.0
6001450501,Alameda County,California,0.0,0.0,0.25,0.0,0.09,0.59,0.08,0.01,0.13,0.72,0.14,0,0.0,False,False,False,3156.0,0.02,0.0,False,0.0,0.0015,0.0,100.0,1.0,16.0,789800.0,5252.0,70.0,True,819.0,690.0,390.0,83.5,4.0,5.0,4.0
6001450502,Alameda County,California,0.01,0.0,0.4,0.0,0.03,0.46,0.08,0.01,0.12,0.74,0.13,0,0.0,False,False,False,5490.0,0.02,0.0,False,16.5547,0.0273,0.0,99.0,1.0,9.0,1052800.0,1180.0,15.0,True,800.0,730.0,380.0,82.4,2.0,5.0,3.0
6001450601,Alameda County,California,0.01,0.0,0.36,0.0,0.04,0.5,0.06,0.0,0.06,0.76,0.16,0,0.0,False,False,False,3641.0,0.02,0.0,False,18.0012,0.0731,0.0,68.0,1.0,9.0,1232600.0,450.0,6.0,True,780.0,740.0,409.0,,2.0,6.0,3.0
6001450602,Alameda County,California,0.02,0.0,0.33,0.0,0.05,0.5,0.08,0.0,0.08,0.76,0.14,0,0.0,False,False,False,10265.0,0.07,0.01,False,1.2244,0.003,0.0,98.0,1.0,10.0,978200.0,4488.0,59.0,True,770.0,670.0,360.0,83.9,4.0,6.0,3.0
6001450603,Alameda County,California,0.01,0.0,0.29,0.0,0.03,0.55,0.11,0.03,0.13,0.72,0.13,0,0.0,False,False,False,5155.0,0.02,0.0,False,0.0681,0.0014,0.0,80.0,1.0,12.0,872400.0,6277.0,82.0,True,819.0,720.0,390.0,80.8,2.0,6.0,1.0
6001450604,Alameda County,California,0.0,0.0,0.27,0.0,0.05,0.58,0.09,0.02,0.08,0.75,0.15,0,0.0,False,False,False,5505.0,0.07,0.01,False,0.0,0.0009,0.0,0.0,1.0,12.0,1079100.0,4575.0,60.0,True,819.0,720.0,420.0,86.5,3.0,8.0,4.0
6001450605,Alameda County,California,0.0,0.0,0.24,0.01,0.03,0.61,0.09,0.0,0.09,0.71,0.18,0,0.0,False,False,False,3893.0,0.13,0.04,False,0.0389,0.0007,0.0,0.0,1.0,14.0,951100.0,5079.0,68.0,True,830.0,750.0,459.0,83.1,3.0,9.0,3.0
6001450606,Alameda County,California,0.0,0.0,0.28,0.0,0.05,0.6,0.06,0.0,0.11,0.74,0.14,0,0.0,False,False,False,6254.0,0.02,0.0,False,0.015,0.0021,0.0001,74.0,1.0,7.0,1089600.0,4689.0,62.0,True,790.0,710.0,380.0,83.0,4.0,5.0,2.0
6001450607,Alameda County,California,0.02,0.0,0.27,0.0,0.03,0.53,0.12,0.04,0.11,0.74,0.14,0,0.0,False,False,False,5717.0,0.31,0.13,False,2.8644,0.0017,0.0,82.0,1.0,31.0,1085900.0,4410.0,58.0,True,830.0,750.0,459.0,82.8,2.0,22.0,10.0
6001450701,Alameda County,California,0.02,0.0,0.32,0.0,0.05,0.55,0.06,0.0,0.08,0.75,0.15,0,0.0,False,False,False,8596.0,0.02,0.0,False,16.5677,0.0306,0.0,97.0,1.0,7.0,1681500.0,263.0,4.0,True,810.0,710.0,380.0,87.4,1.0,4.0,4.0
6001450741,Alameda County,California,0.02,0.0,0.19,0.0,0.06,0.53,0.19,0.06,0.08,0.76,0.15,0,0.0,False,False,False,5852.0,0.19,0.07,False,0.0445,0.0011,0.0,96.0,1.0,14.0,1002400.0,4815.0,64.0,True,850.0,760.0,459.0,83.8,0.0,13.0,5.0
6001450742,Alameda County,California,0.0,0.0,0.25,0.0,0.05,0.58,0.1,0.04,0.1,0.73,0.16,0,0.0,False,False,False,5436.0,0.02,0.0,False,3.7598,0.0027,0.0,98.0,1.0,13.0,832100.0,2365.0,29.0,True,790.0,740.0,430.0,85.4,2.0,7.0,3.0
6001450743,Alameda County,California,0.05,0.0,0.6,0.01,0.06,0.19,0.05,0.01,0.16,0.79,0.03,0,0.0,False,False,False,6684.0,0.07,0.01,False,0.0433,0.0014,0.0,0.0,1.0,10.0,797900.0,6797.0,87.0,True,690.0,490.0,200.0,81.3,2.0,8.0,7.0
6001450744,Alameda County,California,0.01,0.0,0.31,0.01,0.03,0.56,0.07,0.0,0.11,0.67,0.21,0,0.0,False,False,False,6273.0,0.06,0.0,False,1.5842,0.0016,0.0,50.0,1.0,14.0,932500.0,5972.0,79.0,True,800.0,680.0,360.0,83.9,1.0,7.0,4.0
6001450745,Alameda County,California,0.0,0.0,0.58,0.0,0.03,0.29,0.09,0.03,0.13,0.73,0.13,0,0.0,False,False,False,6712.0,0.02,0.0,False,2.0753,0.0024,0.0002,22.0,1.0,15.0,951900.0,2834.0,36.0,True,730.0,650.0,300.0,,5.0,4.0,2.0
6001450746,Alameda County,California,0.0,0.0,0.26,0.0,0.04,0.57,0.11,0.0,0.1,0.7,0.18,0,0.0,False,False,False,3525.0,0.12,0.03,False,0.0,0.0006,0.0,2.0,1.0,19.0,866100.0,6163.0,81.0,True,830.0,700.0,430.0,81.8,5.0,7.0,1.0
6001450750,Alameda County,California,0.07,0.0,0.54,0.0,0.05,0.24,0.09,0.02,0.17,0.73,0.09,0,0.0,False,False,False,5630.0,0.02,0.0,False,1.0652,0.0005,0.0,89.0,0.0,17.0,645900.0,6024.0,79.0,True,760.0,550.0,260.0,81.7,1.0,10.0,2.0
6001450751,Alameda County,California,0.01,0.0,0.81,0.0,0.02,0.11,0.03,0.0,0.2,0.71,0.07,0,0.0,False,False,False,11119.0,0.02,0.0,False,25.179,0.0023,0.0,98.0,0.0,3.0,1048200.0,2204.0,27.0,True,660.0,540.0,220.0,81.3,4.0,4.0,2.0
6001450752,Alameda County,California,0.04,0.0,0.62,0.0,0.04,0.2,0.07,0.01,0.15,0.77,0.06,0,0.0,False,False,False,7343.0,0.02,0.0,False,25.1825,0.0045,0.0,95.0,1.0,6.0,1210200.0,1575.0,20.0,True,680.0,590.0,229.0,,2.0,3.0,3.0
6001451101,Alameda County,California,0.01,0.0,0.16,0.01,0.04,0.61,0.14,0.04,0.12,0.77,0.09,0,0.0,False,False,False,8692.0,0.02,0.0,False,26.6218,0.0183,0.0,80.0,1.0,9.0,874500.0,524.0,7.0,True,830.0,660.0,360.0,80.7,4.0,5.0,2.0
6001451102,Alameda County,California,0.0,0.01,0.07,0.0,0.05,0.77,0.09,0.01,0.08,0.73,0.17,0,0.0,False,False,False,4003.0,0.02,0.0,False,2.3324,0.0009,0.0,88.0,1.0,6.0,1226800.0,3790.0,49.0,True,840.0,760.0,440.0,82.8,0.0,4.0,4.0
6001451201,Alameda County,California,0.01,0.0,0.14,0.0,0.08,0.57,0.2,0.03,0.15,0.75,0.08,0,0.0,False,False,False,7695.0,0.14,0.04,False,2.9745,0.0038,0.0,100.0,1.0,30.0,641600.0,4302.0,56.0,True,910.0,740.0,390.0,78.9,1.0,15.0,7.0
6001451202,Alameda County,California,0.0,0.0,0.15,0.0,0.08,0.61,0.14,0.03,0.11,0.79,0.09,0,0.0,False,False,False,5188.0,0.02,0.0,False,25.2039,0.0062,0.0001,96.0,1.0,9.0,657900.0,974.0,13.0,True,850.0,620.0,320.0,79.8,4.0,9.0,2.0
6001451300,Alameda County,California,0.01,0.0,0.09,0.0,0.09,0.63,0.19,0.04,0.12,0.75,0.11,0,0.0,False,False,False,6903.0,0.16,0.05,False,9.6955,0.0014,0.0,79.0,1.0,14.0,673900.0,4207.0,55.0,True,910.0,750.0,409.0,81.9,2.0,14.0,6.0
6001451401,Alameda County,California,0.05,0.0,0.14,0.0,0.05,0.56,0.2,0.03,0.12,0.7,0.17,0,0.0,False,False,False,6191.0,0.23,0.09,False,3.727,0.0007,0.0,98.0,1.0,19.0,779200.0,4501.0,59.0,True,869.0,740.0,409.0,82.3,3.0,15.0,5.0
6001451403,Alameda County,California,0.01,0.0,0.08,0.0,0.06,0.56,0.27,0.06,0.16,0.7,0.13,0,0.0,False,False,False,2308.0,0.09,0.02,False,0.0,0.0005,0.0,100.0,1.0,15.0,655000.0,6167.0,81.0,True,880.0,710.0,390.0,78.59,3.0,9.0,3.0
6001451404,Alameda County,California,0.04,0.0,0.06,0.0,0.09,0.39,0.47,0.08,0.15,0.76,0.08,0,0.0,False,False,False,7094.0,0.25,0.1,False,0.0,0.0005,0.0,58.0,2.0,27.0,605800.0,6462.0,84.0,True,880.0,700.0,340.0,79.9,4.0,16.0,4.0
6001451501,Alameda County,California,0.0,0.0,0.08,0.01,0.06,0.67,0.16,0.05,0.14,0.67,0.17,0,0.0,False,False,False,4693.0,0.17,0.06,False,4.6737,0.0005,0.0,42.0,1.0,13.0,925300.0,4444.0,59.0,True,860.0,770.0,459.0,81.9,3.0,12.0,5.0
6001451503,Alameda County,California,0.01,0.0,0.13,0.0,0.07,0.63,0.15,0.01,0.14,0.72,0.13,0,0.0,False,False,False,6182.0,0.3,0.12,False,0.0832,0.0005,0.0,24.0,1.0,12.0,677600.0,5786.0,77.0,True,880.0,770.0,450.0,80.5,1.0,17.0,7.0
6001451504,Alameda County,California,0.0,0.0,0.23,0.0,0.01,0.54,0.19,0.07,0.16,0.69,0.13,0,0.0,False,False,False,1709.0,0.02,0.0,False,0.4451,0.0009,0.0,80.0,1.0,22.0,762300.0,6303.0,82.0,True,880.0,670.0,350.0,81.4,3.0,4.0,2.0
6001451505,Alameda County,California,0.0,0.0,0.07,0.0,0.02,0.75,0.13,0.0,0.1,0.74,0.15,0,0.0,False,False,False,3418.0,0.02,0.0,False,0.061,0.0006,0.0,30.0,1.0,7.0,831400.0,5377.0,71.0,True,869.0,670.0,360.0,82.3,2.0,2.0,0.0
6001451506,Alameda County,California,0.05,0.0,0.07,0.02,0.03,0.43,0.4,0.07,0.15,0.72,0.11,0,0.0,False,False,False,3385.0,0.46,0.2,False,0.0,0.0007,0.0,0.0,1.0,27.0,753000.0,5100.0,68.0,True,900.0,670.0,360.0,78.3,1.0,27.0,6.0
6001451601,Alameda County,California,0.0,0.0,0.08,0.0,0.02,0.78,0.1,0.02,0.09,0.73,0.16,0,0.0,False,False,False,5362.0,0.1,0.03,False,1.8265,0.0012,0.0,38.0,1.0,14.0,1022700.0,4750.0,63.0,True,869.0,700.0,420.0,82.5,3.0,9.0,6.0
6001451602,Alameda County,California,0.01,0.0,0.06,0.0,0.05,0.69,0.16,0.02,0.11,0.63,0.25,0,0.0,False,False,False,6809.0,0.09,0.02,False,0.0165,0.002,0.0001,7.0,1.0,25.0,726100.0,6078.0,80.0,True,840.0,780.0,530.0,80.9,3.0,8.0,2.0
6001451701,Alameda County,California,0.01,0.0,0.05,0.0,0.07,0.71,0.14,0.0,0.12,0.74,0.13,0,0.0,False,False,False,3112.0,0.11,0.03,False,0.0083,0.0008,0.0,0.0,1.0,8.0,666400.0,5931.0,78.0,True,860.0,740.0,440.0,79.9,6.0,9.0,3.0
6001451703,Alameda County,California,0.0,0.0,0.16,0.0,0.08,0.58,0.19,0.01,0.12,0.73,0.13,0,0.0,False,False,False,4080.0,0.11,0.03,False,0.0737,0.0006,0.0,19.0,1.0,15.0,845200.0,5735.0,76.0,True,830.0,700.0,390.0,83.4,0.0,8.0,3.0
6001451704,Alameda County,California,0.0,0.0,0.08,0.01,0.04,0.72,0.13,0.0,0.11,0.69,0.19,0,0.0,False,False,False,4519.0,0.02,0.0,False,0.0,0.0005,0.0,7.0,1.0,16.0,815700.0,5365.0,71.0,True,850.0,710.0,420.0,81.3,5.0,5.0,3.0
6001981900,Alameda County,California,0.0,0.0,0.0,0.0,0.0,0.86,0.13,0.0,0.0,1.0,0.0,0,0.0,False,False,False,58.0,0.02,0.0,False,0.0,0.0007,0.0,0.0,0.0,0.0,,6409.0,84.0,True,,,,,0.0,0.0,0.0
6001982000,Alameda County,California,0.36,0.03,0.31,0.0,0.06,0.15,0.12,0.0,0.22,0.77,0.0,2,1.0,True,False,True,63.0,0.26,0.1,False,0.0,0.0005,0.0,0.0,1.0,26.0,480000.0,7341.0,91.0,True,890.0,830.0,420.0,,13.0,19.0,19.0
6001983200,Alameda County,California,0.09,0.01,0.23,0.0,0.03,0.52,0.08,0.03,0.02,0.85,0.11,0,0.0,False,False,False,583.0,0.18,0.06,False,0.0,0.0006,0.0,0.0,0.0,7.0,778300.0,7342.0,91.0,True,800.0,420.0,210.0,,3.0,10.0,8.0
6001990000,Alameda County,California,,,,,,,,,,,,0,0.0,False,False,False,0.0,,,False,,,,,,,,16.0,0.0,False,,,,,,,
6003010000,Alpine County,California,0.0,0.33,0.0,0.0,0.05,0.53,0.12,0.0,0.09,0.61,0.29,2,2.0,True,False,True,1039.0,0.67,0.32,True,0.0,0.0625,0.0305,82.0,5.0,21.0,365300.0,34.0,0.0,True,1030.0,1190.0,760.0,80.4,12.0,38.0,19.0
6005000101,Amador County,California,0.0,0.0,0.01,0.0,0.06,0.83,0.07,0.0,0.08,0.53,0.37,0,0.0,False,False,False,3908.0,0.38,0.16,False,4.0862,0.1292,0.0002,99.0,4.0,24.0,271900.0,135.0,2.0,True,930.0,1220.0,850.0,76.8,12.0,20.0,7.0
6005000102,Amador County,California,0.0,0.0,0.03,0.0,0.09,0.8,0.08,0.01,0.07,0.64,0.27,3,3.0,True,False,True,1982.0,0.79,0.4,True,1.8347,0.0641,0.0003,86.0,7.0,32.0,275000.0,60.0,1.0,True,1040.0,1390.0,940.0,79.8,15.0,46.0,22.0
6005000200,Amador County,California,0.0,0.0,0.0,0.0,0.04,0.82,0.1,0.01,0.11,0.6,0.27,0,0.0,False,False,False,4748.0,0.45,0.2,False,28.1343,0.0788,0.0002,94.0,4.0,23.0,376300.0,292.0,4.0,True,990.0,1180.0,790.0,79.59,10.0,23.0,9.0
6005000301,Amador County,California,0.15,0.01,0.01,0.0,0.06,0.46,0.31,0.13,0.02,0.85,0.12,0,0.0,False,False,False,5105.0,0.13,0.04,False,26.8365,0.1005,0.0001,95.0,4.0,10.0,410800.0,106.0,1.0,True,800.0,940.0,500.0,82.3,2.0,16.0,8.0
6005000303,Amador County,California,0.0,0.0,0.0,0.0,0.02,0.85,0.12,0.01,0.06,0.67,0.25,0,0.0,False,False,False,5623.0,0.35,0.15,False,27.8081,0.0286,0.0003,93.0,3.0,21.0,318100.0,829.0,11.0,True,960.0,990.0,640.0,84.4,0.0,20.0,7.0
6005000304,Amador County,California,0.0,0.0,0.0,0.0,0.05,0.85,0.08,0.02,0.1,0.72,0.17,0,0.0,False,False,False,4597.0,0.51,0.23,False,28.2119,0.0677,0.0002,91.0,3.0,17.0,286000.0,438.0,6.0,True,980.0,1030.0,640.0,77.3,5.0,29.0,12.0
